species,pokedex,number
596,conquest-gallery,148
596,galar,65
596,crown-tundra,94
596,blueberry,133
597,national,597
597,original-unova,103
597,updated-unova,175
597,kalos-coastal,69
597,galar,189
597,crown-tundra,179
598,national,598
598,original-unova,104
598,updated-unova,176
598,kalos-coastal,70
598,galar,190
598,crown-tundra,180
599,national,599
599,original-unova,105
599,updated-unova,130
599,galar,113
600,national,600
600,original-unova,106
600,updated-unova,131
600,galar,114
601,national,601
601,original-unova,107
601,updated-unova,132
601,galar,115
602,national,602
602,original-unova,108
602,updated-unova,177
602,paldea,341
602,kitakami,175
602,blueberry,134
602,lumiose-city,142
603,national,603
603,original-unova,109
603,updated-unova,178
603,paldea,342
603,kitakami,176
603,blueberry,135
603,lumiose-city,143
604,national,604
604,original-unova,110
604,updated-unova,179
604,paldea,343
604,kitakami,177
604,blueberry,136
604,lumiose-city,144
604,champions,604
605,national,605
605,original-unova,111
605,updated-unova,188
605,updated-alola,275
605,updated-ulaula,96
605,galar,277
606,national,606
606,original-unova,112
606,updated-unova,189
606,updated-alola,276
606,updated-ulaula,97
606,galar,278
607,national,607
607,original-unova,113
607,updated-unova,190
607,conquest-gallery,37
607,kalos-mountain,65
607,galar,287
607,crown-tundra,48
607,kitakami,146
607,lumiose-city,189
608,national,608
608,original-unova,114
608,updated-unova,191
608,conquest-gallery,38
608,kalos-mountain,66
608,galar,288
608,crown-tundra,49
608,kitakami,147
608,lumiose-city,190
609,national,609
609,original-unova,115
609,updated-unova,192
609,conquest-gallery,39
609,kalos-mountain,67
609,galar,289
609,crown-tundra,50
609,kitakami,148
609,lumiose-city,191
609,champions,609
610,national,610
610,original-unova,116
610,updated-unova,183
610,conquest-gallery,144
610,kalos-central,148
610,galar,324
610,paldea,155
610,blueberry,140
611,national,611
611,original-unova,117
611,updated-unova,184
611,conquest-gallery,145
611,kalos-central,149
611,galar,325
611,paldea,156
611,blueberry,141
612,national,612
612,original-unova,118
612,updated-unova,185
612,conquest-gallery,146
612,kalos-central,150
612,galar,326
612,paldea,157
612,blueberry,142
613,national,613
613,original-unova,119
613,updated-unova,195
613,conquest-gallery,104
613,kalos-mountain,81
613,galar,279
613,crown-tundra,121
613,paldea,355
613,blueberry,153
614,national,614
614,original-unova,120
614,updated-unova,196
614,conquest-gallery,105
614,kalos-mountain,82
614,galar,280
614,crown-tundra,122
614,paldea,356
614,blueberry,154
614,champions,614
615,national,615
615,original-unova,121
615,updated-unova,197
615,kalos-mountain,111
615,crown-tundra,30
615,paldea,360
615,hyperspace,29
616,national,616
616,original-unova,122
616,updated-unova,157
616,kalos-mountain,24
616,galar,275
616,isle-of-armor,64
616,crown-tundra,97
617,national,617
617,original-unova,123
617,updated-unova,158
617,kalos-mountain,25
617,galar,276
617,isle-of-armor,65
617,crown-tundra,98
618,national,618
618,original-unova,124
618,updated-unova,231
618,kalos-mountain,39
618,galar,226
618,lumiose-city,157
618,champions,618
619,national,619
619,original-unova,125
619,updated-unova,219
619,kalos-coastal,3
619,updated-alola,359
619,updated-poni,106
619,isle-of-armor,163
619,kitakami,137
620,national,620
620,original-unova,126
620,updated-unova,220
620,kalos-coastal,4
620,updated-alola,360
620,updated-poni,107
620,isle-of-armor,164
620,kitakami,138
621,national,621
621,original-unova,127
621,updated-unova,270
621,kalos-mountain,141
621,updated-alola,374
621,updated-poni,121
621,isle-of-armor,63
621,crown-tundra,119
622,national,622
622,original-unova,128
622,updated-unova,271
622,kalos-coastal,91
622,updated-alola,312
622,updated-ulaula,133
622,galar,88
622,crown-tundra,153
622,blueberry,123
622,hyperspace,71
623,national,623
623,original-unova,129
623,updated-unova,272
623,kalos-coastal,92
623,updated-alola,313
623,updated-ulaula,134
623,galar,89
623,crown-tundra,154
623,blueberry,124
623,hyperspace,72
623,champions,623
624,national,624
624,original-unova,130
624,updated-unova,223
624,conquest-gallery,158
624,kalos-mountain,48
624,updated-alola,337
624,updated-ulaula,158
624,galar,246
624,isle-of-armor,29
624,paldea,367
624,kitakami,186
625,national,625
625,original-unova,131
625,updated-unova,224
625,conquest-gallery,159
625,kalos-mountain,49
625,updated-alola,338
625,updated-ulaula,159
625,galar,247
625,isle-of-armor,30
625,paldea,368
625,kitakami,187
626,national,626
626,original-unova,132
626,updated-unova,269
626,isle-of-armor,53
627,national,627
627,original-unova,133
627,updated-unova,109
627,conquest-gallery,169
627,original-alola,75
627,original-melemele,75
627,original-poni,26
627,updated-alola,89
627,updated-melemele,89
627,updated-poni,35
627,galar,281
627,isle-of-armor,179
627,hisui,221
627,paldea,365
627,blueberry,32
628,national,628
628,original-unova,134
628,updated-unova,110
628,conquest-gallery,170
628,original-alola,76
628,original-melemele,76
628,original-poni,27
628,updated-alola,90
628,updated-melemele,90
628,updated-poni,36
628,galar,282
628,isle-of-armor,180
628,hisui,222
628,paldea,366
628,blueberry,33
629,national,629
629,original-unova,135
629,updated-unova,111
629,original-alola,77
629,original-melemele,77
629,original-poni,28
629,updated-alola,91
629,updated-melemele,91
629,updated-poni,37
629,galar,283
629,isle-of-armor,181
629,kitakami,127
629,blueberry,34
630,national,630
630,original-unova,136
630,updated-unova,112
630,original-alola,78
630,original-melemele,78
630,original-poni,29
630,updated-alola,92
630,updated-melemele,92
630,updated-poni,38
630,galar,284
630,isle-of-armor,182
630,kitakami,128
630,blueberry,35
631,national,631
631,original-unova,137
631,updated-unova,193
631,kalos-mountain,105
631,galar,317
631,crown-tundra,102
632,national,632
632,original-unova,138
632,updated-unova,194
632,kalos-mountain,106
632,galar,316
632,crown-tundra,101
633,national,633
633,original-unova,139
633,updated-unova,273
633,conquest-gallery,90
633,kalos-mountain,142
633,galar,386
633,crown-tundra,136
633,paldea,370
634,national,634
634,original-unova,140
634,updated-unova,274
634,conquest-gallery,91
634,kalos-mountain,143
634,galar,387
634,crown-tundra,137
634,paldea,371
635,national,635
635,original-unova,141
635,updated-unova,275
635,conquest-gallery,92
635,kalos-mountain,144
635,galar,388
635,crown-tundra,138
635,paldea,372
635,champions,635
636,national,636
636,original-unova,142
636,updated-unova,171
636,conquest-gallery,173
636,updated-alola,203
636,updated-akala,104
636,isle-of-armor,186
636,paldea,274
637,national,637
637,original-unova,143
637,updated-unova,172
637,conquest-gallery,174
637,updated-alola,204
637,updated-akala,105
637,isle-of-armor,187
637,paldea,275
637,champions,637
638,national,638
638,original-unova,144
638,updated-unova,225
638,crown-tundra,205
638,hyperspace,115
639,national,639
639,original-unova,145
639,updated-unova,226
639,conquest-gallery,191
639,crown-tundra,206
639,hyperspace,116
640,national,640
640,original-unova,146
640,updated-unova,227
640,crown-tundra,207
640,hyperspace,117
641,national,641
641,original-unova,147
641,updated-unova,198
641,hisui,231
642,national,642
642,original-unova,148
642,updated-unova,199
642,hisui,232
643,national,643
643,original-unova,149
643,updated-unova,295
643,conquest-gallery,197
644,national,644
644,original-unova,150
644,updated-unova,296
644,conquest-gallery,198
645,national,645
645,original-unova,151
645,updated-unova,200
645,hisui,233
646,national,646
646,original-unova,152
646,updated-unova,297
647,national,647
647,original-unova,153
647,updated-unova,298
647,hyperspace,118
648,national,648
648,original-unova,154
648,updated-unova,299
648,hyperspace,119
649,national,649
649,original-unova,155
649,updated-unova,300
649,hyperspace,120
650,national,650
650,kalos-central,1
650,blueberry,209
650,lumiose-city,213
651,national,651
651,kalos-central,2
651,blueberry,210
651,lumiose-city,214
652,national,652
652,kalos-central,3
652,blueberry,211
652,lumiose-city,215
652,champions,652
653,national,653
653,kalos-central,4
653,blueberry,212
653,lumiose-city,217
654,national,654
654,kalos-central,5
654,blueberry,213
654,lumiose-city,218
655,national,655
655,kalos-central,6
655,blueberry,214
655,lumiose-city,219
655,champions,655
656,national,656
656,kalos-central,7
656,blueberry,215
656,lumiose-city,209
657,national,657
657,kalos-central,8
657,blueberry,216
657,lumiose-city,210
658,national,658
658,kalos-central,9
658,blueberry,217
658,lumiose-city,211
658,champions,658
659,national,659
659,kalos-central,10
659,galar,48
659,lumiose-city,13
660,national,660
660,kalos-central,11
660,galar,49
660,lumiose-city,14
660,champions,660
661,national,661
661,kalos-central,14
661,original-alola,158
661,original-akala,85
661,updated-alola,192
661,updated-akala,93
661,isle-of-armor,22
661,paldea,19
661,blueberry,87
661,lumiose-city,10
662,national,662
662,kalos-central,15
662,original-alola,159
662,original-akala,86
662,updated-alola,193
662,updated-akala,94
662,isle-of-armor,23
662,paldea,20
662,blueberry,88
662,lumiose-city,11
663,national,663
663,kalos-central,16
663,original-alola,160
663,original-akala,87
663,updated-alola,194
663,updated-akala,95
663,isle-of-armor,24
663,paldea,21
663,blueberry,89
663,lumiose-city,12
663,champions,663
664,national,664
664,kalos-central,20
664,paldea,35
664,lumiose-city,15
665,national,665
665,kalos-central,21
665,paldea,36
665,lumiose-city,16
666,national,666
666,kalos-central,22
666,paldea,37
666,lumiose-city,17
666,champions,666
667,national,667
667,kalos-central,57
667,updated-alola,370
667,updated-poni,117
667,paldea,224
667,blueberry,36
667,lumiose-city,45
668,national,668
668,kalos-central,58
668,updated-alola,371
668,updated-poni,118
668,paldea,225
668,blueberry,37
668,lumiose-city,46
668,champions,668
669,national,669
669,kalos-central,68
669,updated-alola,100
669,updated-melemele,100
669,updated-ulaula,45
669,updated-poni,44
669,paldea,145
669,lumiose-city,38
670,national,670
670,kalos-central,69
670,updated-alola,101
670,updated-melemele,101
670,updated-ulaula,46
670,updated-poni,45
670,paldea,146
670,lumiose-city,39
670,champions,670
671,national,671
671,kalos-central,70
671,updated-alola,102
671,updated-melemele,102
671,updated-ulaula,47
671,updated-poni,46
671,paldea,147
671,lumiose-city,40
671,champions,671
672,national,672
672,kalos-central,89
672,paldea,221
672,lumiose-city,41
673,national,673
673,kalos-central,90
673,paldea,222
673,lumiose-city,42
674,national,674
674,kalos-central,91
674,original-alola,220
674,original-ulaula,92
674,updated-alola,284
674,updated-ulaula,105
674,galar,111
674,lumiose-city,47
675,national,675
675,kalos-central,92
675,original-alola,221
675,original-ulaula,93
675,updated-alola,285
675,updated-ulaula,106
675,galar,112
675,lumiose-city,48
675,champions,675
676,national,676
676,kalos-central,93
676,updated-alola,30
676,updated-melemele,30
676,updated-poni,14
676,lumiose-city,158
676,champions,676
677,national,677
677,kalos-central,114
677,galar,208
677,blueberry,104
677,lumiose-city,43
678,national,678
678,kalos-central,115
678,galar,209
678,blueberry,105
678,lumiose-city,44
678,champions,678
679,national,679
679,kalos-central,117
679,galar,330
679,lumiose-city,71
680,national,680
680,kalos-central,118
680,galar,331
680,lumiose-city,72
681,national,681
681,kalos-central,119
681,galar,332
681,lumiose-city,73
681,champions,681
682,national,682
682,kalos-central,129
682,galar,212
682,lumiose-city,96
683,national,683
683,kalos-central,130
683,galar,213
683,lumiose-city,97
683,champions,683
684,national,684
684,kalos-central,131
684,galar,210
684,lumiose-city,98
685,national,685
685,kalos-central,132
685,galar,211
685,lumiose-city,99
685,champions,685
686,national,686
686,kalos-coastal,10
686,updated-alola,26
686,updated-melemele,26
686,updated-poni,10
686,galar,290
686,isle-of-armor,108
686,blueberry,80
686,lumiose-city,159
687,national,687
687,kalos-coastal,11
687,updated-alola,27
687,updated-melemele,27
687,updated-poni,11
687,galar,291
687,isle-of-armor,109
687,blueberry,81
687,lumiose-city,160
687,champions,687
688,national,688
688,kalos-coastal,21
688,galar,234
688,lumiose-city,34
689,national,689
689,kalos-coastal,22
689,galar,235
689,lumiose-city,35
689,champions,689
690,national,690
690,kalos-coastal,30
690,updated-alola,347
690,updated-poni,94
690,isle-of-armor,194
690,paldea,337
690,lumiose-city,161
691,national,691
691,kalos-coastal,31
691,updated-alola,348
691,updated-poni,95
691,isle-of-armor,195
691,paldea,338
691,lumiose-city,162
691,champions,691
692,national,692
692,kalos-coastal,32
692,updated-alola,349
692,updated-poni,96
692,isle-of-armor,196
692,paldea,339
692,lumiose-city,163
693,national,693
693,kalos-coastal,33
693,updated-alola,350
693,updated-poni,97
693,isle-of-armor,197
693,paldea,340
693,lumiose-city,164
693,champions,693
694,national,694
694,kalos-coastal,46
694,galar,318
694,lumiose-city,202
695,national,695
695,kalos-coastal,47
695,galar,319
695,lumiose-city,203
695,champions,695
696,national,696
696,kalos-coastal,64
696,updated-alola,243
696,updated-akala,144
696,crown-tundra,83
696,lumiose-city,193
697,national,697
697,kalos-coastal,65
697,updated-alola,244
697,updated-akala,145
697,crown-tundra,84
697,lumiose-city,194
697,champions,697
698,national,698
698,kalos-coastal,66
698,updated-alola,245
698,updated-akala,146
698,crown-tundra,85
698,lumiose-city,195
699,national,699
699,kalos-coastal,67
699,updated-alola,246
699,updated-akala,147
699,crown-tundra,86
699,lumiose-city,196
699,champions,699
700,national,700
700,kalos-coastal,85
700,original-alola,131
700,original-akala,58
700,updated-alola,161
700,updated-akala,62
700,galar,204
700,crown-tundra,82
700,hisui,33
700,paldea,187
700,lumiose-city,108
700,champions,700
701,national,701
701,kalos-coastal,89
701,updated-alola,96
701,updated-melemele,96
701,galar,320
701,paldea,301
701,lumiose-city,181
701,champions,701
702,national,702
702,kalos-coastal,110
702,updated-alola,291
702,updated-ulaula,112
702,isle-of-armor,103
702,paldea,200
702,lumiose-city,51
702,champions,702
703,national,703
703,kalos-coastal,124
703,original-alola,101
703,original-melemele,101
703,original-poni,51
703,updated-alola,123
703,updated-melemele,123
703,updated-poni,63
703,crown-tundra,128
703,kitakami,167
703,lumiose-city,131
704,national,704
704,kalos-mountain,19
704,original-alola,178
704,original-akala,105
704,original-ulaula,74
704,original-poni,66
704,updated-alola,217
704,updated-akala,118
704,updated-ulaula,81
704,updated-poni,79
704,galar,389
704,isle-of-armor,60
704,hisui,115
704,paldea,172
704,kitakami,178
704,lumiose-city,165
705,national,705
705,kalos-mountain,20
705,original-alola,179
705,original-akala,106
705,original-ulaula,75
705,original-poni,67
705,updated-alola,218
705,updated-akala,119
705,updated-ulaula,82
705,updated-poni,80
705,galar,390
705,isle-of-armor,61
705,hisui,116
705,paldea,173
705,kitakami,179
705,lumiose-city,166
706,national,706
706,kalos-mountain,21
706,original-alola,180
706,original-akala,107
706,original-ulaula,76
706,original-poni,68
706,updated-alola,219
706,updated-akala,120
706,updated-ulaula,83
706,updated-poni,81
706,galar,391
706,isle-of-armor,62
706,hisui,117
706,paldea,174
706,kitakami,180
706,lumiose-city,167
706,champions,706
707,national,707
707,kalos-mountain,50
707,original-alola,241
707,original-ulaula,113
707,updated-alola,314
707,updated-ulaula,135
707,isle-of-armor,28
707,paldea,240
707,lumiose-city,188
707,champions,707
708,national,708
708,kalos-mountain,61
708,original-alola,196
708,original-akala,123
708,updated-alola,250
708,updated-akala,151
708,galar,338
708,crown-tundra,33
708,kitakami,68
708,lumiose-city,182
709,national,709
709,kalos-mountain,62
709,original-alola,197
709,original-akala,124
709,updated-alola,251
709,updated-akala,152
709,galar,339
709,crown-tundra,34
709,kitakami,69
709,lumiose-city,183
709,champions,709
710,national,710
710,kalos-mountain,63
710,galar,191
710,lumiose-city,204
711,national,711
711,kalos-mountain,64
711,galar,192
711,lumiose-city,205
711,champions,711
712,national,712
712,kalos-mountain,79
712,galar,358
712,crown-tundra,142
712,hisui,215
712,paldea,363
712,lumiose-city,174
713,national,713
713,kalos-mountain,80
713,galar,359
713,crown-tundra,143
713,hisui,216
713,paldea,364
713,lumiose-city,175
713,champions,713
714,national,714
714,kalos-mountain,113
714,updated-alola,83
714,updated-melemele,83
714,updated-poni,29
714,galar,176
714,crown-tundra,181
714,paldea,303
714,kitakami,88
714,lumiose-city,186
715,national,715
715,kalos-mountain,114
715,updated-alola,84
715,updated-melemele,84
715,updated-poni,30
715,galar,177
715,crown-tundra,182
715,paldea,304
715,kitakami,89
715,lumiose-city,187
715,champions,715
716,national,716
716,kalos-mountain,148
716,lumiose-city,228
717,national,717
717,kalos-mountain,149
717,lumiose-city,229
718,national,718
718,kalos-mountain,150
718,original-alola,205
718,updated-alola,263
718,lumiose-city,230
719,national,719
719,kalos-central,151
719,lumiose-city,231
720,national,720
720,kalos-central,152
720,hyperspace,121
721,national,721
721,kalos-central,153
721,hyperspace,114
722,national,722
722,original-alola,1
722,original-melemele,1
722,updated-alola,1
722,updated-melemele,1
722,hisui,1
722,blueberry,218
723,national,723
723,original-alola,2
723,original-melemele,2
723,updated-alola,2
723,updated-melemele,2
723,hisui,2
723,blueberry,219
724,national,724
724,original-alola,3
724,original-melemele,3
724,updated-alola,3
724,updated-melemele,3
724,hisui,3
724,blueberry,220
724,champions,724
725,national,725
725,original-alola,4
725,original-melemele,4
725,updated-alola,4
725,updated-melemele,4
725,blueberry,221
726,national,726
726,original-alola,5
726,original-melemele,5
726,updated-alola,5
726,updated-melemele,5
726,blueberry,222
727,national,727
727,original-alola,6
727,original-melemele,6
727,updated-alola,6
727,updated-melemele,6
727,blueberry,223
727,champions,727
728,national,728
728,original-alola,7
728,original-melemele,7
728,updated-alola,7
728,updated-melemele,7
728,blueberry,224
729,national,729
729,original-alola,8
729,original-melemele,8
729,updated-alola,8
729,updated-melemele,8
729,blueberry,225
730,national,730
730,original-alola,9
730,original-melemele,9
730,updated-alola,9
730,updated-melemele,9
730,blueberry,226
730,champions,730
731,national,731
731,original-alola,10
731,original-melemele,10
731,original-akala,1
731,original-ulaula,1
731,original-poni,1
731,updated-alola,10
731,updated-melemele,10
731,updated-akala,1
731,updated-ulaula,1
731,updated-poni,1
731,blueberry,47
732,national,732
732,original-alola,11
732,original-melemele,11
732,original-akala,2
732,original-ulaula,2
732,original-poni,2
732,updated-alola,11
732,updated-melemele,11
732,updated-akala,2
732,updated-ulaula,2
732,updated-poni,2
732,blueberry,48
733,national,733
733,original-alola,12
733,original-melemele,12
733,original-akala,3
733,original-ulaula,3
733,original-poni,3
733,updated-alola,12
733,updated-melemele,12
733,updated-akala,3
733,updated-ulaula,3
733,updated-poni,3
733,blueberry,49
733,champions,733
734,national,734
734,original-alola,13
734,original-melemele,13
734,original-akala,4
734,original-ulaula,4
734,original-poni,4
734,updated-alola,13
734,updated-melemele,13
734,updated-akala,4
734,updated-ulaula,4
734,updated-poni,4
734,paldea,27
735,national,735
735,original-alola,14
735,original-melemele,14
735,original-akala,5
735,original-ulaula,5
735,original-poni,5
735,updated-alola,14
735,updated-melemele,14
735,updated-akala,5
735,updated-ulaula,5
735,updated-poni,5
735,paldea,28
736,national,736
736,original-alola,27
736,original-melemele,27
736,original-akala,11
736,original-ulaula,12
736,updated-alola,34
736,updated-melemele,34
736,updated-akala,11
736,updated-ulaula,12
736,galar,16
736,kitakami,112
737,national,737
737,original-alola,28
737,original-melemele,28
737,original-akala,12
737,original-ulaula,13
737,updated-alola,35
737,updated-melemele,35
737,updated-akala,12
737,updated-ulaula,13
737,galar,17
737,kitakami,113
738,national,738
738,original-alola,29
738,original-melemele,29
738,original-akala,13
738,original-ulaula,14
738,updated-alola,36
738,updated-melemele,36
738,updated-akala,13
738,updated-ulaula,14
738,galar,18
738,kitakami,114
739,national,739
739,original-alola,59
739,original-melemele,59
739,original-akala,21
739,original-ulaula,30
739,original-poni,17
739,updated-alola,71
739,updated-melemele,71
739,updated-akala,21
739,updated-ulaula,30
739,updated-poni,24
739,paldea,118
739,blueberry,72
739,hyperspace,87
740,national,740
740,original-alola,60
740,original-melemele,60
740,original-akala,22
740,original-ulaula,31
740,original-poni,18
740,updated-alola,72
740,updated-melemele,72
740,updated-akala,22
740,updated-ulaula,31
740,updated-poni,25
740,paldea,119
740,blueberry,73
740,hyperspace,88
740,champions,740
741,national,741
741,original-alola,82
741,original-melemele,82
741,original-akala,31
741,original-ulaula,42
741,original-poni,32
741,updated-alola,97
741,updated-melemele,97
741,updated-akala,31
741,updated-ulaula,42
741,updated-poni,41
741,paldea,100
741,kitakami,115
741,blueberry,74
742,national,742
742,original-alola,83
742,original-melemele,83
742,original-ulaula,43
742,original-poni,33
742,updated-alola,98
742,updated-melemele,98
742,updated-ulaula,43
742,updated-poni,42
742,galar,187
742,kitakami,16
743,national,743
743,original-alola,84
743,original-melemele,84
743,original-ulaula,44
743,original-poni,34
743,updated-alola,99
743,updated-melemele,99
743,updated-ulaula,44
743,updated-poni,43
743,galar,188
743,kitakami,17
744,national,744
744,original-alola,103
744,original-melemele,103
744,original-poni,53
744,updated-alola,126
744,updated-melemele,126
744,updated-poni,65
744,isle-of-armor,157
744,paldea,89
744,kitakami,70
745,national,745
745,original-alola,104
745,original-melemele,104
745,original-poni,54
745,updated-alola,127
745,updated-melemele,127
745,updated-poni,66
745,isle-of-armor,158
745,paldea,90
745,kitakami,71
745,champions,745
746,national,746
746,original-alola,110
746,original-melemele,110
746,original-akala,42
746,original-ulaula,57
746,updated-alola,133
746,updated-melemele,133
746,updated-akala,42
746,updated-ulaula,60
746,galar,155
746,isle-of-armor,110
747,national,747
747,original-alola,113
747,original-melemele,113
747,original-akala,45
747,updated-alola,136
747,updated-melemele,136
747,updated-akala,45
747,galar,307
747,isle-of-armor,127
747,paldea,344
748,national,748
748,original-alola,114
748,original-melemele,114
748,original-akala,46
748,updated-alola,137
748,updated-melemele,137
748,updated-akala,46
748,galar,308
748,isle-of-armor,128
748,paldea,345
748,champions,748
749,national,749
749,original-alola,132
749,original-akala,59
749,original-ulaula,58
749,original-poni,59
749,updated-alola,165
749,updated-akala,66
749,updated-ulaula,64
749,updated-poni,71
749,galar,84
749,paldea,272
749,kitakami,129
750,national,750
750,original-alola,133
750,original-akala,60
750,original-ulaula,59
750,original-poni,60
750,updated-alola,166
750,updated-akala,67
750,updated-ulaula,65
750,updated-poni,72
750,galar,85
750,paldea,273
750,kitakami,130
750,champions,750
751,national,751
751,original-alola,141
751,original-akala,68
751,original-ulaula,62
751,updated-alola,174
751,updated-akala,75
751,updated-ulaula,68
751,galar,214
751,crown-tundra,91
751,blueberry,90
752,national,752
752,original-alola,142
752,original-akala,69
752,original-ulaula,63
752,updated-alola,175
752,updated-akala,76
752,updated-ulaula,69
752,galar,215
752,crown-tundra,92
752,blueberry,91
752,champions,752
753,national,753
753,original-alola,143
753,original-akala,70
753,updated-alola,176
753,updated-akala,77
753,isle-of-armor,17
753,paldea,247
753,kitakami,31
754,national,754
754,original-alola,144
754,original-akala,71
754,updated-alola,177
754,updated-akala,78
754,isle-of-armor,18
754,paldea,248
754,kitakami,32
755,national,755
755,original-alola,145
755,original-akala,72
755,original-ulaula,64
755,updated-alola,178
755,updated-akala,79
755,updated-ulaula,70
755,galar,340
756,national,756
756,original-alola,146
756,original-akala,73
756,original-ulaula,65
756,updated-alola,179
756,updated-akala,80
756,updated-ulaula,71
756,galar,341
757,national,757
757,original-alola,161
757,original-akala,88
757,updated-alola,195
757,updated-akala,96
757,galar,244
757,isle-of-armor,159
757,paldea,120
757,kitakami,168
758,national,758
758,original-alola,162
758,original-akala,89
758,updated-alola,196
758,updated-akala,97
758,galar,245
758,isle-of-armor,160
758,paldea,121
758,kitakami,169
758,champions,758
759,national,759
759,original-alola,169
759,original-akala,96
759,original-poni,63
759,updated-alola,205
759,updated-akala,106
759,updated-poni,76
759,galar,94
760,national,760
760,original-alola,170
760,original-akala,97
760,original-poni,64
760,updated-alola,206
760,updated-akala,107
760,updated-poni,77
760,galar,95
761,national,761
761,original-alola,171
761,original-akala,98
761,updated-alola,207
761,updated-akala,108
761,galar,52
761,paldea,81
762,national,762
762,original-alola,172
762,original-akala,99
762,updated-alola,208
762,updated-akala,109
762,galar,53
762,paldea,82
763,national,763
763,original-alola,173
763,original-akala,100
763,updated-alola,209
763,updated-akala,110
763,galar,54
763,paldea,83
763,champions,763
764,national,764
764,original-alola,174
764,original-akala,101
764,updated-alola,210
764,updated-akala,111
764,isle-of-armor,79
764,blueberry,58
765,national,765
765,original-alola,176
765,original-akala,103
765,updated-alola,215
765,updated-akala,116
765,galar,342
765,isle-of-armor,89
765,paldea,313
765,champions,765
766,national,766
766,original-alola,177
766,original-akala,104
766,updated-alola,216
766,updated-akala,117
766,galar,343
766,isle-of-armor,90
766,paldea,314
766,champions,766
767,national,767
767,original-alola,182
767,original-akala,109
767,original-poni,70
767,updated-alola,221
767,updated-akala,122
767,updated-poni,83
767,galar,232
767,isle-of-armor,124
767,hyperspace,62
768,national,768
768,original-alola,183
768,original-akala,110
768,original-poni,71
768,updated-alola,222
768,updated-akala,123
768,updated-poni,84
768,galar,233
768,isle-of-armor,125
768,hyperspace,63
769,national,769
769,original-alola,186
769,original-akala,113
769,updated-alola,225
769,updated-akala,126
769,isle-of-armor,133
769,paldea,322
769,hyperspace,25
770,national,770
770,original-alola,187
770,original-akala,114
770,updated-alola,226
770,updated-akala,127
770,isle-of-armor,134
770,paldea,323
770,hyperspace,26
771,national,771
771,original-alola,200
771,original-akala,127
771,updated-alola,256
771,updated-akala,157
771,galar,156
772,national,772
772,original-alola,203
772,updated-alola,259
772,galar,381
773,national,773
773,original-alola,204
773,updated-alola,260
773,galar,382
774,national,774
774,original-alola,213
774,original-ulaula,85
774,updated-alola,277
774,updated-ulaula,98
774,blueberry,106
775,national,775
775,original-alola,222
775,original-ulaula,94
775,updated-alola,286
775,updated-ulaula,107
775,paldea,315
776,national,776
776,original-alola,224
776,original-ulaula,96
776,updated-alola,288
776,updated-ulaula,109
776,galar,347
777,national,777
777,original-alola,225
777,original-ulaula,97
777,updated-alola,292
777,updated-ulaula,113
777,galar,348
778,national,778
778,original-alola,242
778,original-ulaula,114
778,updated-alola,315
778,updated-ulaula,136
778,galar,301
778,crown-tundra,46
778,paldea,239
778,kitakami,189
778,hyperspace,68
778,champions,778
779,national,779
779,original-alola,243
779,original-ulaula,115
779,updated-alola,320
779,updated-ulaula,141
779,paldea,335
779,blueberry,55
780,national,780
780,original-alola,244
780,original-ulaula,116
780,updated-alola,321
780,updated-ulaula,142
780,galar,346
780,lumiose-city,224
780,champions,780
781,national,781
781,original-alola,263
781,original-poni,78
781,updated-alola,344
781,updated-poni,91
781,galar,360
781,crown-tundra,162
782,national,782
782,original-alola,271
782,original-poni,86
782,updated-alola,361
782,updated-poni,108
782,galar,392
782,isle-of-armor,165
782,kitakami,131
783,national,783
783,original-alola,272
783,original-poni,87
783,updated-alola,362
783,updated-poni,109
783,galar,393
783,isle-of-armor,166
783,kitakami,132
784,national,784
784,original-alola,273
784,original-poni,88
784,updated-alola,363
784,updated-poni,110
784,galar,394
784,isle-of-armor,167
784,kitakami,133
784,champions,784
785,national,785
785,original-alola,285
785,original-melemele,120
785,updated-alola,383
785,updated-melemele,150
786,national,786
786,original-alola,286
786,original-akala,130
786,updated-alola,384
786,updated-akala,160
787,national,787
787,original-alola,287
787,original-ulaula,130
787,updated-alola,385
787,updated-ulaula,160
788,national,788
788,original-alola,288
788,original-poni,100
788,updated-alola,386
788,updated-poni,130
789,national,789
789,original-alola,289
789,updated-alola,387
790,national,790
790,original-alola,290
790,updated-alola,388
791,national,791
791,original-alola,291
791,updated-alola,389
792,national,792
792,original-alola,292
792,updated-alola,390
793,national,793
793,original-alola,293
793,updated-alola,391
794,national,794
794,original-alola,294
794,updated-alola,394
795,national,795
795,original-alola,295
795,updated-alola,395
796,national,796
796,original-alola,296
796,updated-alola,396
797,national,797
797,original-alola,297
797,updated-alola,397
798,national,798
798,original-alola,298
798,updated-alola,398
799,national,799
799,original-alola,299
799,updated-alola,399
800,national,800
800,original-alola,300
800,updated-alola,400
801,national,801
801,original-alola,301
801,updated-alola,401
801,hyperspace,131
802,national,802
802,original-alola,302
802,updated-alola,402
802,hyperspace,122
803,national,803
803,updated-alola,261
804,national,804
804,updated-alola,262
805,national,805
805,updated-alola,392
806,national,806
806,updated-alola,393
807,national,807
807,updated-alola,403
807,hyperspace,132
808,national,808
808,letsgo-kanto,152
808,hyperspace,123
809,national,809
809,letsgo-kanto,153
809,hyperspace,124
810,national,810
810,galar,1
810,blueberry,227
811,national,811
811,galar,2
