identifier,id,region,name_fr,subtitle_fr,name_de,subtitle_de,name_en,subtitle_en,name_ja_hrkt,subtitle_ja_hrkt,name_ko,subtitle_ko,name_es,subtitle_es,name_it,subtitle_it,name_ja,subtitle_ja,name_es_419,subtitle_es_419,name_zh_hant,subtitle_zh_hant,name_zh_hans,subtitle_zh_hans
mount-hokulani,770,alola,Mont Hokulani,,Hokulani-Berg,,Mount Hokulani,,ホクラニだけ,,호쿠라니큰산,,Pico Hokulani,,Picco Hokulani,,ホクラニ岳,,Pico Hokulani,,輝克拉尼山,,辉克拉尼山,
blush-mountain,771,alola,Mont Ardent,,Glühberg,,Blush Mountain,,ホテリやま,,화끈산,,Monte Rubor,,Monte Tepore,,ホテリ山,,Monte Rubor,,火特力山,,火特力山,
ruins-of-abundance,772,alola,Ruines de l’Essor,,Ruinen des Gedeihens,,Ruins of Abundance,,みのりのいせき,,결실의 유적,,Ruinas de la Cosecha,,Tempio del Raccolto,,実りの遺跡,,Ruinas de la Cosecha,,豐收遺跡,,丰收遗迹,
lake-of-the-sunne,773,alola,Lac du Halo Solaire,,Sonnenkreis-See,,Lake of the Sunne,,にちりんのみずうみ,,일륜의 호수,,Lago Corosol,,Lago Solare,,日輪の湖,,Lago Corosol,,日輪湖,,日轮湖,
lake-of-the-moone,774,alola,Lac du Halo Lunaire,,Mondscheiben-See,,Lake of the Moone,,がちりんのみずうみ,,월륜의 호수,,Lago Coroluna,,Lago Lunare,,月輪の湖,,Lago Coroluna,,月輪湖,,月轮湖,
mount-lanakila,775,alola,Mont Lanakila,,Mount Lanakila,,Mount Lanakila,,ラナキラマウンテン,,라나키라마운틴,,Monte Lanakila,,Monte Lanakila,,ラナキラマウンテン,,Monte Lanakila,,拉納基拉山,,拉纳基拉山,
shady-house,776,alola,Manoir Chelou,,Lottervilla,,Shady House,,いかがわしきやしき,,수상한 저택,,Mansión Misteriosa,,Villa Losca,,いかがわしき屋敷,,Mansión Misteriosa,,可疑宅邸,,可疑宅邸,
thrifty-megamart--abandoned-site,777,alola,Bradley Prix,Site désaffecté,Schnäppchenparadies,Verlassener Laden,Thrifty Megamart,Abandoned Site,スーパー・メガやす,あとち,슈퍼・메가싸네,철거지,Súper Ultraganga,Local Abandonado,Supermarket Affaroni,Edificio Abbandonato,スーパー・メガやす,跡地,Súper Ultraganga,Local Abandonado,超值超市,舊址,超值超市,旧址
hokulani-observatory,778,alola,Observatoire,,Hokulani-Sternwarte,,Hokulani Observatory,,ホクラニてんもんだい,,호쿠라니천문대,,Observ. de Hokulani,,Osservatorio,,ホクラニ天文台,,Observ. de Hokulani,,輝克拉尼天文台,,辉克拉尼天文台,
alola-pokemon-league,779,alola,Ligue Pokémon,,Pokémon-Liga,,Pokémon League,,ポケモンリーグ,,포켓몬리그,,Liga Pokémon,,Lega Pokémon,,ポケモンリーグ,,Liga Pokémon,,寶可夢聯盟,,宝可梦联盟,
poni-meadow,780,alola,Jardin de Poni,,Poni-Blumenmeer,,Poni Meadow,,ポニのはなぞの,,포니 화원,,Jardines de Poni,,Prato Poni,,ポニの花園,,Jardines de Poni,,波尼花園,,波尼花园,
poni-wilds,781,alola,Prairie de Poni,,Wildnis von Poni,,Poni Wilds,,ポニのげんや,,포니들판,,Prado de Poni,,Piana di Poni,,ポニの原野,,Prado de Poni,,波尼原野,,波尼原野,
ancient-poni-path,782,alola,Vieille Route,,Alter Pfad von Poni,,Ancient Poni Path,,ポニのこどう,,포니옛길,,Antiguo Paso de Poni,,Via Antica di Poni,,ポニの古道,,Antiguo Paso de Poni,,波尼古道,,波尼古道,
poni-breaker-coast,783,alola,Récif de Poni,,Felsenküste von Poni,,Poni Breaker Coast,,ポニのあらいそ,,포니의 거친 해안,,Arrecife de Poni,,Scogliera di Poni,,ポニの荒磯,,Arrecife de Poni,,波尼鼓浪岩岸,,波尼鼓浪岩岸,
poni-grove,784,alola,Forêt de Poni,,Wald von Poni,,Poni Grove,,ポニのじゅりん,,포니수림,,Bosque de Poni,,Foresta di Poni,,ポニの樹林,,Bosque de Poni,,波尼樹林,,波尼树林,
poni-plains,785,alola,Plaine de Poni,,Ebene von Poni,,Poni Plains,,ポニのこうや,,포니광야,,Llanura de Poni,,Prateria di Poni,,ポニの広野,,Llanura de Poni,,波尼曠野,,波尼旷野,
poni-coast,786,alola,Côte de Poni,,Küste von Poni,,Poni Coast,,ポニのかいがん,,포니해안,,Costa de Poni,,Costa di Poni,,ポニの海岸,,Costa de Poni,,波尼海岸,,波尼海岸,
poni-gauntlet,787,alola,Chemin du Défi,,Beschwerlicher Pfad,,Poni Gauntlet,,ポニのけんろ,,포니험로,,Pendiente de Poni,,Erta di Poni,,ポニの険路,,Pendiente de Poni,,波尼險路,,波尼险路,
seafolk-village,788,alola,Village Flottant,,Dorf des Seevolkes,,Seafolk Village,,うみのたみのむら,,바다민족의 마을,,Aldea Marina,,Villaggio del Mare,,海の民の村,,Aldea Marina,,海洋居民之村,,海洋居民之村,
vast-poni-canyon,789,alola,Grand Canyon de Poni,,Canyon von Poni,,Vast Poni Canyon,,ポニのだいきょうこく,,포니대협곡,,Cañón de Poni,,Canyon di Poni,,ポニの大峡谷,,Cañón de Poni,,波尼大峽谷,,波尼大峡谷,
altar-of-the-sunne,790,alola,Autel du Soleil,,Sonnenkreis-Podium,,Altar of the Sunne,,にちりんのさいだん,,일륜의 제단,,Altar del Sol,,Altare Solare,,日輪の祭壇,,Altar del Sol,,日輪祭壇,,日轮祭坛,
altar-of-the-moone,791,alola,Autel de la Lune,,Mondscheiben-Podium,,Altar of the Moone,,がちりんのさいだん,,월륜의 제단,,Altar de la Luna,,Altare Lunare,,月輪の祭壇,,Altar de la Luna,,月輪祭壇,,月轮祭坛,
ruins-of-hope,792,alola,Ruines de l’Au-Delà,,Ruinen der Heimkehr,,Ruins of Hope,,ひがんのいせき,,피안의 유적,,Ruinas del Tránsito,,Tempio del Passaggio,,彼岸の遺跡,,Ruinas del Tránsito,,彼岸遺跡,,彼岸遗迹,
resolution-cave,793,alola,Caverne Coda,,Finalhöhle,,Resolution Cave,,エンドケイブ,,엔드케이브,,Gruta Desenlace,,Caverna Climax,,エンドケイブ,,Gruta Desenlace,,終結洞窟,,终结洞窟,
exeggutor-island,794,alola,Île Noadkoko,,Kokowei-Eiland,,Exeggutor Island,,ナッシー・アイランド,,나시・아일랜드,,Isla Exeggutor,,Isola Exeggutor,,ナッシー・アイランド,,Isla Exeggutor,,椰蛋樹島,,椰蛋树岛,
battle-tree,795,alola,Arbre de Combat,,Kampfbaum,,Battle Tree,,バトルツリー,,배틀트리,,Árbol de Combate,,Albero della Lotta,,バトルツリー,,Árbol de Combate,,對戰樹,,对战树,
aether-paradise,796,alola,Paradis Æther,,Æther-Paradies,,Aether Paradise,,エーテルパラダイス,,에테르파라다이스,,Paraíso Æther,,Æther Paradise,,エーテルパラダイス,,Paraíso Æther,,以太樂園,,以太乐园,
ultra-space,797,alola,Ultra-Dimension,,Ultradimension,,Ultra Space,,ウルトラスペース,,울트라스페이스,,Ultraespacio,,Ultramondo,,ウルトラスペース,,Ultraespacio,,究極空間,,究极空间,
malie-city--outer-cape,798,alola,Malié,Cap Passiloin,Malihe City,Kap am Stadtrand,Malie City,Outer Cape,マリエシティ,はずれのみさき,말리에시티,외곽해안가,Ciudad Malíe,Cabo de las Afueras,Malie,Promontorio di Malie,マリエシティ,はずれの岬,Ciudad Malíe,Cabo de las Afueras,馬利埃靜市,市郊海角,马利埃静市,市郊海角
roaming-kanto,799,kanto,Sillonnant Kanto,,Wandert durch Kanto,,Roaming Kanto,,,,,,,,,,,,,,,,,
roaming-johto,800,johto,Sillonnant Johto,,Wandert durch Johto,,Roaming Johto,,,,,,,,,,,,,,,,,
roaming-hoenn,801,hoenn,Sillonnant Hoenn,,Wandert durch Hoenn,,Roaming Hoenn,,,,,,,,,,,,,,,,,
roaming-sinnoh,802,sinnoh,Sillonnant Sinnoh,,Wandert durch Sinnoh,,Roaming Sinnoh,,,,,,,,,,,,,,,,,
terra-cave,803,hoenn,Grotte Terra,,Terrahöhle,,Terra Cave,,,,,,,,,,,,,,,,,
marine-cave,804,hoenn,Grotte Marine,,Ozeanhöhle,,Marine Cave,,,,,,,,,,,,,,,,,
two-island,805,kanto,Île 2,,Eiland Zwei,,Two Island,,,,,,,,,,,,,,,,,
three-island,806,kanto,Île 3,,Eiland Drei,,Three Island,,,,,,,,,,,,,,,,,
three-isle-path,807,kanto,Route Île 3,,Tri-Eiland-Pfad,,Three Isle Path,,,,,,,,,,,,,,,,,
six-island,808,kanto,Île 6,,Eiland Sechs,,Six Island,,,,,,,,,,,,,,,,,
seven-island,809,kanto,Île 7,,Eiland Sieben,,Seven Island,,,,,,,,,,,,,,,,,
birth-island,810,kanto,Île Aurore,,Entstehungsinsel,,Birth Island,,,,,,,,,,,,,,,,,
navel-rock,811,kanto,Roc Nombri,,Nabelfels,,Navel Rock,,,,,,,,,,,,,,,,,
faraway-island,812,hoenn,Île lointaine,,Ferneiland,,Faraway Island,,,,,,,,,,,,,,,,,
hoenn-battle-frontier,813,hoenn,Zone de Combat,,Kampfzone (Hoenn),,Hoenn Battle Frontier,,,,,,,,,,,,,,,,,
johto-safari-zone,814,johto,Parc Safari,,Safari-Zone (Johto),,Johto Safari Zone,,,,,,,,,,,,,,,,,
cabo-poco,815,paldea,Cuchalaga,,Cucharico,,Cabo Poco,,,,,,,,,,,,,,,,,
los-platos,816,paldea,Plato Real,,Pratolido,,Los Platos,,,,,,,,,,,,,,,,,
mesagoza,817,paldea,Mesaledo,,Mesalona City,,Mesagoza,,,,,,,,,,,,,,,,,
cortondo,818,paldea,Sevaro,,Moldrid,,Cortondo,,,,,,,,,,,,,,,,,
alfornada,819,paldea,Alforneira,,Asarilla,,Alfornada,,,,,,,,,,,,,,,,,
pokemon-league,820,paldea,Ligue Pokémon,,Pokémon-Liga,,Pokémon League,,,,,,,,,,,,,,,,,
artazon,821,paldea,Cuencia,,Bolardin,,Artazon,,,,,,,,,,,,,,,,,
levincia,822,paldea,Levalendura,,Fermanca City,,Levincia,,,,,,,,,,,,,,,,,
zapapico,823,paldea,Pinchoria,,Pinchores,,Zapapico,,,,,,,,,,,,,,,,,
cascarrafa,824,paldea,Jarramanca,,Garrafosa City,,Cascarrafa,,,,,,,,,,,,,,,,,
porto-marinada,825,paldea,Porto Marinada,,Puerto Marinedo,,Porto Marinada,,,,,,,,,,,,,,,,,
medali,826,paldea,Mezclamora,,Mesclarra,,Medali,,,,,,,,,,,,,,,,,
montenevera,827,paldea,Frigao,,Frigomonta,,Montenevera,,,,,,,,,,,,,,,,,
paldea-south-province-area-one,828,paldea,Zone Sud n° 1,,Südliche Zone 1,,South Province (Area One),,,,,,,,,,,,,,,,,
paldea-south-province-area-two,829,paldea,Zone Sud n° 2,,Südliche Zone 2,,South Province (Area Two),,,,,,,,,,,,,,,,,
paldea-south-province-area-three,830,paldea,Zone Sud n° 3,,Südliche Zone 3,,South Province (Area Three),,,,,,,,,,,,,,,,,
paldea-south-province-area-four,831,paldea,Zone Sud n° 4,,Südliche Zone 4,,South Province (Area Four),,,,,,,,,,,,,,,,,
paldea-south-province-area-five,832,paldea,Zone Sud n° 5,,Südliche Zone 5,,South Province (Area Five),,,,,,,,,,,,,,,,,
paldea-south-province-area-six,833,paldea,Zone Sud n°6,,Südliche Zone 6,,South Province (Area Six),,,,,,,,,,,,,,,,,
south-paldean-sea,834,paldea,Mer du Sud de Paldea,,Südliches Meer von Paldea,,South Paldean Sea,,,,,,,,,,,,,,,,,
poco-path,835,paldea,Route de Cuchalaga,,Cucharico-Pfad,,Poco Path,,,,,,,,,,,,,,,,,
inlet-grotto,836,paldea,Caverne de la Crique,,Meeresbuchthöhle,,Inlet Grotto,,,,,,,,,,,,,,,,,
naranja-academy,837,paldea,Académie Orange,,Orangen-Akademie,,Naranja Academy,,,,,,,,,,,,,,,,,
alfornada-cavern,838,paldea,Grotte d'Alforneira,,Asarilla-Grotte,,Alfornada Cavern,,,,,,,,,,,,,,,,,
grasswither-shrine,839,paldea,Sanctuaire du Bois Mourant,,Schrein des modrigen Holzes,,Grasswither Shrine,,,,,,,,,,,,,,,,,
paldea-east-province-area-one,840,paldea,Zone Est n° 1,,Östliche Zone 1,,East Province (Area One),,,,,,,,,,,,,,,,,
paldea-east-province-area-two,841,paldea,Zone Est n° 2,,Östliche Zone 2,,East Province (Area Two),,,,,,,,,,,,,,,,,
paldea-east-province-area-three,842,paldea,Zone Est n° 3,,Östliche Zone 3,,East Province (Area Three),,,,,,,,,,,,,,,,,
east-paldean-sea,843,paldea,Mer de l'Est de Paldea,,Östliches Meer von Paldea,,East Paldean Sea,,,,,,,,,,,,,,,,,
tagtree-thicket,844,paldea,Bosquet Tagué,,Schmierhain,,Tagtree Thicket,,,,,,,,,,,,,,,,,
schedar-squads-base,845,paldea,Repaire du Groupe Schedar,,Versteck der Schedir-Bande,,Schedar Squad's Base,,,,,,,,,,,,,,,,,
navi-squads-base,846,paldea,Repaire du Groupe Tsih,,Versteck der Tsih-Bande,,Navi Squad's Base,,,,,,,,,,,,,,,,,
paldea-west-province-area-one,847,paldea,Zone Ouest n° 1,,Westliche Zone 1,,West Province (Area One),,,,,,,,,,,,,,,,,
paldea-west-province-area-two,848,paldea,Zone Ouest n° 2,,Westliche Zone 2,,West Province (Area Two),,,,,,,,,,,,,,,,,
paldea-west-province-area-three,849,paldea,Zone Ouest n° 3,,Westliche Zone 3,,West Province (Area Three),,,,,,,,,,,,,,,,,
asado-desert,850,paldea,Désert Rôtissable,,Brutzelwüste,,Asado Desert,,,,,,,,,,,,,,,,,
west-paldean-sea,851,paldea,Mer de l'Ouest de Paldea,,Westliches Meer von Paldea,,West Paldean Sea,,,,,,,,,,,,,,,,,
segin-squads-base,852,paldea,Repaire du Groupe Segin,,Versteck der Segin-Bande,,Segin Squad's Base,,,,,,,,,,,,,,,,,
icerend-shrine,853,paldea,Sanctuaire du Froid Cruel,,Schrein des entzweiten Eises,,Icerend Shrine,,,,,,,,,,,,,,,,,
paldea-north-province-area-one,854,paldea,Zone Nord n° 1,,Nördliche Zone 1,,North Province (Area One),,,,,,,,,,,,,,,,,
paldea-north-province-area-two,855,paldea,Zone Nord n° 2,,Nördliche Zone 2,,North Province (Area Two),,,,,,,,,,,,,,,,,
paldea-north-province-area-three,856,paldea,Zone Nord n° 3,,Nördliche Zone 3,,North Province (Area Three),,,,,,,,,,,,,,,,,
casseroya-lake,857,paldea,Lac Asrol,,Caldero-See,,Casseroya Lake,,,,,,,,,,,,,,,,,
dalizapa-passage,858,paldea,Tunnel Mezcla-Pincho,,Mesclores-Passage,,Dalizapa Passage,,,,,,,,,,,,,,,,,
glaseado-mountain,859,paldea,Mont Nappé,,Montanata,,Glaseado Mountain,,,,,,,,,,,,,,,,,
socarrat-trail,860,paldea,Forêt Toastée,,Knusperwaldweg,,Socarrat Trail,,,,,,,,,,,,,,,,,
groundblight-shrine,861,paldea,Sanctuaire du Sol Corrompu,,Schrein der unreinen Erde,,Groundblight Shrine,,,,,,,,,,,,,,,,,
firescourge-shrine,862,paldea,Sanctuaire du Feu Ravageur,,Schrein der finsteren Flamme,,Firescourge Shrine,,,,,,,,,,,,,,,,,
north-paldean-sea,863,paldea,Mer du Nord de Paldea,,Nördliches Meer von Paldea,,North Paldean Sea,,,,,,,,,,,,,,,,,
ruchbah-squads-base,864,paldea,Repaire du Groupe Ruchbah,,Versteck der Rukbat-Bande,,Ruchbah Squad's Base,,,,,,,,,,,,,,,,,
caph-squads-base,865,paldea,Repaire du Groupe Caph,,Versteck der Caph-Bamde,,Caph Squad's Base,,,,,,,,,,,,,,,,,
area-zero,866,paldea,Zone Zéro,,Zone Null,,Area Zero,,,,,,,,,,,,,,,,,
zero-lab,867,paldea,Laboratoire Zéro,,Labor Null,,Zero Lab,,,,,,,,,,,,,,,,,
galar-route-1,868,galar,Route 1,,Route 1,,Route 1,,,,,,,,,,,,,,,,,
galar-route-2,869,galar,Route 2,,Route 2,,Route 2,,,,,,,,,,,,,,,,,
galar-route-3,870,galar,Route 3,,Route 3,,Route 3,,,,,,,,,,,,,,,,,
galar-route-4,871,galar,Route 4,,Route 4,,Route 4,,,,,,,,,,,,,,,,,
galar-route-5,872,galar,Route 5,,Route 5,,Route 5,,,,,,,,,,,,,,,,,
galar-route-6,873,galar,Route 6,,Route 6,,Route 6,,,,,,,,,,,,,,,,,
galar-route-7,874,galar,Route 7,,Route 7,,Route 7,,,,,,,,,,,,,,,,,
galar-route-8,875,galar,Route 8,,Route 8,,Route 8,,,,,,,,,,,,,,,,,
galar-route-9,876,galar,Route 9,,Route 9,,Route 9,,,,,,,,,,,,,,,,,
galar-route-10,877,galar,Route 10,,Route 10,,Route 10,,,,,,,,,,,,,,,,,
axews-eye,878,galar,Œil du Lac,,Milza-See (Auge),,Axew's Eye,,,,,,,,,,,,,,,,,
ballimere-lake,879,galar,Lac Poké Ball,,Ballsee-Ufer,,Ballimere Lake,,,,,,,,,,,,,,,,,
ballonlea,880,galar,Corrifey,,Fairballey,,Ballonlea,,,,,,,,,,,,,,,,,
galar-battle-tower,881,galar,Tour de Combat,,Duellturm,,Battle Tower,,,,,,,,,,,,,,,,,
brawlers-cave,882,galar,Grotte du Pugilat,,Kämpfergrotte,,Brawlers' Cave,,,,,,,,,,,,,,,,,
bridge-field,883,galar,Prairie Entre-Ponts,,Brückental,,Bridge Field,,,,,,,,,,,,,,,,,
challenge-beach,884,galar,Plage de l'Épreuve,,Strand der Prüfung,,Challenge Beach,,,,,,,,,,,,,,,,,
challenge-road,885,galar,Route de l'Épreuve,,Pfad der Prüfung,,Challenge Road,,,,,,,,,,,,,,,,,
circhester,886,galar,Ludester,,Circhester,,Circhester,,,,,,,,,,,,,,,,,
courageous-cavern,887,galar,Caverne Pugnacité,,Tapferkeitshöhle,,Courageous Cavern,,,,,,,,,,,,,,,,,
crown-shrine,888,galar,Temple Couronne,,Kronentempel,,Crown Shrine,,,,,,,,,,,,,,,,,
dappled-grove,889,galar,Bois de Clairjour,,Wipfelscheinwald,,Dappled Grove,,,,,,,,,,,,,,,,,
dusty-bowl,890,galar,Fosse des Sables,,Sandsturmkessel,,Dusty Bowl,,,,,,,,,,,,,,,,,
dyna-tree-hill,891,galar,Butte du Dynarbre,,Hügel des Dyna-Baums,,Dyna Tree Hill,,,,,,,,,,,,,,,,,
east-lake-axewell,892,galar,Lac Coupenotte Est,,Milza-See (Osten),,East Lake Axewell,,,,,,,,,,,,,,,,,
fields-of-honor,893,galar,Plaine Salutation,,Grußgefilde,,Fields of Honor,,,,,,,,,,,,,,,,,
forest-of-focus,894,galar,Forêt Flexion,,Fokusforst,,Forest of Focus,,,,,,,,,,,,,,,,,
freezington,895,galar,Hameau Gelé,,Freezedale,,Freezington,,,,,,,,,,,,,,,,,
frigid-sea,896,galar,Mer Banquise,,Schollenmeer,,Frigid Sea,,,,,,,,,,,,,,,,,
frostpoint-field,897,galar,Plaine Granfroy,,Frostfeld,,Frostpoint Field,,,,,,,,,,,,,,,,,
galar-mine,898,galar,Mine de Galar,,Galar-Mine,,Galar Mine,,,,,,,,,,,,,,,,,
galar-mine-no-2,899,galar,Mine de Galar n° 2,,Galar-Mine 2,,Galar Mine No. 2,,,,,,,,,,,,,,,,,
giants-bed,900,galar,Repos du Géant,,Bett des Giganten,,Giant's Bed,,,,,,,,,,,,,,,,,
giants-foot,901,galar,Empreinte du Géant,,Sohle des Giganten,,Giant's Foot,,,,,,,,,,,,,,,,,
giants-mirror,902,galar,Miroir du Géant,,Spiegel des Giganten,,Giant's Mirror,,,,,,,,,,,,,,,,,
giants-seat,903,galar,Siège du Géant,,Sitz des Giganten,,Giant's Seat,,,,,,,,,,,,,,,,,
glimwood-tangle,904,galar,Forêt de Lumirinth,,Wirrschein-Wald,,Glimwood Tangle,,,,,,,,,,,,,,,,,
hammerlocke,905,galar,Kickenham,,Claw City,,Hammerlocke,,,,,,,,,,,,,,,,,
hammerlocke-hills,906,galar,Plateau de Kickenham,,Claw-Plateau,,Hammerlocke Hills,,,,,,,,,,,,,,,,,
honeycalm-island,907,galar,Îlot Calméole,,Wabeninsel,,Honeycalm Island,,,,,,,,,,,,,,,,,
honeycalm-sea,908,galar,Mer Calméole,,Wabenmeer,,Honeycalm Sea,,,,,,,,,,,,,,,,,
hulbury,909,galar,Skifford,,Keelton,,Hulbury,,,,,,,,,,,,,,,,,
galar-iceberg-ruins,910,galar,Ruines Iceberg,,Eisberg-Ruinen,,Iceberg Ruins,,,,,,,,,,,,,,,,,
insular-sea,911,galar,Mer Isol'Îlots,,Fernarchipel,,Insular Sea,,,,,,,,,,,,,,,,,
galar-iron-ruins,912,galar,Ruines de Fer,,Eisen-Ruinen,,Iron Ruins,,,,,,,,,,,,,,,,,
lake-of-outrage,913,galar,Lac Ouragan,,Wutanfall-See,,Lake of Outrage,,,,,,,,,,,,,,,,,
lakeside-cave,914,galar,Grotte du Lac,,Ballsee-Höhle,,Lakeside Cave,,,,,,,,,,,,,,,,,
loop-lagoon,915,galar,Lagune Circulaire,,Ringbucht,,Loop Lagoon,,,,,,,,,,,,,,,,,
master-dojo,916,galar,Dojo de la Maîtrise,,Master-Dojo,,Master Dojo,,,,,,,,,,,,,,,,,
max-lair,917,galar,Grand Antre Dynamax,,Dyna-Riesennest,,Max Lair,,,,,,,,,,,,,,,,,
motostoke,918,galar,Motorby,,Engine City,,Motostoke,,,,,,,,,,,,,,,,,
motostoke-outskirts,919,galar,Abords de Motorby,,Engine-Ortsrand,,Motostoke Outskirts,,,,,,,,,,,,,,,,,
motostoke-riverbank,920,galar,Berges de Motorby,,Engine-Flussufer,,Motostoke Riverbank,,,,,,,,,,,,,,,,,
north-lake-miloch,921,galar,Lac Milobellus Nord,,Milotic-See (Norden),,North Lake Miloch,,,,,,,,,,,,,,,,,
old-cemetery,922,galar,Cimetière Ancien,,Uralter Friedhof,,Old Cemetery,,,,,,,,,,,,,,,,,
path-to-the-peak,923,galar,Sentier Blanche-Cime,,Schneegipfelpfad,,Path to the Peak,,,,,,,,,,,,,,,,,
postwick,924,galar,Paddoxton,,Furlongham,,Postwick,,,,,,,,,,,,,,,,,
potbottom-desert,925,galar,Sables de Kudsac,,Wüstensenke,,Potbottom Desert,,,,,,,,,,,,,,,,,
roaring-sea-caves,926,galar,Cavernes Gronde-Mer,,Rauschende Höhlen,,Roaring-Sea Caves,,,,,,,,,,,,,,,,,
galar-rock-peak-ruins,927,galar,Ruines Pic Roche,,Gipfelruinen,,Rock Peak Ruins,,,,,,,,,,,,,,,,,
rolling-fields,928,galar,Plaine Verdoyante,,Wonnewiesen,,Rolling Fields,,,,,,,,,,,,,,,,,
slippery-slope,929,galar,Plateau Beau-Gant,,Schlitterfeld,,Slippery Slope,,,,,,,,,,,,,,,,,
slumbering-weald,930,galar,Forêt de Sleepwood,,Schlummerwald,,Slumbering Weald,,,,,,,,,,,,,,,,,
snowslide-slope,931,galar,Pente Enneigée,,Schneeschlucht,,Snowslide Slope,,,,,,,,,,,,,,,,,
soothing-wetlands,932,galar,Lande Boldair,,Balsamsumpf,,Soothing Wetlands,,,,,,,,,,,,,,,,,
south-lake-miloch,933,galar,Lac Milobellus Sud,,Milotic-See (Süden),,South Lake Miloch,,,,,,,,,,,,,,,,,
spikemuth,934,galar,Smashings,,Spikeford,,Spikemuth,,,,,,,,,,,,,,,,,
split-decision-ruins,935,galar,Ruines du Choix,,Zwiespaltruinen,,Split-Decision Ruins,,,,,,,,,,,,,,,,,
steamdrift-way,936,galar,Route 8,,Route 8,,Route 8,,,,,,,,,,,,,,,,,
stepping-stone-sea,937,galar,Mer Align'Îlots,,Inselkettenmeer,,Stepping-Stone Sea,,,,,,,,,,,,,,,,,
stony-wilderness,938,galar,Plaine Rocheuse,,Megalithen-Ebene,,Stony Wilderness,,,,,,,,,,,,,,,,,
stow-on-side,939,galar,Old Chister,,Passbeck,,Stow-on-Side,,,,,,,,,,,,,,,,,
three-point-pass,940,galar,Croisée Trois-Voies,,Dreiwegpass,,Three-Point Pass,,,,,,,,,,,,,,,,,
tower-of-darkness,941,galar,Tour des Ténèbres,,Turm des Unlichts,,Tower of Darkness,,,,,,,,,,,,,,,,,
tower-of-waters,942,galar,Tour de l'Eau,,Turm des Wassers,,Tower of Waters,,,,,,,,,,,,,,,,,
training-lowlands,943,galar,Plaine des Efforts,,Fleißebene,,Training Lowlands,,,,,,,,,,,,,,,,,
tunnel-to-the-top,944,galar,Galeries Monte-Pic,,Aufstiegstunnel,,Tunnel to the Top,,,,,,,,,,,,,,,,,
turffield,945,galar,Greenbury,,Turffield,,Turffield,,,,,,,,,,,,,,,,,
warm-up-tunnel,946,galar,Voie des Étirements,,Aufwärmtunnel,,Warm-Up Tunnel,,,,,,,,,,,,,,,,,
watchtower-ruins,947,galar,Tour en ruines,,Wachturmruine,,Watchtower Ruins,,,,,,,,,,,,,,,,,
wedgehurst,948,galar,Brasswick,,Brassbury,,Wedgehurst,,,,,,,,,,,,,,,,,
west-lake-axewell,949,galar,Lac Coupenotte Ouest,,Milza-See (Westen),,West Lake Axewell,,,,,,,,,,,,,,,,,
workout-sea,950,galar,Mer Eau-Hisse,,Fitnessmeer,,Workout Sea,,,,,,,,,,,,,,,,,
wyndon,951,galar,Winscor,,Score City,,Wyndon,,,,,,,,,,,,,,,,,
aipom-hill,952,hisui,Mont des Capumain,,Griffel-Hügel,,Aipom Hill,,,,,,,,,,,,,,,,,
ancient-quarry,953,hisui,Ancienne Carrière,,Uralter Steinbruch,,Ancient Quarry,,,,,,,,,,,,,,,,,
arenas-approach,954,hisui,Sentier de l'Arène,,Pfad zum Kampffeld,,Arena's Approach,,,,,,,,,,,,,,,,,
aspiration-hill,955,hisui,Colline Ambition,,Ambitionshügel,,Aspiration Hill,,,,,,,,,,,,,,,,,
avalanche-slopes,956,hisui,Pente de l'Avalanche,,Lawinenhügel,,Avalanche Slopes,,,,,,,,,,,,,,,,,
avaluggs-legacy,957,hisui,Glacier Séracrawl,,Arktilas-Eisblock,,Avalugg's Legacy,,,,,,,,,,,,,,,,,
bathers-lagoon,958,hisui,Lagune des Bains,,Badelagune,,Bathers' Lagoon,,,,,,,,,,,,,,,,,
bolderoll-ravine,959,hisui,Mont des Gringoles,,Geröllberge,,Bolderoll Ravine,,,,,,,,,,,,,,,,,
bolderoll-slope,960,hisui,Pente des Gringoles,,Geröllhügel,,Bolderoll Slope,,,,,,,,,,,,,,,,,
bonechill-wastes,961,hisui,Étendue Polaire,,Eisige Ödnis,,Bonechill Wastes,,,,,,,,,,,,,,,,,
brava-arena,962,hisui,Arène du Théâtre,,Bühnenkampffeld,,Brava Arena,,,,,,,,,,,,,,,,,
castaway-shore,963,hisui,Plage de l'Errance,,Küste der Verirrten,,Castaway Shore,,,,,,,,,,,,,,,,,
celestica-ruins,964,hisui,Temple Céleste,,Elysien-Tempelruinen,,Celestica Ruins,,,,,,,,,,,,,,,,,
celestica-trail,965,hisui,Sentier Céleste,,Elysien-Bergpfad,,Celestica Trail,,,,,,,,,,,,,,,,,
clamberclaw-cliffs,966,hisui,Falaise Cascade,,Kletterklippe,,Clamberclaw Cliffs,,,,,,,,,,,,,,,,,
cloudcap-pass,967,hisui,Passage des Nuages,,Gipfelschwadentunnel,,Cloudcap Pass,,,,,,,,,,,,,,,,,
cloudpool-ridge,968,hisui,Col Mer-de-Nuages,,Wolkenmeerkamm,,Cloudpool Ridge,,,,,,,,,,,,,,,,,
coastlands-camp,969,hisui,Bivouac Côtier,,Küstenlandbasis,,Coastlands Base Camp,,,,,,,,,,,,,,,,,
