species,identifier,generation,evolves_from_species,evolution_chain_id,color,shape,habitat,gender_rate,percent_male,capture_rate,hatch_counter,has_gender_differences,growth_rate,forms_switchable,is_legendary,is_mythical,is_baby,is_ultra_beast,is_paradox,is_fossil,is_first_partner,origin_region,order,conquest_order
943,mabosstiff,9,942,493,gray,quadruped,,4,50,75,20,0,medium-slow,0,0,0,0,0,0,0,0,paldea,973,
944,shroodle,9,,494,gray,quadruped,,4,50,190,20,0,medium-slow,0,0,0,0,0,0,0,0,paldea,968,
945,grafaiai,9,944,494,gray,upright,,4,50,90,20,0,medium-slow,0,0,0,0,0,0,0,0,paldea,969,
946,bramblin,9,,495,brown,ball,,4,50,190,20,0,medium,0,0,0,0,0,0,0,0,paldea,974,
947,brambleghast,9,946,495,brown,ball,,4,50,45,20,0,medium,0,0,0,0,0,0,0,0,paldea,975,
948,toedscool,9,,496,yellow,legs,,4,50,190,20,0,medium-slow,0,0,0,0,0,0,0,0,paldea,1006,
949,toedscruel,9,948,496,black,tentacles,,4,50,90,20,0,medium-slow,0,0,0,0,0,0,0,0,paldea,1007,
950,klawf,9,,497,red,armor,,4,50,120,35,0,medium,0,0,0,0,0,0,0,0,paldea,962,
951,capsakid,9,,498,green,upright,,4,50,190,20,0,medium,0,0,0,0,0,0,0,0,paldea,938,
952,scovillain,9,951,498,green,upright,,4,50,75,20,0,medium,0,0,0,0,0,0,0,0,paldea,939,
953,rellor,9,,499,brown,armor,,4,50,190,20,0,fast,0,0,0,0,0,0,0,0,paldea,922,
954,rabsca,9,953,499,green,armor,,4,50,45,20,0,fast,0,0,0,0,0,0,0,0,paldea,923,
955,flittle,9,,500,yellow,legs,,4,50,120,20,0,medium-slow,0,0,0,0,0,0,0,0,paldea,926,
956,espathra,9,955,500,yellow,upright,,4,50,60,20,0,medium-slow,0,0,0,0,0,0,0,0,paldea,927,
957,tinkatink,9,,501,pink,humanoid,,8,0,190,20,0,medium-slow,0,0,0,0,0,0,0,0,paldea,1000,
958,tinkatuff,9,957,501,pink,humanoid,,8,0,90,20,0,medium-slow,0,0,0,0,0,0,0,0,paldea,1001,
959,tinkaton,9,958,501,pink,humanoid,,8,0,45,20,0,medium-slow,0,0,0,0,0,0,0,0,paldea,1002,
960,wiglett,9,,502,white,blob,,4,50,255,20,0,medium,0,0,0,0,0,0,0,0,paldea,929,
961,wugtrio,9,960,502,red,blob,,4,50,50,20,0,medium,0,0,0,0,0,0,0,0,paldea,930,
962,bombirdier,9,,503,white,wings,,4,50,25,35,0,slow,0,0,0,0,0,0,0,0,paldea,959,
963,finizen,9,,504,blue,fish,,4,50,200,40,0,slow,0,0,0,0,0,0,0,0,paldea,933,
964,palafin,9,963,504,blue,fish,,4,50,45,40,0,slow,0,0,0,0,0,0,0,0,paldea,934,
965,varoom,9,,505,gray,legs,,4,50,190,20,0,medium,0,0,0,0,0,0,0,0,paldea,942,
966,revavroom,9,965,505,gray,legs,,4,50,75,20,0,medium,0,0,0,0,0,0,0,0,paldea,943,
967,cyclizar,9,,506,green,quadruped,,4,50,190,30,0,medium-slow,0,0,0,0,0,0,0,0,paldea,953,
968,orthworm,9,,507,pink,squiggle,,4,50,25,35,0,slow,0,0,0,0,0,0,0,0,paldea,944,
969,glimmet,9,,508,blue,ball,,4,50,70,30,0,medium-slow,0,0,0,0,0,0,0,0,paldea,966,
970,glimmora,9,969,508,blue,ball,,4,50,25,30,0,medium-slow,0,0,0,0,0,0,0,0,paldea,967,
971,greavard,9,,509,white,quadruped,,4,50,120,20,0,medium-slow,0,0,0,0,0,0,0,0,paldea,924,
972,houndstone,9,971,509,white,quadruped,,4,50,60,20,0,medium-slow,0,0,0,0,0,0,0,0,paldea,925,
973,flamigo,9,,510,pink,wings,,4,50,100,20,0,medium-slow,0,0,0,0,0,0,0,0,paldea,961,
974,cetoddle,9,,511,white,upright,,4,50,150,25,0,medium-slow,0,0,0,0,0,0,0,0,paldea,947,
975,cetitan,9,974,511,white,upright,,4,50,50,25,0,medium-slow,0,0,0,0,0,0,0,0,paldea,948,
976,veluza,9,,512,gray,fish,,4,50,100,20,0,fast,0,0,0,0,0,0,0,0,paldea,932,
977,dondozo,9,,513,blue,fish,,4,50,25,40,0,slow,0,0,0,0,0,0,0,0,paldea,931,
978,tatsugiri,9,,514,red,fish,,4,50,100,35,0,medium-slow,0,0,0,0,0,0,0,0,paldea,952,
979,annihilape,9,57,24,gray,humanoid,,4,50,45,20,0,medium,0,0,0,0,0,0,0,0,paldea,1010,
980,clodsire,9,194,96,brown,quadruped,,4,50,90,20,0,medium,0,0,0,0,0,0,0,0,paldea,1009,
981,farigiraf,9,203,101,brown,quadruped,,4,50,45,20,0,medium,0,0,0,0,0,0,0,0,paldea,928,
982,dudunsparce,9,206,103,yellow,squiggle,,4,50,45,20,0,medium,0,0,0,0,0,0,0,0,paldea,917,
983,kingambit,9,625,317,black,humanoid,,4,50,25,20,0,medium,0,0,0,0,0,0,0,0,paldea,1008,
984,great-tusk,9,,515,purple,quadruped,,-1,,30,50,0,slow,0,0,0,0,0,1,0,0,paldea,978,
985,scream-tail,9,,516,pink,upright,,-1,,50,50,0,slow,0,0,0,0,0,1,0,0,paldea,982,
986,brute-bonnet,9,,517,gray,quadruped,,-1,,50,50,0,slow,0,0,0,0,0,1,0,0,paldea,979,
987,flutter-mane,9,,518,gray,wings,,-1,,30,50,0,slow,0,0,0,0,0,1,0,0,paldea,983,
988,slither-wing,9,,519,white,quadruped,,-1,,30,50,0,slow,0,0,0,0,0,1,0,0,paldea,984,
989,sandy-shocks,9,,520,gray,quadruped,,-1,,30,50,0,slow,0,0,0,0,0,1,0,0,paldea,981,
990,iron-treads,9,,521,gray,quadruped,,-1,,30,50,0,slow,0,0,0,0,0,1,0,0,paldea,986,
991,iron-bundle,9,,522,red,upright,,-1,,50,50,0,slow,0,0,0,0,0,1,0,0,paldea,992,
992,iron-hands,9,,523,gray,humanoid,,-1,,50,50,0,slow,0,0,0,0,0,1,0,0,paldea,989,
993,iron-jugulis,9,,524,blue,upright,,-1,,30,50,0,slow,0,0,0,0,0,1,0,0,paldea,990,
994,iron-moth,9,,525,white,bug-wings,,-1,,30,50,0,slow,0,0,0,0,0,1,0,0,paldea,988,
995,iron-thorns,9,,526,green,upright,,-1,,30,50,0,slow,0,0,0,0,0,1,0,0,paldea,991,
996,frigibax,9,,527,gray,upright,,4,50,45,40,0,slow,0,0,0,0,0,0,0,0,paldea,949,
997,arctibax,9,996,527,blue,upright,,4,50,25,40,0,slow,0,0,0,0,0,0,0,0,paldea,950,
998,baxcalibur,9,997,527,blue,upright,,4,50,10,40,0,slow,0,0,0,0,0,0,0,0,paldea,951,
999,gimmighoul,9,,528,red,blob,,-1,,45,50,0,slow,0,0,0,0,0,0,0,0,paldea,976,
1000,gholdengo,9,999,528,yellow,humanoid,,-1,,45,50,0,slow,0,0,0,0,0,0,0,0,paldea,977,
1001,wo-chien,9,,529,brown,squiggle,,-1,,6,50,0,slow,0,1,0,0,0,0,0,0,paldea,996,
1002,chien-pao,9,,530,white,quadruped,,-1,,6,50,0,slow,0,1,0,0,0,0,0,0,paldea,995,
1003,ting-lu,9,,531,brown,quadruped,,-1,,6,50,0,slow,0,1,0,0,0,0,0,0,paldea,994,
1004,chi-yu,9,,532,red,fish,,-1,,6,50,0,slow,0,1,0,0,0,0,0,0,paldea,997,
1005,roaring-moon,9,,533,blue,quadruped,,-1,,10,50,0,slow,0,0,0,0,0,1,0,0,paldea,985,
1006,iron-valiant,9,,534,white,humanoid,,-1,,10,50,0,slow,0,0,0,0,0,1,0,0,paldea,993,
1007,koraidon,9,,535,red,upright,,-1,,3,50,0,slow,0,1,0,0,0,1,0,0,paldea,998,
1008,miraidon,9,,536,purple,quadruped,,-1,,3,50,0,slow,0,1,0,0,0,1,0,0,paldea,999,
1009,walking-wake,9,,537,blue,upright,,-1,,5,50,0,slow,0,0,0,0,0,1,0,0,paldea,1011,
1010,iron-leaves,9,,538,green,quadruped,,-1,,5,50,0,slow,0,0,0,0,0,1,0,0,paldea,1012,
1011,dipplin,9,840,442,green,heads,,4,50,45,20,0,slow-then-very-fast,0,0,0,0,0,0,0,0,paldea,1013,
1012,poltchageist,9,,539,green,ball,,-1,,120,20,0,medium,0,0,0,0,0,0,0,0,paldea,1014,
1013,sinistcha,9,1012,539,green,ball,,-1,,60,20,0,medium,0,0,0,0,0,0,0,0,paldea,1015,
1014,okidogi,9,,540,black,upright,,0,100,3,120,0,slow,0,1,0,0,0,0,0,0,paldea,1016,
1015,munkidori,9,,541,black,humanoid,,0,100,3,120,0,slow,0,1,0,0,0,0,0,0,paldea,1017,
1016,fezandipiti,9,,542,black,wings,,0,100,3,120,0,slow,0,1,0,0,0,0,0,0,paldea,1018,
1017,ogerpon,9,,543,green,humanoid,,8,0,5,10,0,slow,0,1,0,0,0,0,0,0,paldea,1019,
1018,archaludon,9,884,465,white,upright,,4,50,10,30,0,medium,0,0,0,0,0,0,0,0,paldea,1020,
1019,hydrapple,9,1011,442,green,heads,,4,50,10,20,0,slow-then-very-fast,0,0,0,0,0,0,0,0,paldea,1021,
1020,gouging-fire,9,,544,brown,quadruped,,-1,,10,50,0,slow,0,0,0,0,0,1,0,0,paldea,1022,
1021,raging-bolt,9,,545,yellow,quadruped,,-1,,10,50,0,slow,0,0,0,0,0,1,0,0,paldea,1023,
1022,iron-boulder,9,,547,gray,quadruped,,-1,,10,50,0,slow,0,0,0,0,0,1,0,0,paldea,1024,
1023,iron-crown,9,,546,blue,quadruped,,-1,,10,50,0,slow,0,0,0,0,0,1,0,0,paldea,1025,
1024,terapagos,9,,548,blue,quadruped,,4,50,255,5,0,slow,0,1,0,0,0,0,0,0,paldea,1026,
1025,pecharunt,9,,549,purple,ball,,-1,,3,20,0,slow,0,0,1,0,0,0,0,0,paldea,1027,
