item,generation,game_index
magnemite-candy,8,1011
magnemite-candy,9,1011
farfetchd-candy,7,1012
farfetchd-candy,8,1012
farfetchd-candy,9,1012
doduo-candy,7,1013
doduo-candy,8,1013
doduo-candy,9,1013
seel-candy,7,1014
seel-candy,8,1014
seel-candy,9,1014
grimer-candy,7,1015
grimer-candy,8,1015
grimer-candy,9,1015
shellder-candy,7,1016
shellder-candy,8,1016
shellder-candy,9,1016
gastly-candy,7,1017
gastly-candy,8,1017
gastly-candy,9,1017
onix-candy,7,1018
onix-candy,8,1018
onix-candy,9,1018
drowzee-candy,7,1019
drowzee-candy,8,1019
drowzee-candy,9,1019
krabby-candy,7,1020
krabby-candy,8,1020
krabby-candy,9,1020
voltorb-candy,7,1021
voltorb-candy,8,1021
voltorb-candy,9,1021
exeggcute-candy,7,1022
exeggcute-candy,8,1022
exeggcute-candy,9,1022
cubone-candy,7,1023
cubone-candy,8,1023
cubone-candy,9,1023
hitmonlee-candy,7,1024
hitmonlee-candy,8,1024
hitmonlee-candy,9,1024
hitmonchan-candy,7,1025
hitmonchan-candy,8,1025
hitmonchan-candy,9,1025
lickitung-candy,7,1026
lickitung-candy,8,1026
lickitung-candy,9,1026
koffing-candy,7,1027
koffing-candy,8,1027
koffing-candy,9,1027
rhyhorn-candy,7,1028
rhyhorn-candy,8,1028
rhyhorn-candy,9,1028
chansey-candy,7,1029
chansey-candy,8,1029
chansey-candy,9,1029
tangela-candy,7,1030
tangela-candy,8,1030
tangela-candy,9,1030
kangaskhan-candy,7,1031
kangaskhan-candy,8,1031
kangaskhan-candy,9,1031
horsea-candy,7,1032
horsea-candy,8,1032
horsea-candy,9,1032
goldeen-candy,7,1033
goldeen-candy,8,1033
goldeen-candy,9,1033
staryu-candy,7,1034
staryu-candy,8,1034
staryu-candy,9,1034
mr-mime-candy,7,1035
mr-mime-candy,8,1035
mr-mime-candy,9,1035
scyther-candy,7,1036
scyther-candy,8,1036
scyther-candy,9,1036
jynx-candy,7,1037
jynx-candy,8,1037
jynx-candy,9,1037
electabuzz-candy,7,1038
electabuzz-candy,8,1038
electabuzz-candy,9,1038
pinsir-candy,7,1039
pinsir-candy,8,1039
pinsir-candy,9,1039
tauros-candy,7,1040
tauros-candy,8,1040
tauros-candy,9,1040
magikarp-candy,7,1041
magikarp-candy,8,1041
magikarp-candy,9,1041
lapras-candy,7,1042
lapras-candy,8,1042
lapras-candy,9,1042
ditto-candy,7,1043
ditto-candy,8,1043
ditto-candy,9,1043
eevee-candy,7,1044
eevee-candy,8,1044
eevee-candy,9,1044
porygon-candy,7,1045
porygon-candy,8,1045
porygon-candy,9,1045
omanyte-candy,7,1046
omanyte-candy,8,1046
omanyte-candy,9,1046
kabuto-candy,7,1047
kabuto-candy,8,1047
kabuto-candy,9,1047
aerodactyl-candy,7,1048
aerodactyl-candy,8,1048
aerodactyl-candy,9,1048
snorlax-candy,7,1049
snorlax-candy,8,1049
snorlax-candy,9,1049
articuno-candy,7,1050
articuno-candy,8,1050
articuno-candy,9,1050
zapdos-candy,7,1051
zapdos-candy,8,1051
zapdos-candy,9,1051
moltres-candy,7,1052
moltres-candy,8,1052
moltres-candy,9,1052
dratini-candy,7,1053
dratini-candy,8,1053
dratini-candy,9,1053
mewtwo-candy,7,1054
mewtwo-candy,8,1054
mewtwo-candy,9,1054
mew-candy,7,1055
mew-candy,8,1055
mew-candy,9,1055
meltan-candy,7,1056
meltan-candy,8,1056
meltan-candy,9,1056
magmar-candy,7,1057
magmar-candy,8,1057
magmar-candy,9,1057
endorsement,8,1074
endorsement,9,1074
pokemon-box-link,8,1075
pokemon-box-link,9,1075
wishing-star,8,1076
wishing-star,9,1076
dynamax-band,8,1077
dynamax-band,9,1077
fishing-rod--galar,8,1080
fishing-rod--galar,9,1080
rotom-bike,8,1081
rotom-bike,9,1081
sausages,8,1084
sausages,9,1084
bobs-food-tin,8,1085
bobs-food-tin,9,1085
bachs-food-tin,8,1086
bachs-food-tin,9,1086
tin-of-beans,8,1087
tin-of-beans,9,1087
bread,8,1088
bread,9,1088
pasta,8,1089
pasta,9,1089
mixed-mushrooms,8,1090
mixed-mushrooms,9,1090
smoke-poke-tail,8,1091
smoke-poke-tail,9,1091
large-leek,8,1092
large-leek,9,1092
fancy-apple,8,1093
fancy-apple,9,1093
brittle-bones,8,1094
brittle-bones,9,1094
pack-of-potatoes,8,1095
pack-of-potatoes,9,1095
pungent-root,8,1096
pungent-root,9,1096
salad-mix,8,1097
salad-mix,9,1097
fried-food,8,1098
fried-food,9,1098
boiled-egg,8,1099
boiled-egg,9,1099
camping-gear,8,1100
camping-gear,9,1100
rusted-sword,8,1103
rusted-sword,9,1103
rusted-shield,8,1104
rusted-shield,9,1104
fossilized-bird,8,1105
fossilized-bird,9,1105
fossilized-fish,8,1106
fossilized-fish,9,1106
fossilized-drake,8,1107
fossilized-drake,9,1107
fossilized-dino,8,1108
fossilized-dino,9,1108
strawberry-sweet,8,1109
strawberry-sweet,9,1109
love-sweet,8,1110
love-sweet,9,1110
berry-sweet,8,1111
berry-sweet,9,1111
clover-sweet,8,1112
clover-sweet,9,1112
flower-sweet,8,1113
flower-sweet,9,1113
star-sweet,8,1114
star-sweet,9,1114
ribbon-sweet,8,1115
ribbon-sweet,9,1115
sweet-apple,8,1116
sweet-apple,9,1116
tart-apple,8,1117
tart-apple,9,1117
throat-spray,8,1118
throat-spray,9,1118
eject-pack,8,1119
eject-pack,9,1119
heavy-duty-boots,8,1120
heavy-duty-boots,9,1120
blunder-policy,8,1121
blunder-policy,9,1121
room-service,8,1122
room-service,9,1122
utility-umbrella,8,1123
utility-umbrella,9,1123
exp-candy-xs,8,1124
exp-candy-xs,9,1124
exp-candy-s,8,1125
exp-candy-s,9,1125
exp-candy-m,8,1126
exp-candy-m,9,1126
exp-candy-l,8,1127
exp-candy-l,9,1127
exp-candy-xl,8,1128
exp-candy-xl,9,1128
dynamax-candy,8,1129
dynamax-candy,9,1129
tr00,8,1130
tr00,9,1130
tr01,8,1131
tr01,9,1131
tr02,8,1132
tr02,9,1132
tr03,8,1133
tr03,9,1133
tr04,8,1134
tr04,9,1134
tr05,8,1135
tr05,9,1135
tr06,8,1136
tr06,9,1136
tr07,8,1137
tr07,9,1137
tr08,8,1138
tr08,9,1138
tr09,8,1139
tr09,9,1139
tr10,8,1140
tr10,9,1140
tr11,8,1141
tr11,9,1141
tr12,8,1142
tr12,9,1142
tr13,8,1143
tr13,9,1143
tr14,8,1144
tr14,9,1144
tr15,8,1145
tr15,9,1145
tr16,8,1146
tr16,9,1146
tr17,8,1147
tr17,9,1147
tr18,8,1148
tr18,9,1148
tr19,8,1149
tr19,9,1149
tr20,8,1150
tr20,9,1150
tr21,8,1151
tr21,9,1151
tr22,8,1152
tr22,9,1152
tr23,8,1153
tr23,9,1153
tr24,8,1154
tr24,9,1154
tr25,8,1155
tr25,9,1155
tr26,8,1156
tr26,9,1156
tr27,8,1157
tr27,9,1157
tr28,8,1158
tr28,9,1158
tr29,8,1159
tr29,9,1159
tr30,8,1160
tr30,9,1160
tr31,8,1161
tr31,9,1161
tr32,8,1162
tr32,9,1162
tr33,8,1163
tr33,9,1163
tr34,8,1164
tr34,9,1164
tr35,8,1165
tr35,9,1165
tr36,8,1166
tr36,9,1166
tr37,8,1167
tr37,9,1167
tr38,8,1168
tr38,9,1168
tr39,8,1169
tr39,9,1169
tr40,8,1170
tr40,9,1170
tr41,8,1171
tr41,9,1171
tr42,8,1172
tr42,9,1172
tr43,8,1173
tr43,9,1173
tr44,8,1174
tr44,9,1174
tr45,8,1175
tr45,9,1175
tr46,8,1176
tr46,9,1176
tr47,8,1177
tr47,9,1177
tr48,8,1178
tr48,9,1178
tr49,8,1179
tr49,9,1179
tr50,8,1180
tr50,9,1180
tr51,8,1181
tr51,9,1181
tr52,8,1182
tr52,9,1182
tr53,8,1183
tr53,9,1183
tr54,8,1184
tr54,9,1184
tr55,8,1185
tr55,9,1185
tr56,8,1186
tr56,9,1186
tr57,8,1187
tr57,9,1187
tr58,8,1188
tr58,9,1188
tr59,8,1189
tr59,9,1189
tr60,8,1190
tr60,9,1190
tr61,8,1191
tr61,9,1191
tr62,8,1192
tr62,9,1192
tr63,8,1193
tr63,9,1193
tr64,8,1194
tr64,9,1194
tr65,8,1195
tr65,9,1195
tr66,8,1196
tr66,9,1196
tr67,8,1197
tr67,9,1197
tr68,8,1198
tr68,9,1198
tr69,8,1199
tr69,9,1199
tr70,8,1200
tr70,9,1200
tr71,8,1201
tr71,9,1201
tr72,8,1202
tr72,9,1202
tr73,8,1203
tr73,9,1203
tr74,8,1204
tr74,9,1204
tr75,8,1205
tr75,9,1205
tr76,8,1206
tr76,9,1206
tr77,8,1207
tr77,9,1207
tr78,8,1208
tr78,9,1208
tr79,8,1209
tr79,9,1209
tr80,8,1210
tr80,9,1210
tr81,8,1211
tr81,9,1211
tr82,8,1212
tr82,9,1212
tr83,8,1213
tr83,9,1213
tr84,8,1214
tr84,9,1214
tr85,8,1215
tr85,9,1215
tr86,8,1216
tr86,9,1216
tr87,8,1217
tr87,9,1217
tr88,8,1218
tr88,9,1218
tr89,8,1219
tr89,9,1219
tr90,8,1220
tr90,9,1220
tr91,8,1221
tr91,9,1221
tr92,8,1222
tr92,9,1222
tr93,8,1223
tr93,9,1223
tr94,8,1224
tr94,9,1224
tr95,8,1225
tr95,9,1225
tr96,8,1226
tr96,9,1226
tr97,8,1227
tr97,9,1227
tr98,8,1228
tr98,9,1228
tr99,8,1229
tr99,9,1229
tm00,8,1230
tm00,9,1230
lonely-mint,8,1231
lonely-mint,9,1231
adamant-mint,8,1232
adamant-mint,9,1232
naughty-mint,8,1233
naughty-mint,9,1233
brave-mint,8,1234
brave-mint,9,1234
bold-mint,8,1235
bold-mint,9,1235
impish-mint,8,1236
impish-mint,9,1236
lax-mint,8,1237
lax-mint,9,1237
relaxed-mint,8,1238
relaxed-mint,9,1238
modest-mint,8,1239
modest-mint,9,1239
mild-mint,8,1240
mild-mint,9,1240
rash-mint,8,1241
rash-mint,9,1241
quiet-mint,8,1242
quiet-mint,9,1242
calm-mint,8,1243
calm-mint,9,1243
gentle-mint,8,1244
gentle-mint,9,1244
careful-mint,8,1245
careful-mint,9,1245
sassy-mint,8,1246
sassy-mint,9,1246
timid-mint,8,1247
timid-mint,9,1247
hasty-mint,8,1248
hasty-mint,9,1248
jolly-mint,8,1249
jolly-mint,9,1249
naive-mint,8,1250
naive-mint,9,1250
serious-mint,8,1251
serious-mint,9,1251
wishing-piece,8,1252
wishing-piece,9,1252
cracked-pot,8,1253
cracked-pot,9,1253
chipped-pot,8,1254
chipped-pot,9,1254
hi-tech-earbuds,8,1255
hi-tech-earbuds,9,1255
fruit-bunch,8,1256
fruit-bunch,9,1256
moomoo-cheese,8,1257
moomoo-cheese,9,1257
spice-mix,8,1258
spice-mix,9,1258
fresh-cream,8,1259
fresh-cream,9,1259
packaged-curry,8,1260
packaged-curry,9,1260
coconut-milk,8,1261
coconut-milk,9,1261
instant-noodles,8,1262
instant-noodles,9,1262
precooked-burger,8,1263
precooked-burger,9,1263
gigantamix,8,1264
gigantamix,9,1264
wishing-chip,8,1265
wishing-chip,9,1265
rotom-bike--water-mode,8,1266
rotom-bike--water-mode,9,1266
catching-charm,8,1267
catching-charm,9,1267
old-letter,8,1269
old-letter,9,1269
band-autograph,8,1270
band-autograph,9,1270
sonias-book,8,1271
sonias-book,9,1271
rotom-catalog,8,1278
rotom-catalog,9,1278
dynamax-crystal-and458,8,1279
dynamax-crystal-and458,9,1279
dynamax-crystal-and15,8,1280
dynamax-crystal-and15,9,1280
dynamax-crystal-and337,8,1281
dynamax-crystal-and337,9,1281
dynamax-crystal-and603,8,1282
dynamax-crystal-and603,9,1282
dynamax-crystal-and390,8,1283
dynamax-crystal-and390,9,1283
dynamax-crystal-sgr6879,8,1284
dynamax-crystal-sgr6879,9,1284
dynamax-crystal-sgr6859,8,1285
dynamax-crystal-sgr6859,9,1285
dynamax-crystal-sgr6913,8,1286
dynamax-crystal-sgr6913,9,1286
dynamax-crystal-sgr7348,8,1287
dynamax-crystal-sgr7348,9,1287
dynamax-crystal-sgr7121,8,1288
dynamax-crystal-sgr7121,9,1288
dynamax-crystal-sgr6746,8,1289
dynamax-crystal-sgr6746,9,1289
dynamax-crystal-sgr7194,8,1290
dynamax-crystal-sgr7194,9,1290
dynamax-crystal-sgr7337,8,1291
dynamax-crystal-sgr7337,9,1291
dynamax-crystal-sgr7343,8,1292
dynamax-crystal-sgr7343,9,1292
dynamax-crystal-sgr6812,8,1293
dynamax-crystal-sgr6812,9,1293
dynamax-crystal-sgr7116,8,1294
dynamax-crystal-sgr7116,9,1294
dynamax-crystal-sgr7264,8,1295
dynamax-crystal-sgr7264,9,1295
dynamax-crystal-sgr7597,8,1296
dynamax-crystal-sgr7597,9,1296
dynamax-crystal-del7882,8,1297
dynamax-crystal-del7882,9,1297
dynamax-crystal-del7906,8,1298
dynamax-crystal-del7906,9,1298
dynamax-crystal-del7852,8,1299
dynamax-crystal-del7852,9,1299
dynamax-crystal-psc596,8,1300
dynamax-crystal-psc596,9,1300
dynamax-crystal-psc361,8,1301
dynamax-crystal-psc361,9,1301
dynamax-crystal-psc510,8,1302
dynamax-crystal-psc510,9,1302
dynamax-crystal-psc437,8,1303
dynamax-crystal-psc437,9,1303
dynamax-crystal-psc8773,8,1304
dynamax-crystal-psc8773,9,1304
dynamax-crystal-lep1865,8,1305
dynamax-crystal-lep1865,9,1305
dynamax-crystal-lep1829,8,1306
dynamax-crystal-lep1829,9,1306
dynamax-crystal-boo5340,8,1307
dynamax-crystal-boo5340,9,1307
dynamax-crystal-boo5506,8,1308
dynamax-crystal-boo5506,9,1308
dynamax-crystal-boo5435,8,1309
dynamax-crystal-boo5435,9,1309
dynamax-crystal-boo5602,8,1310
dynamax-crystal-boo5602,9,1310
dynamax-crystal-boo5733,8,1311
dynamax-crystal-boo5733,9,1311
dynamax-crystal-boo5235,8,1312
dynamax-crystal-boo5235,9,1312
dynamax-crystal-boo5351,8,1313
dynamax-crystal-boo5351,9,1313
dynamax-crystal-hya3748,8,1314
dynamax-crystal-hya3748,9,1314
dynamax-crystal-hya3903,8,1315
dynamax-crystal-hya3903,9,1315
dynamax-crystal-hya3418,8,1316
dynamax-crystal-hya3418,9,1316
dynamax-crystal-hya3482,8,1317
dynamax-crystal-hya3482,9,1317
dynamax-crystal-hya3845,8,1318
dynamax-crystal-hya3845,9,1318
dynamax-crystal-eri1084,8,1319
dynamax-crystal-eri1084,9,1319
dynamax-crystal-eri472,8,1320
dynamax-crystal-eri472,9,1320
dynamax-crystal-eri1666,8,1321
dynamax-crystal-eri1666,9,1321
dynamax-crystal-eri897,8,1322
dynamax-crystal-eri897,9,1322
dynamax-crystal-eri1231,8,1323
dynamax-crystal-eri1231,9,1323
dynamax-crystal-eri874,8,1324
dynamax-crystal-eri874,9,1324
dynamax-crystal-eri1298,8,1325
dynamax-crystal-eri1298,9,1325
dynamax-crystal-eri1325,8,1326
dynamax-crystal-eri1325,9,1326
dynamax-crystal-eri984,8,1327
dynamax-crystal-eri984,9,1327
dynamax-crystal-eri1464,8,1328
dynamax-crystal-eri1464,9,1328
dynamax-crystal-eri1393,8,1329
dynamax-crystal-eri1393,9,1329
dynamax-crystal-eri850,8,1330
dynamax-crystal-eri850,9,1330
dynamax-crystal-tau1409,8,1331
dynamax-crystal-tau1409,9,1331
dynamax-crystal-tau1457,8,1332
dynamax-crystal-tau1457,9,1332
dynamax-crystal-tau1165,8,1333
dynamax-crystal-tau1165,9,1333
dynamax-crystal-tau1791,8,1334
dynamax-crystal-tau1791,9,1334
dynamax-crystal-tau1910,8,1335
dynamax-crystal-tau1910,9,1335
dynamax-crystal-tau1346,8,1336
dynamax-crystal-tau1346,9,1336
dynamax-crystal-tau1373,8,1337
dynamax-crystal-tau1373,9,1337
dynamax-crystal-tau1412,8,1338
dynamax-crystal-tau1412,9,1338
dynamax-crystal-cma2491,8,1339
dynamax-crystal-cma2491,9,1339
dynamax-crystal-cma2693,8,1340
dynamax-crystal-cma2693,9,1340
dynamax-crystal-cma2294,8,1341
dynamax-crystal-cma2294,9,1341
dynamax-crystal-cma2827,8,1342
dynamax-crystal-cma2827,9,1342
dynamax-crystal-cma2282,8,1343
dynamax-crystal-cma2282,9,1343
dynamax-crystal-cma2618,8,1344
dynamax-crystal-cma2618,9,1344
dynamax-crystal-cma2657,8,1345
dynamax-crystal-cma2657,9,1345
dynamax-crystal-cma2646,8,1346
dynamax-crystal-cma2646,9,1346
dynamax-crystal-uma4905,8,1347
dynamax-crystal-uma4905,9,1347
dynamax-crystal-uma4301,8,1348
dynamax-crystal-uma4301,9,1348
dynamax-crystal-uma5191,8,1349
dynamax-crystal-uma5191,9,1349
dynamax-crystal-uma5054,8,1350
dynamax-crystal-uma5054,9,1350
dynamax-crystal-uma4295,8,1351
dynamax-crystal-uma4295,9,1351
dynamax-crystal-uma4660,8,1352
dynamax-crystal-uma4660,9,1352
dynamax-crystal-uma4554,8,1353
dynamax-crystal-uma4554,9,1353
dynamax-crystal-uma4069,8,1354
dynamax-crystal-uma4069,9,1354
dynamax-crystal-uma3569,8,1355
dynamax-crystal-uma3569,9,1355
dynamax-crystal-uma3323,8,1356
dynamax-crystal-uma3323,9,1356
dynamax-crystal-uma4033,8,1357
dynamax-crystal-uma4033,9,1357
dynamax-crystal-uma4377,8,1358
dynamax-crystal-uma4377,9,1358
dynamax-crystal-uma4375,8,1359
dynamax-crystal-uma4375,9,1359
dynamax-crystal-uma4518,8,1360
dynamax-crystal-uma4518,9,1360
dynamax-crystal-uma3594,8,1361
dynamax-crystal-uma3594,9,1361
dynamax-crystal-vir5056,8,1362
dynamax-crystal-vir5056,9,1362
dynamax-crystal-vir4825,8,1363
dynamax-crystal-vir4825,9,1363
dynamax-crystal-vir4932,8,1364
dynamax-crystal-vir4932,9,1364
dynamax-crystal-vir4540,8,1365
dynamax-crystal-vir4540,9,1365
dynamax-crystal-vir4689,8,1366
dynamax-crystal-vir4689,9,1366
dynamax-crystal-vir5338,8,1367
dynamax-crystal-vir5338,9,1367
dynamax-crystal-vir4910,8,1368
dynamax-crystal-vir4910,9,1368
dynamax-crystal-vir5315,8,1369
dynamax-crystal-vir5315,9,1369
dynamax-crystal-vir5359,8,1370
dynamax-crystal-vir5359,9,1370
dynamax-crystal-vir5409,8,1371
dynamax-crystal-vir5409,9,1371
dynamax-crystal-vir5107,8,1372
dynamax-crystal-vir5107,9,1372
dynamax-crystal-ari617,8,1373
dynamax-crystal-ari617,9,1373
dynamax-crystal-ari553,8,1374
dynamax-crystal-ari553,9,1374
dynamax-crystal-ari546,8,1375
dynamax-crystal-ari546,9,1375
dynamax-crystal-ari951,8,1376
dynamax-crystal-ari951,9,1376
dynamax-crystal-ori1713,8,1377
dynamax-crystal-ori1713,9,1377
dynamax-crystal-ori2061,8,1378
dynamax-crystal-ori2061,9,1378
dynamax-crystal-ori1790,8,1379
dynamax-crystal-ori1790,9,1379
dynamax-crystal-ori1903,8,1380
dynamax-crystal-ori1903,9,1380
dynamax-crystal-ori1948,8,1381
dynamax-crystal-ori1948,9,1381
dynamax-crystal-ori2004,8,1382
dynamax-crystal-ori2004,9,1382
dynamax-crystal-ori1852,8,1383
dynamax-crystal-ori1852,9,1383
dynamax-crystal-ori1879,8,1384
dynamax-crystal-ori1879,9,1384
dynamax-crystal-ori1899,8,1385
dynamax-crystal-ori1899,9,1385
dynamax-crystal-ori1543,8,1386
dynamax-crystal-ori1543,9,1386
dynamax-crystal-cas21,8,1387
dynamax-crystal-cas21,9,1387
dynamax-crystal-cas168,8,1388
dynamax-crystal-cas168,9,1388
dynamax-crystal-cas403,8,1389
dynamax-crystal-cas403,9,1389
dynamax-crystal-cas153,8,1390
dynamax-crystal-cas153,9,1390
dynamax-crystal-cas542,8,1391
dynamax-crystal-cas542,9,1391
dynamax-crystal-cas219,8,1392
dynamax-crystal-cas219,9,1392
dynamax-crystal-cas265,8,1393
dynamax-crystal-cas265,9,1393
dynamax-crystal-cnc3572,8,1394
dynamax-crystal-cnc3572,9,1394
dynamax-crystal-cnc3208,8,1395
dynamax-crystal-cnc3208,9,1395
dynamax-crystal-cnc3461,8,1396
dynamax-crystal-cnc3461,9,1396
dynamax-crystal-cnc3449,8,1397
dynamax-crystal-cnc3449,9,1397
dynamax-crystal-cnc3429,8,1398
dynamax-crystal-cnc3429,9,1398
dynamax-crystal-cnc3627,8,1399
dynamax-crystal-cnc3627,9,1399
dynamax-crystal-cnc3268,8,1400
dynamax-crystal-cnc3268,9,1400
dynamax-crystal-cnc3249,8,1401
dynamax-crystal-cnc3249,9,1401
dynamax-crystal-com4968,8,1402
dynamax-crystal-com4968,9,1402
dynamax-crystal-crv4757,8,1403
dynamax-crystal-crv4757,9,1403
dynamax-crystal-crv4623,8,1404
dynamax-crystal-crv4623,9,1404
dynamax-crystal-crv4662,8,1405
dynamax-crystal-crv4662,9,1405
dynamax-crystal-crv4786,8,1406
dynamax-crystal-crv4786,9,1406
dynamax-crystal-aur1708,8,1407
dynamax-crystal-aur1708,9,1407
dynamax-crystal-aur2088,8,1408
dynamax-crystal-aur2088,9,1408
dynamax-crystal-aur1605,8,1409
dynamax-crystal-aur1605,9,1409
dynamax-crystal-aur2095,8,1410
dynamax-crystal-aur2095,9,1410
dynamax-crystal-aur1577,8,1411
dynamax-crystal-aur1577,9,1411
dynamax-crystal-aur1641,8,1412
dynamax-crystal-aur1641,9,1412
dynamax-crystal-aur1612,8,1413
dynamax-crystal-aur1612,9,1413
dynamax-crystal-pav7790,8,1414
dynamax-crystal-pav7790,9,1414
dynamax-crystal-cet911,8,1415
dynamax-crystal-cet911,9,1415
dynamax-crystal-cet681,8,1416
dynamax-crystal-cet681,9,1416
dynamax-crystal-cet188,8,1417
dynamax-crystal-cet188,9,1417
dynamax-crystal-cet539,8,1418
dynamax-crystal-cet539,9,1418
dynamax-crystal-cet804,8,1419
dynamax-crystal-cet804,9,1419
dynamax-crystal-cep8974,8,1420
dynamax-crystal-cep8974,9,1420
dynamax-crystal-cep8162,8,1421
dynamax-crystal-cep8162,9,1421
dynamax-crystal-cep8238,8,1422
dynamax-crystal-cep8238,9,1422
dynamax-crystal-cep8417,8,1423
dynamax-crystal-cep8417,9,1423
dynamax-crystal-cen5267,8,1424
dynamax-crystal-cen5267,9,1424
dynamax-crystal-cen5288,8,1425
dynamax-crystal-cen5288,9,1425
dynamax-crystal-cen551,8,1426
dynamax-crystal-cen551,9,1426
dynamax-crystal-cen5459,8,1427
dynamax-crystal-cen5459,9,1427
dynamax-crystal-cen5460,8,1428
dynamax-crystal-cen5460,9,1428
dynamax-crystal-cmi2943,8,1429
dynamax-crystal-cmi2943,9,1429
dynamax-crystal-cmi2845,8,1430
dynamax-crystal-cmi2845,9,1430
dynamax-crystal-equ8131,8,1431
dynamax-crystal-equ8131,9,1431
dynamax-crystal-vul7405,8,1432
dynamax-crystal-vul7405,9,1432
dynamax-crystal-umi424,8,1433
dynamax-crystal-umi424,9,1433
dynamax-crystal-umi5563,8,1434
dynamax-crystal-umi5563,9,1434
dynamax-crystal-umi5735,8,1435
dynamax-crystal-umi5735,9,1435
dynamax-crystal-umi6789,8,1436
dynamax-crystal-umi6789,9,1436
dynamax-crystal-crt4287,8,1437
dynamax-crystal-crt4287,9,1437
dynamax-crystal-lyr7001,8,1438
dynamax-crystal-lyr7001,9,1438
dynamax-crystal-lyr7178,8,1439
dynamax-crystal-lyr7178,9,1439
dynamax-crystal-lyr7106,8,1440
dynamax-crystal-lyr7106,9,1440
dynamax-crystal-lyr7298,8,1441
dynamax-crystal-lyr7298,9,1441
dynamax-crystal-ara6585,8,1442
dynamax-crystal-ara6585,9,1442
dynamax-crystal-sco6134,8,1443
dynamax-crystal-sco6134,9,1443
dynamax-crystal-sco6527,8,1444
dynamax-crystal-sco6527,9,1444
dynamax-crystal-sco6553,8,1445
dynamax-crystal-sco6553,9,1445
dynamax-crystal-sco5953,8,1446
dynamax-crystal-sco5953,9,1446
dynamax-crystal-sco5984,8,1447
dynamax-crystal-sco5984,9,1447
dynamax-crystal-sco6508,8,1448
dynamax-crystal-sco6508,9,1448
dynamax-crystal-sco6084,8,1449
dynamax-crystal-sco6084,9,1449
dynamax-crystal-sco5944,8,1450
dynamax-crystal-sco5944,9,1450
dynamax-crystal-sco6630,8,1451
dynamax-crystal-sco6630,9,1451
dynamax-crystal-sco6027,8,1452
dynamax-crystal-sco6027,9,1452
dynamax-crystal-sco6247,8,1453
dynamax-crystal-sco6247,9,1453
dynamax-crystal-sco6252,8,1454
dynamax-crystal-sco6252,9,1454
dynamax-crystal-sco5928,8,1455
dynamax-crystal-sco5928,9,1455
dynamax-crystal-sco6241,8,1456
dynamax-crystal-sco6241,9,1456
dynamax-crystal-sco6165,8,1457
dynamax-crystal-sco6165,9,1457
dynamax-crystal-tri544,8,1458
dynamax-crystal-tri544,9,1458
dynamax-crystal-leo3982,8,1459
dynamax-crystal-leo3982,9,1459
dynamax-crystal-leo4534,8,1460
dynamax-crystal-leo4534,9,1460
dynamax-crystal-leo4357,8,1461
dynamax-crystal-leo4357,9,1461
dynamax-crystal-leo4057,8,1462
dynamax-crystal-leo4057,9,1462
dynamax-crystal-leo4359,8,1463
dynamax-crystal-leo4359,9,1463
dynamax-crystal-leo4031,8,1464
dynamax-crystal-leo4031,9,1464
dynamax-crystal-leo3852,8,1465
dynamax-crystal-leo3852,9,1465
dynamax-crystal-leo3905,8,1466
dynamax-crystal-leo3905,9,1466
dynamax-crystal-leo3773,8,1467
dynamax-crystal-leo3773,9,1467
dynamax-crystal-gru8425,8,1468
dynamax-crystal-gru8425,9,1468
dynamax-crystal-gru8636,8,1469
dynamax-crystal-gru8636,9,1469
dynamax-crystal-gru8353,8,1470
dynamax-crystal-gru8353,9,1470
dynamax-crystal-lib5685,8,1471
dynamax-crystal-lib5685,9,1471
dynamax-crystal-lib5531,8,1472
dynamax-crystal-lib5531,9,1472
dynamax-crystal-lib5787,8,1473
dynamax-crystal-lib5787,9,1473
dynamax-crystal-lib5603,8,1474
dynamax-crystal-lib5603,9,1474
dynamax-crystal-pup3165,8,1475
dynamax-crystal-pup3165,9,1475
dynamax-crystal-pup3185,8,1476
dynamax-crystal-pup3185,9,1476
dynamax-crystal-pup3045,8,1477
dynamax-crystal-pup3045,9,1477
dynamax-crystal-cyg7924,8,1478
dynamax-crystal-cyg7924,9,1478
dynamax-crystal-cyg7417,8,1479
dynamax-crystal-cyg7417,9,1479
dynamax-crystal-cyg7796,8,1480
dynamax-crystal-cyg7796,9,1480
dynamax-crystal-cyg8301,8,1481
dynamax-crystal-cyg8301,9,1481
dynamax-crystal-cyg7949,8,1482
dynamax-crystal-cyg7949,9,1482
dynamax-crystal-cyg7528,8,1483
dynamax-crystal-cyg7528,9,1483
dynamax-crystal-oct7228,8,1484
dynamax-crystal-oct7228,9,1484
dynamax-crystal-col1956,8,1485
dynamax-crystal-col1956,9,1485
dynamax-crystal-col2040,8,1486
dynamax-crystal-col2040,9,1486
dynamax-crystal-col2177,8,1487
dynamax-crystal-col2177,9,1487
dynamax-crystal-gem2990,8,1488
dynamax-crystal-gem2990,9,1488
dynamax-crystal-gem2891,8,1489
dynamax-crystal-gem2891,9,1489
dynamax-crystal-gem2421,8,1490
dynamax-crystal-gem2421,9,1490
dynamax-crystal-gem2473,8,1491
dynamax-crystal-gem2473,9,1491
dynamax-crystal-gem2216,8,1492
dynamax-crystal-gem2216,9,1492
dynamax-crystal-gem2777,8,1493
dynamax-crystal-gem2777,9,1493
dynamax-crystal-gem2650,8,1494
dynamax-crystal-gem2650,9,1494
