species,name_en,name_ja,name_ja_hrkt,name_ja_roma,name_fr,name_de,name_es,name_es_419,name_it,name_ko,name_ko_latn,name_zh_hant,name_zh_hans,name_zh_latn
611,Fraxure,オノンド,オノンド,Onondo,Incisache,Sharfax,Fraxure,Fraxure,Fraxure,액슨도,Aekseundo,斧牙龍,斧牙龙,Fǔyálóng
612,Haxorus,オノノクス,オノノクス,Ononokus,Tranchodon,Maxax,Haxorus,Haxorus,Haxorus,액스라이즈,Aekseuraijeu,雙斧戰龍,双斧战龙,Shuāngfǔzhànlóng
613,Cubchoo,クマシュン,クマシュン,Kumasyun,Polarhume,Petznief,Cubchoo,Cubchoo,Cubchoo,코고미,Kogomi,噴嚏熊,喷嚏熊,Pēntìxióng
614,Beartic,ツンベアー,ツンベアー,Tunbear,Polagriffe,Siberio,Beartic,Beartic,Beartic,툰베어,Tunbeeo,凍原熊,冻原熊,Dòngyuánxióng
615,Cryogonal,フリージオ,フリージオ,Freegeo,Hexagel,Frigometri,Cryogonal,Cryogonal,Cryogonal,프리지오,Peurijio,幾何雪花,几何雪花,Jǐhéxuěhuā
616,Shelmet,チョボマキ,チョボマキ,Chobomaki,Escargaume,Schnuthelm,Shelmet,Shelmet,Shelmet,쪼마리,Jjomari,小嘴蝸,小嘴蜗,Xiǎozuǐguā
617,Accelgor,アギルダー,アギルダー,Agilder,Limaspeed,Hydragil,Accelgor,Accelgor,Accelgor,어지리더,Eojirideo,敏捷蟲,敏捷虫,Mǐnjiéchóng
618,Stunfisk,マッギョ,マッギョ,Maggyo,Limonde,Flunschlik,Stunfisk,Stunfisk,Stunfisk,메더,Medeo,泥巴魚,泥巴鱼,Níbāyú
619,Mienfoo,コジョフー,コジョフー,Kojofu,Kungfouine,Lin-Fu,Mienfoo,Mienfoo,Mienfoo,비조푸,Bijopu,功夫鼬,功夫鼬,Gōngfuyòu
620,Mienshao,コジョンド,コジョンド,Kojondo,Shaofouine,Wie-Shu,Mienshao,Mienshao,Mienshao,비조도,Bijodo,師父鼬,师父鼬,Shīfuyòu
621,Druddigon,クリムガン,クリムガン,Crimgan,Drakkarmin,Shardrago,Druddigon,Druddigon,Druddigon,크리만,Keuriman,赤面龍,赤面龙,Chìmiànlóng
622,Golett,ゴビット,ゴビット,Gobit,Gringolem,Golbit,Golett,Golett,Golett,골비람,Golbiram,泥偶小人,泥偶小人,Ní'ǒuxiǎorén
623,Golurk,ゴルーグ,ゴルーグ,Goloog,Golemastoc,Golgantes,Golurk,Golurk,Golurk,골루그,Gollugeu,泥偶巨人,泥偶巨人,Ní'ǒujùrén
624,Pawniard,コマタナ,コマタナ,Komatana,Scalpion,Gladiantri,Pawniard,Pawniard,Pawniard,자망칼,Jamangkal,駒刀小兵,驹刀小兵,Jūdāoxiǎobīng
625,Bisharp,キリキザン,キリキザン,Kirikizan,Scalproie,Caesurio,Bisharp,Bisharp,Bisharp,절각참,Jeolgakcham,劈斬司令,劈斩司令,Pīzhǎnsīlìng
626,Bouffalant,バッフロン,バッフロン,Buffron,Frison,Bisofank,Bouffalant,Bouffalant,Bouffalant,버프론,Beopeuron,爆炸頭水牛,爆炸头水牛,Bàozhàtóushuǐniú
627,Rufflet,ワシボン,ワシボン,Washibon,Furaiglon,Geronimatz,Rufflet,Rufflet,Rufflet,수리둥보,Suridungbo,毛頭小鷹,毛头小鹰,Máotóuxiǎoyīng
628,Braviary,ウォーグル,ウォーグル,Warrgle,Gueriaigle,Washakwil,Braviary,Braviary,Braviary,워글,Wogeul,勇士雄鷹,勇士雄鹰,Yǒngshìxióngyīng
629,Vullaby,バルチャイ,バルチャイ,Valchai,Vostourno,Skallyk,Vullaby,Vullaby,Vullaby,벌차이,Beolchai,禿鷹丫頭,秃鹰丫头,Tūyīngyātou
630,Mandibuzz,バルジーナ,バルジーナ,Vulgina,Vaututrice,Grypheldis,Mandibuzz,Mandibuzz,Mandibuzz,버랜지나,Beoraenjina,禿鷹娜,秃鹰娜,Tūyīngnà
631,Heatmor,クイタラン,クイタラン,Kuitaran,Aflamanoir,Furnifraß,Heatmor,Heatmor,Heatmor,앤티골,Aentigol,熔蟻獸,熔蚁兽,Róngyǐshòu
632,Durant,アイアント,アイアント,Aiant,Fermite,Fermicula,Durant,Durant,Durant,아이앤트,Aiaenteu,鐵蟻,铁蚁,Tiěyǐ
633,Deino,モノズ,モノズ,Monozu,Solochi,Kapuno,Deino,Deino,Deino,모노두,Monodu,單首龍,单首龙,Dānshǒulóng
634,Zweilous,ジヘッド,ジヘッド,Dihead,Diamat,Duodino,Zweilous,Zweilous,Zweilous,디헤드,Dihedeu,雙首暴龍,双首暴龙,Shuāngshǒubàolóng
635,Hydreigon,サザンドラ,サザンドラ,Sazandora,Trioxhydre,Trikephalo,Hydreigon,Hydreigon,Hydreigon,삼삼드래,Samsamdeurae,三首惡龍,三首恶龙,Sānshǒu'èlóng
636,Larvesta,メラルバ,メラルバ,Merlarva,Pyronille,Ignivor,Larvesta,Larvesta,Larvesta,활화르바,Hwalhwareuba,燃燒蟲,燃烧虫,Ránshāochóng
637,Volcarona,ウルガモス,ウルガモス,Ulgamoth,Pyrax,Ramoth,Volcarona,Volcarona,Volcarona,불카모스,Bulkamoseu,火神蛾,火神蛾,Huǒshén'é
638,Cobalion,コバルオン,コバルオン,Cobalon,Cobaltium,Kobalium,Cobalion,Cobalion,Cobalion,코바르온,Kobareuon,勾帕路翁,勾帕路翁,Gōupàlùwēng
639,Terrakion,テラキオン,テラキオン,Terrakion,Terrakium,Terrakium,Terrakion,Terrakion,Terrakion,테라키온,Terakion,代拉基翁,代拉基翁,Dàilājīwēng
640,Virizion,ビリジオン,ビリジオン,Virizion,Viridium,Viridium,Virizion,Virizion,Virizion,비리디온,Biridion,畢力吉翁,毕力吉翁,Bìlìjíwēng
641,Tornadus,トルネロス,トルネロス,Tornelos,Boréas,Boreos,Tornadus,Tornadus,Tornadus,토네로스,Toneroseu,龍捲雲,龙卷云,Lóngjuǎnyún
642,Thundurus,ボルトロス,ボルトロス,Voltolos,Fulguris,Voltolos,Thundurus,Thundurus,Thundurus,볼트로스,Bolteuroseu,雷電雲,雷电云,Léidiànyún
643,Reshiram,レシラム,レシラム,Reshiram,Reshiram,Reshiram,Reshiram,Reshiram,Reshiram,레시라무,Resiramu,萊希拉姆,莱希拉姆,Láixīlāmǔ
644,Zekrom,ゼクロム,ゼクロム,Zekrom,Zekrom,Zekrom,Zekrom,Zekrom,Zekrom,제크로무,Jekeuromu,捷克羅姆,捷克罗姆,Jiékèluómǔ
645,Landorus,ランドロス,ランドロス,Landlos,Démétéros,Demeteros,Landorus,Landorus,Landorus,랜드로스,Raendeuroseu,土地雲,土地云,Tǔdìyún
646,Kyurem,キュレム,キュレム,Kyurem,Kyurem,Kyurem,Kyurem,Kyurem,Kyurem,큐레무,Kyuremu,酋雷姆,酋雷姆,Qiúléimǔ
647,Keldeo,ケルディオ,ケルディオ,Keldeo,Keldeo,Keldeo,Keldeo,Keldeo,Keldeo,케르디오,Kereudio,凱路迪歐,凯路迪欧,Kǎilùdí'ōu
648,Meloetta,メロエッタ,メロエッタ,Meloetta,Meloetta,Meloetta,Meloetta,Meloetta,Meloetta,메로엣타,Meroetta,美洛耶塔,美洛耶塔,Měiluòyétǎ
649,Genesect,ゲノセクト,ゲノセクト,Genesect,Genesect,Genesect,Genesect,Genesect,Genesect,게노세크트,Genosekeuteu,蓋諾賽克特,盖诺赛克特,Gàinuòsàikètè
650,Chespin,ハリマロン,ハリマロン,Harimaron,Marisson,Igamaro,Chespin,Chespin,Chespin,도치마론,Dochimaron,哈力栗,哈力栗,Hālìlì
651,Quilladin,ハリボーグ,ハリボーグ,Hariborg,Boguérisse,Igastarnish,Quilladin,Quilladin,Quilladin,도치보구,Dochibogu,胖胖哈力,胖胖哈力,Pàngpànghālì
652,Chesnaught,ブリガロン,ブリガロン,Brigarron,Blindépique,Brigaron,Chesnaught,Chesnaught,Chesnaught,브리가론,Beurigaron,布里卡隆,布里卡隆,Bùlǐkǎlóng
653,Fennekin,フォッコ,フォッコ,Fokko,Feunnec,Fynx,Fennekin,Fennekin,Fennekin,푸호꼬,Puhokko,火狐狸,火狐狸,Huǒhúlí
654,Braixen,テールナー,テールナー,Tairenar,Roussil,Rutena,Braixen,Braixen,Braixen,테르나,Tereuna,長尾火狐,长尾火狐,Chángwěihuǒhú
655,Delphox,マフォクシー,マフォクシー,Mahoxy,Goupelin,Fennexis,Delphox,Delphox,Delphox,마폭시,Mapoksi,妖火紅狐,妖火红狐,Yāohuǒhónghú
656,Froakie,ケロマツ,ケロマツ,Keromatsu,Grenousse,Froxy,Froakie,Froakie,Froakie,개구마르,Gaegumareu,呱呱泡蛙,呱呱泡蛙,Guāguāpàowā
657,Frogadier,ゲコガシラ,ゲコガシラ,Gekogashira,Croâporal,Amphizel,Frogadier,Frogadier,Frogadier,개굴반장,Gaegulbanjang,呱頭蛙,呱头蛙,Guātóuwā
658,Greninja,ゲッコウガ,ゲッコウガ,Gekkouga,Amphinobi,Quajutsu,Greninja,Greninja,Greninja,개굴닌자,Gaegullinja,甲賀忍蛙,甲贺忍蛙,Jiǎhèrěnwā
659,Bunnelby,ホルビー,ホルビー,Horubee,Sapereau,Scoppel,Bunnelby,Bunnelby,Bunnelby,파르빗,Pareubit,掘掘兔,掘掘兔,Juéjuétù
660,Diggersby,ホルード,ホルード,Horudo,Excavarenne,Grebbit,Diggersby,Diggersby,Diggersby,파르토,Pareuto,掘地兔,掘地兔,Juédìtù
661,Fletchling,ヤヤコマ,ヤヤコマ,Yayakoma,Passerouge,Dartiri,Fletchling,Fletchling,Fletchling,화살꼬빈,Hwasalkkobin,小箭雀,小箭雀,Xiǎojiànquè
662,Fletchinder,ヒノヤコマ,ヒノヤコマ,Hinoyakoma,Braisillon,Dartignis,Fletchinder,Fletchinder,Fletchinder,불화살빈,Bulhwasalbin,火箭雀,火箭雀,Huǒjiànquè
663,Talonflame,ファイアロー,ファイアロー,Fiarrow,Flambusard,Fiaro,Talonflame,Talonflame,Talonflame,파이어로,Paieoro,烈箭鷹,烈箭鹰,Lièjiànyīng
664,Scatterbug,コフキムシ,コフキムシ,Kofukimushi,Lépidonille,Purmel,Scatterbug,Scatterbug,Scatterbug,분이벌레,Bunibeolle,粉蝶蟲,粉蝶虫,Fěndiéchóng
665,Spewpa,コフーライ,コフーライ,Kofuurai,Pérégrain,Puponcho,Spewpa,Spewpa,Spewpa,분떠도리,Buntteodori,粉蝶蛹,粉蝶蛹,Fěndiéyǒng
666,Vivillon,ビビヨン,ビビヨン,Viviyon,Prismillon,Vivillon,Vivillon,Vivillon,Vivillon,비비용,Bibiyong,彩粉蝶,彩粉蝶,Cǎifěndié
667,Litleo,シシコ,シシコ,Shishiko,Hélionceau,Leufeo,Litleo,Litleo,Litleo,레오꼬,Reokko,小獅獅,小狮狮,Xiǎoshīshī
668,Pyroar,カエンジシ,カエンジシ,Kaenjishi,Némélios,Pyroleo,Pyroar,Pyroar,Pyroar,화염레오,Hwayeomneo,火炎獅,火炎狮,Huǒyánshī
669,Flabébé,フラベベ,フラベベ,Flabebe,Flabébé,Flabébé,Flabébé,Flabébé,Flabébé,플라베베,Peullabebe,花蓓蓓,花蓓蓓,Huābèibèi
670,Floette,フラエッテ,フラエッテ,Floette,Floette,Floette,Floette,Floette,Floette,플라엣테,Peullaette,花葉蒂,花叶蒂,Huāyèdì
671,Florges,フラージェス,フラージェス,Florges,Florges,Florges,Florges,Florges,Florges,플라제스,Peullajeseu,花潔夫人,花洁夫人,Huājiéfūrén
672,Skiddo,メェークル,メェークル,Meecle,Cabriolaine,Mähikel,Skiddo,Skiddo,Skiddo,메이클,Meikeul,坐騎小羊,坐骑小羊,Zuòqíxiǎoyáng
673,Gogoat,ゴーゴート,ゴーゴート,Gogoat,Chevroum,Chevrumm,Gogoat,Gogoat,Gogoat,고고트,Gogoteu,坐騎山羊,坐骑山羊,Zuòqíshānyáng
674,Pancham,ヤンチャム,ヤンチャム,Yancham,Pandespiègle,Pam-Pam,Pancham,Pancham,Pancham,판짱,Panjjang,頑皮熊貓,顽皮熊猫,Wánpíxióngmāo
675,Pangoro,ゴロンダ,ゴロンダ,Goronda,Pandarbare,Pandagro,Pangoro,Pangoro,Pangoro,부란다,Buranda,流氓熊貓,霸道熊猫,Liúmángxióngmāo
676,Furfrou,トリミアン,トリミアン,Trimmien,Couafarel,Coiffwaff,Furfrou,Furfrou,Furfrou,트리미앙,Teurimiang,多麗米亞,多丽米亚,Duōlìmǐyǎ
677,Espurr,ニャスパー,ニャスパー,Nyasper,Psystigri,Psiau,Espurr,Espurr,Espurr,냐스퍼,Nyaseupeo,妙喵,妙喵,Miàomiāo
678,Meowstic,ニャオニクス,ニャオニクス,Nyaonix,Mistigrix,Psiaugon,Meowstic,Meowstic,Meowstic,냐오닉스,Nyaonikseu,超能妙喵,超能妙喵,Chāonéngmiàomiāo
679,Honedge,ヒトツキ,ヒトツキ,Hitotsuki,Monorpale,Gramokles,Honedge,Honedge,Honedge,단칼빙,Dankalbing,獨劍鞘,独剑鞘,Dújiànqiào
680,Doublade,ニダンギル,ニダンギル,Nidangill,Dimoclès,Duokles,Doublade,Doublade,Doublade,쌍검킬,Ssanggeomkil,雙劍鞘,双剑鞘,Shuāngjiànqiào
681,Aegislash,ギルガルド,ギルガルド,Gillgard,Exagide,Durengard,Aegislash,Aegislash,Aegislash,킬가르도,Kilgareudo,堅盾劍怪,坚盾剑怪,Jiāndùnjiànguài
682,Spritzee,シュシュプ,シュシュプ,Shushupu,Fluvetin,Parfi,Spritzee,Spritzee,Spritzee,슈쁘,Syuppeu,粉香香,粉香香,Fěnxiāngxiāng
683,Aromatisse,フレフワン,フレフワン,Frefuwan,Cocotine,Parfinesse,Aromatisse,Aromatisse,Aromatisse,프레프티르,Peurepeutireu,芳香精,芳香精,Fāngxiāngjīng
684,Swirlix,ペロッパフ,ペロッパフ,Peroppafu,Sucroquin,Flauschling,Swirlix,Swirlix,Swirlix,나룸퍼프,Narumpeopeu,綿綿泡芙,绵绵泡芙,Miánmiánpàofú
685,Slurpuff,ペロリーム,ペロリーム,Peroream,Cupcanaille,Sabbaione,Slurpuff,Slurpuff,Slurpuff,나루림,Narurim,胖甜妮,胖甜妮,Pàngtiánní
686,Inkay,マーイーカ,マーイーカ,Maaiika,Sepiatop,Iscalar,Inkay,Inkay,Inkay,오케이징,Okeijing,好啦魷,好啦鱿,Hǎolayóu
687,Malamar,カラマネロ,カラマネロ,Calamanero,Sepiatroce,Calamanero,Malamar,Malamar,Malamar,칼라마네로,Kallamanero,烏賊王,乌贼王,Wūzéiwáng
688,Binacle,カメテテ,カメテテ,Kametete,Opermine,Bithora,Binacle,Binacle,Binacle,거북손손,Geobuksonson,龜腳腳,龟脚脚,Guījiǎojiǎo
689,Barbaracle,ガメノデス,ガメノデス,Gamenodes,Golgopathe,Thanathora,Barbaracle,Barbaracle,Barbaracle,거북손데스,Geobuksondeseu,龜足巨鎧,龟足巨铠,Guīzújùkǎi
690,Skrelp,クズモー,クズモー,Kuzumo,Venalgue,Algitt,Skrelp,Skrelp,Skrelp,수레기,Suregi,垃垃藻,垃垃藻,Lèlèzǎo
691,Dragalge,ドラミドロ,ドラミドロ,Dramidoro,Kravarech,Tandrak,Dragalge,Dragalge,Dragalge,드래캄,Deuraekam,毒藻龍,毒藻龙,Dúzǎolóng
692,Clauncher,ウデッポウ,ウデッポウ,Udeppou,Flingouste,Scampisto,Clauncher,Clauncher,Clauncher,완철포,Wancheolpo,鐵臂槍蝦,铁臂枪虾,Tiěbìqiāngxiā
693,Clawitzer,ブロスター,ブロスター,Bloster,Gamblast,Wummer,Clawitzer,Clawitzer,Clawitzer,블로스터,Beulloseuteo,鋼炮臂蝦,钢炮臂虾,Gāngpàobìxiā
694,Helioptile,エリキテル,エリキテル,Erikiteru,Galvaran,Eguana,Helioptile,Helioptile,Helioptile,목도리키텔,Mokdorikitel,傘電蜥,伞电蜥,Sǎndiànxī
695,Heliolisk,エレザード,エレザード,Elezard,Iguolta,Elezard,Heliolisk,Heliolisk,Heliolisk,일레도리자드,Illedorijadeu,光電傘蜥,光电伞蜥,Guāngdiànsǎnxī
696,Tyrunt,チゴラス,チゴラス,Chigoras,Ptyranidur,Balgoras,Tyrunt,Tyrunt,Tyrunt,티고라스,Tigoraseu,寶寶暴龍,宝宝暴龙,Bǎobaobàolóng
697,Tyrantrum,ガチゴラス,ガチゴラス,Gachigoras,Rexillius,Monargoras,Tyrantrum,Tyrantrum,Tyrantrum,견고라스,Gyeongoraseu,怪顎龍,怪颚龙,Guài'èlóng
698,Amaura,アマルス,アマルス,Amarus,Amagara,Amarino,Amaura,Amaura,Amaura,아마루스,Amaruseu,冰雪龍,冰雪龙,Bīngxuělóng
699,Aurorus,アマルルガ,アマルルガ,Amaruruga,Dragmara,Amagarga,Aurorus,Aurorus,Aurorus,아마루르가,Amarureuga,冰雪巨龍,冰雪巨龙,Bīngxuějùlóng
700,Sylveon,ニンフィア,ニンフィア,Nymphia,Nymphali,Feelinara,Sylveon,Sylveon,Sylveon,님피아,Nimpia,仙子伊布,仙子伊布,Xiānzǐyībù
701,Hawlucha,ルチャブル,ルチャブル,Luchabull,Brutalibré,Resladero,Hawlucha,Hawlucha,Hawlucha,루차불,Ruchabul,摔角鷹人,摔角鹰人,Shuāijiǎoyīngrén
702,Dedenne,デデンネ,デデンネ,Dedenne,Dedenne,Dedenne,Dedenne,Dedenne,Dedenne,데덴네,Dedenne,咚咚鼠,咚咚鼠,Dōngdōngshǔ
703,Carbink,メレシー,メレシー,Melecie,Strassie,Rocara,Carbink,Carbink,Carbink,멜리시,Mellisi,小碎鑽,小碎钻,Xiǎosuìzuàn
704,Goomy,ヌメラ,ヌメラ,Numera,Mucuscule,Viscora,Goomy,Goomy,Goomy,미끄메라,Mikkeumera,黏黏寶,黏黏宝,Niánniánbǎo
705,Sliggoo,ヌメイル,ヌメイル,Numeil,Colimucus,Viscargot,Sliggoo,Sliggoo,Sliggoo,미끄네일,Mikkeuneil,黏美兒,黏美儿,Niánměi'er
706,Goodra,ヌメルゴン,ヌメルゴン,Numelgon,Muplodocus,Viscogon,Goodra,Goodra,Goodra,미끄래곤,Mikkeuraegon,黏美龍,黏美龙,Niánměilóng
707,Klefki,クレッフィ,クレッフィ,Cleffy,Trousselin,Clavion,Klefki,Klefki,Klefki,클레피,Keullepi,鑰圈兒,钥圈儿,Yàoquān'ér
708,Phantump,ボクレー,ボクレー,Bokurei,Brocélôme,Paragoni,Phantump,Phantump,Phantump,나목령,Namongnyeong,小木靈,小木灵,Xiǎomùlíng
709,Trevenant,オーロット,オーロット,Ohrot,Desséliande,Trombork,Trevenant,Trevenant,Trevenant,대로트,Daeroteu,朽木妖,朽木妖,Xiǔmùyāo
710,Pumpkaboo,バケッチャ,バケッチャ,Bakeccha,Pitrouille,Irrbis,Pumpkaboo,Pumpkaboo,Pumpkaboo,호바귀,Hobagwi,南瓜精,南瓜精,Nánguājīng
711,Gourgeist,パンプジン,パンプジン,Pumpjin,Banshitrouye,Pumpdjinn,Gourgeist,Gourgeist,Gourgeist,펌킨인,Peomkinin,南瓜怪人,南瓜怪人,Nánguāguàirén
712,Bergmite,カチコール,カチコール,Kachikohru,Grelaçon,Arktip,Bergmite,Bergmite,Bergmite,꽁어름,Kkongeoreum,冰寶,冰宝,Bīngbǎo
713,Avalugg,クレベース,クレベース,Crebase,Séracrawl,Arktilas,Avalugg,Avalugg,Avalugg,크레베이스,Keurebeisu,冰岩怪,冰岩怪,Bīngyánguài
714,Noibat,オンバット,オンバット,Onbat,Sonistrelle,eF-eM,Noibat,Noibat,Noibat,음뱃,Eumbaet,嗡蝠,嗡蝠,Wēngfú
715,Noivern,オンバーン,オンバーン,Onvern,Bruyverne,UHaFnir,Noivern,Noivern,Noivern,음번,Eumbeon,音波龍,音波龙,Yīnbōlóng
716,Xerneas,ゼルネアス,ゼルネアス,Xerneas,Xerneas,Xerneas,Xerneas,Xerneas,Xerneas,제르네아스,Jereuneaseu,哲爾尼亞斯,哲尔尼亚斯,Zhé'ěrníyǎsī
717,Yveltal,イベルタル,イベルタル,Yveltal,Yveltal,Yveltal,Yveltal,Yveltal,Yveltal,이벨타르,Ibeltareu,伊裴爾塔爾,伊裴尔塔尔,Yīpéi'ěrtǎ'ěr
718,Zygarde,ジガルデ,ジガルデ,Zygarde,Zygarde,Zygarde,Zygarde,Zygarde,Zygarde,지가르데,Jigareude,基格爾德,基格尔德,Jīgé'ěrdé
719,Diancie,ディアンシー,ディアンシー,Diancie,Diancie,Diancie,Diancie,Diancie,Diancie,디안시,Diansi,蒂安希,蒂安希,Dì'ānxī
720,Hoopa,フーパ,フーパ,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,후파,Hupa,胡帕,胡帕,Húpà
721,Volcanion,ボルケニオン,ボルケニオン,Volcanion,Volcanion,Volcanion,Volcanion,Volcanion,Volcanion,볼케니온,Bolkenion,波爾凱尼恩,波尔凯尼恩,Bō'ěrkǎiní'ēn
722,Rowlet,モクロー,モクロー,Mokuroh,Brindibou,Bauz,Rowlet,Rowlet,Rowlet,나몰빼미,Namolppaemi,木木梟,木木枭,Mùmùxiāo
723,Dartrix,フクスロー,フクスロー,Fukuthrow,Efflèche,Arboretoss,Dartrix,Dartrix,Dartrix,빼미스로우,Ppaemiseurou,投羽梟,投羽枭,Tóuyǔxiāo
724,Decidueye,ジュナイパー,ジュナイパー,Junaiper,Archéduc,Silvarro,Decidueye,Decidueye,Decidueye,모크나이퍼,Mokeunaipeo,狙射樹梟,狙射树枭,Jūshèshùxiāo
725,Litten,ニャビー,ニャビー,Nyabby,Flamiaou,Flamiau,Litten,Litten,Litten,냐오불,Nyaobul,火斑喵,火斑喵,Huǒbānmiāo
726,Torracat,ニャヒート,ニャヒート,Nyaheat,Matoufeu,Miezunder,Torracat,Torracat,Torracat,냐오히트,Nyaohiteu,炎熱喵,炎热喵,Yánrèmiāo
727,Incineroar,ガオガエン,ガオガエン,Gaogaen,Félinferno,Fuegro,Incineroar,Incineroar,Incineroar,어흥염,Eoheungyeom,熾焰咆哮虎,炽焰咆哮虎,Chìyànpáoxiāohǔ
728,Popplio,アシマリ,アシマリ,Ashimari,Otaquin,Robball,Popplio,Popplio,Popplio,누리공,Nurigong,球球海獅,球球海狮,Qiúqiúhǎishī
729,Brionne,オシャマリ,オシャマリ,Osyamari,Otarlette,Marikeck,Brionne,Brionne,Brionne,키요공,Kiyogong,花漾海獅,花漾海狮,Huāyànghǎishī
730,Primarina,アシレーヌ,アシレーヌ,Ashirene,Oratoria,Primarene,Primarina,Primarina,Primarina,누리레느,Nurireneu,西獅海壬,西狮海壬,Xīshīhǎirén
731,Pikipek,ツツケラ,ツツケラ,Tsutsukera,Picassaut,Peppeck,Pikipek,Pikipek,Pikipek,콕코구리,Kokkoguri,小篤兒,小笃儿,Xiǎodǔ'ér
732,Trumbeak,ケララッパ,ケララッパ,Kerarappa,Piclairon,Trompeck,Trumbeak,Trumbeak,Trumbeak,크라파,Keurapa,喇叭啄鳥,喇叭啄鸟,Lǎbāzhuóniǎo
733,Toucannon,ドデカバシ,ドデカバシ,Dodekabashi,Bazoucan,Tukanon,Toucannon,Toucannon,Toucannon,왕큰부리,Wangkeunburi,銃嘴大鳥,铳嘴大鸟,Chòngzuǐdàniǎo
734,Yungoos,ヤングース,ヤングース,Youngoose,Manglouton,Mangunior,Yungoos,Yungoos,Yungoos,영구스,Yeongguseu,貓鼬少,猫鼬少,Māoyòushào
735,Gumshoos,デカグース,デカグース,Dekagoose,Argouste,Manguspektor,Gumshoos,Gumshoos,Gumshoos,형사구스,Hyeongsaguseu,貓鼬探長,猫鼬探长,Māoyòutànzhǎng
736,Grubbin,アゴジムシ,アゴジムシ,Agojimushi,Larvibule,Mabula,Grubbin,Grubbin,Grubbin,턱지충이,Teokjichungi,強顎雞母蟲,强颚鸡母虫,Qiáng'èjīmǔchóng
737,Charjabug,デンヂムシ,デンヂムシ,Dendimushi,Chrysapile,Akkup,Charjabug,Charjabug,Charjabug,전지충이,Jeonjichungi,蟲電寶,虫电宝,Chóngdiànbǎo
738,Vikavolt,クワガノン,クワガノン,Kuwagannon,Lucanon,Donarion,Vikavolt,Vikavolt,Vikavolt,투구뿌논,Tuguppunon,鍬農炮蟲,锹农炮虫,Qiāonóngpàochóng
739,Crabrawler,マケンカニ,マケンカニ,Makenkani,Crabagarre,Krabbox,Crabrawler,Crabrawler,Crabrawler,오기지게,Ogijige,好勝蟹,好胜蟹,Hàoshèngxiè
740,Crabominable,ケケンカニ,ケケンカニ,Kekenkani,Crabominable,Krawell,Crabominable,Crabominable,Crabominable,모단단게,Modandange,好勝毛蟹,好胜毛蟹,Hàoshèngmáoxiè
741,Oricorio,オドリドリ,オドリドリ,Odoridori,Plumeline,Choreogel,Oricorio,Oricorio,Oricorio,춤추새,Chumchusae,花舞鳥,花舞鸟,Huāwǔniǎo
742,Cutiefly,アブリー,アブリー,Abuly,Bombydou,Wommel,Cutiefly,Cutiefly,Cutiefly,에블리,Ebeulli,萌虻,萌虻,Méngméng
743,Ribombee,アブリボン,アブリボン,Aburibbon,Rubombelle,Bandelby,Ribombee,Ribombee,Ribombee,에리본,Eribon,蝶結萌虻,蝶结萌虻,Diéjiéméngméng
744,Rockruff,イワンコ,イワンコ,Iwanko,Rocabot,Wuffels,Rockruff,Rockruff,Rockruff,암멍이,Ammeongi,岩狗狗,岩狗狗,Yángǒugǒu
745,Lycanroc,ルガルガン,ルガルガン,Lugarugan,Lougaroc,Wolwerock,Lycanroc,Lycanroc,Lycanroc,루가루암,Rugaruam,鬃岩狼人,鬃岩狼人,Zōngyánlángrén
746,Wishiwashi,ヨワシ,ヨワシ,Yowashi,Froussardine,Lusardin,Wishiwashi,Wishiwashi,Wishiwashi,약어리,Yageori,弱丁魚,弱丁鱼,Ruòdīngyú
747,Mareanie,ヒドイデ,ヒドイデ,Hidoide,Vorastérie,Garstella,Mareanie,Mareanie,Mareanie,시마사리,Simasari,好壞星,好坏星,Hǎohuàixīng
748,Toxapex,ドヒドイデ,ドヒドイデ,Dohidoide,Prédastérie,Aggrostella,Toxapex,Toxapex,Toxapex,더시마사리,Deosimasari,超壞星,超坏星,Chāohuàixīng
749,Mudbray,ドロバンコ,ドロバンコ,Dorobanko,Tiboudet,Pampuli,Mudbray,Mudbray,Mudbray,머드나기,Meodeunagi,泥驢仔,泥驴仔,Nílǘzǎi
750,Mudsdale,バンバドロ,バンバドロ,Banbadoro,Bourrinos,Pampross,Mudsdale,Mudsdale,Mudsdale,만마드,Manmadeu,重泥挽馬,重泥挽马,Zhòngníwǎnmǎ
751,Dewpider,シズクモ,シズクモ,Shizukumo,Araqua,Araqua,Dewpider,Dewpider,Dewpider,물거미,Mulgeomi,滴蛛,滴蛛,Dīzhū
752,Araquanid,オニシズクモ,オニシズクモ,Onishizukumo,Tarenbulle,Aranestro,Araquanid,Araquanid,Araquanid,깨비물거미,Kkaebimulgeomi,滴蛛霸,滴蛛霸,Dīzhūbà
753,Fomantis,カリキリ,カリキリ,Karikiri,Mimantis,Imantis,Fomantis,Fomantis,Fomantis,짜랑랑,Jjarangnang,偽螳草,伪螳草,Wěitángcǎo
754,Lurantis,ラランテス,ラランテス,Lalantes,Floramantis,Mantidea,Lurantis,Lurantis,Lurantis,라란티스,Rarantiseu,蘭螳花,兰螳花,Lántánghuā
755,Morelull,ネマシュ,ネマシュ,Nemasyu,Spododo,Bubungus,Morelull,Morelull,Morelull,자마슈,Jamasyu,睡睡菇,睡睡菇,Shuìshuìgū
