id,location,area,game_index,name_en,name_fr,name_de
1453,giants-cap,max-den-a,0,Giant's Cap (Max Den A),Coiffe du Géant (Antre E),
1454,giants-cap,max-den-b,0,Giant's Cap (Max Den B),Coiffe du Géant (Antre D),
1455,giants-cap,max-den-c,0,Giant's Cap (Max Den C),Coiffe du Géant (Antre C),
1456,giants-cap,max-den-d,0,Giant's Cap (Max Den D),Coiffe du Géant (Antre B),
1457,giants-cap,max-den-e,0,Giant's Cap (Max Den E),Coiffe du Géant (Antre A),
1458,dusty-bowl,max-den-a,0,Dusty Bowl (Max Den A),Fosse des Sables (Antre I),
1459,dusty-bowl,max-den-b,0,Dusty Bowl (Max Den B),Fosse des Sables (Antre H),
1460,dusty-bowl,max-den-c,0,Dusty Bowl (Max Den C),Fosse des Sables (Antre G),
1461,dusty-bowl,max-den-d,0,Dusty Bowl (Max Den D),Fosse des Sables (Antre D),
1462,dusty-bowl,max-den-e,0,Dusty Bowl (Max Den E),Fosse des Sables (Antre B),
1463,dusty-bowl,max-den-f,0,Dusty Bowl (Max Den F),Fosse des Sables (Antre E),
1464,dusty-bowl,max-den-g,0,Dusty Bowl (Max Den G),Fosse des Sables (Antre F),
1465,dusty-bowl,max-den-h,0,Dusty Bowl (Max Den H),Fosse des Sables (Antre C),
1466,dusty-bowl,max-den-i,0,Dusty Bowl (Max Den I),Fosse des Sables (Antre A),
1467,giants-mirror,max-den-a,0,Giant's Mirror (Max Den A),Miroir du Géant (Antre E),
1468,giants-mirror,max-den-b,0,Giant's Mirror (Max Den B),Miroir du Géant (Antre D),
1469,giants-mirror,max-den-c,0,Giant's Mirror (Max Den C),Miroir du Géant (Antre C),
1470,giants-mirror,max-den-d,0,Giant's Mirror (Max Den D),Miroir du Géant (Antre B),
1471,giants-mirror,max-den-e,0,Giant's Mirror (Max Den E),Miroir du Géant (Antre A),
1472,lake-of-outrage,max-den-a,0,Lake of Outrage (Max Den A),Lac Ouragan (Antre D),
1473,lake-of-outrage,max-den-b,0,Lake of Outrage (Max Den B),Lac Ouragan (Antre A),
1474,lake-of-outrage,max-den-c,0,Lake of Outrage (Max Den C),Lac Ouragan (Antre C),
1475,lake-of-outrage,max-den-d,0,Lake of Outrage (Max Den D),Lac Ouragan (Antre B),
1476,hammerlocke-hills,max-den-a,0,Hammerlocke Hills (Max Den A),Plateau de Kickenham (Antre F),
1477,hammerlocke-hills,max-den-b,0,Hammerlocke Hills (Max Den B),Plateau de Kickenham (Antre A),
1478,hammerlocke-hills,max-den-c,0,Hammerlocke Hills (Max Den C),Plateau de Kickenham (Antre E),
1479,hammerlocke-hills,max-den-d,0,Hammerlocke Hills (Max Den D),Plateau de Kickenham (Antre G),
1480,hammerlocke-hills,max-den-e,0,Hammerlocke Hills (Max Den E),Plateau de Kickenham (Antre D),
1481,hammerlocke-hills,max-den-f,0,Hammerlocke Hills (Max Den F),Plateau de Kickenham (Antre B),
1482,hammerlocke-hills,max-den-g,0,Hammerlocke Hills (Max Den G),Plateau de Kickenham (Antre C),
1483,kalos-berry-fields,,0,,,
1484,fields-of-honor,max-den-a,0,Fields of Honor (Max Den A),Plaine Salutation (Antre I),
1485,fields-of-honor,max-den-b,0,Fields of Honor (Max Den B),Plaine Salutation (Antre J),
1486,fields-of-honor,max-den-c,0,Fields of Honor (Max Den C),Plaine Salutation (Antre F),
1487,fields-of-honor,max-den-d,0,Fields of Honor (Max Den D),Plaine Salutation (Antre H),
1488,fields-of-honor,max-den-e,0,Fields of Honor (Max Den E),Plaine Salutation (Antre G),
1489,fields-of-honor,max-den-f,0,Fields of Honor (Max Den F),Plaine Salutation (Antre D),
1490,fields-of-honor,max-den-g,0,Fields of Honor (Max Den G),Plaine Salutation (Antre C),
1491,fields-of-honor,max-den-h,0,Fields of Honor (Max Den H),Plaine Salutation (Antre B),
1492,fields-of-honor,max-den-i,0,Fields of Honor (Max Den I),Plaine Salutation (Antre I),
1493,fields-of-honor,max-den-j,0,Fields of Honor (Max Den J),Plaine Salutation (Antre E),
1494,soothing-wetlands,max-den-a,0,Soothing Wetlands (Max Den A),Lande Boldair (Antre G),
1495,soothing-wetlands,max-den-b,0,Soothing Wetlands (Max Den B),,
1496,soothing-wetlands,max-den-c,0,Soothing Wetlands (Max Den C),Lande Boldair (Antre C),
1497,soothing-wetlands,max-den-d,0,Soothing Wetlands (Max Den D),Lande Boldair (Antre H),
1498,soothing-wetlands,max-den-e,0,Soothing Wetlands (Max Den E),Lande Boldair (Antre B),
1499,soothing-wetlands,max-den-f,0,Soothing Wetlands (Max Den F),Lande Boldair (Antre A),
1500,soothing-wetlands,max-den-g,0,Soothing Wetlands (Max Den G),Lande Boldair (Antre I),
1501,soothing-wetlands,max-den-h,0,Soothing Wetlands (Max Den H),Lande Boldair (Antre F),
1502,soothing-wetlands,max-den-i,0,Soothing Wetlands (Max Den I),Lande Boldair (Antre D),
1503,forest-of-focus,max-den-a,0,Forest of Focus (Max Den A),Forêt Flexion (Antre F),
1504,forest-of-focus,max-den-b,0,Forest of Focus (Max Den B),Forêt Flexion (Antre C),
1505,forest-of-focus,max-den-c,0,Forest of Focus (Max Den C),Forêt Flexion (Antre A),
1506,forest-of-focus,max-den-d,0,Forest of Focus (Max Den D),Forêt Flexion (Antre B),
1507,forest-of-focus,max-den-e,0,Forest of Focus (Max Den E),Forêt Flexion (Antre D),
1508,forest-of-focus,max-den-f,0,Forest of Focus (Max Den F),Forêt Flexion (Antre E),
1509,challenge-beach,max-den-a,0,Challenge Beach (Max Den A),Plage de l'Épreuve (Antre C),
1510,challenge-beach,max-den-b,0,Challenge Beach (Max Den B),Plage de l'Épreuve (Antre A),
1511,challenge-beach,max-den-c,0,Challenge Beach (Max Den C),Plage de l'Épreuve (Antre D),
1512,challenge-beach,max-den-d,0,Challenge Beach (Max Den D),Plage de l'Épreuve (Antre E),
1513,challenge-beach,max-den-e,0,Challenge Beach (Max Den E),Plage de l'Épreuve (Antre F),
1514,challenge-beach,max-den-f,0,Challenge Beach (Max Den F),Plage de l'Épreuve (Antre G),
1515,challenge-beach,max-den-g,0,Challenge Beach (Max Den G),Plage de l'Épreuve (Antre B),
1516,challenge-beach,max-den-h,0,Challenge Beach (Max Den H),Plage de l'Épreuve (Antre H),
1517,brawlers-cave,max-den-a,0,Brawlers' Cave (Max Den A),Grotte du Pugilat (Antre A),
1518,challenge-road,max-den-a,0,Challenge Road (Max Den A),Route de l'Épreuve (Antre D),
1519,challenge-road,max-den-b,0,Challenge Road (Max Den B),Route de l'Épreuve (Antre B),
1520,challenge-road,max-den-c,0,Challenge Road (Max Den C),Route de l'Épreuve (Antre C),
1521,challenge-road,max-den-d,0,Challenge Road (Max Den D),,
1522,courageous-cavern,max-den-a,0,Courageous Cavern (Max Den A),Caverne Pugnacité (Antre D),
1523,courageous-cavern,max-den-b,0,Courageous Cavern (Max Den B),Caverne Pugnacité (Antre B),
1524,courageous-cavern,max-den-c,0,Courageous Cavern (Max Den C),Caverne Pugnacité (Antre A),
1525,courageous-cavern,max-den-d,0,Courageous Cavern (Max Den D),Caverne Pugnacité (Antre C),
1526,courageous-cavern,max-den-e,0,Courageous Cavern (Max Den E),Caverne Pugnacité (Antre E),
1527,courageous-cavern,max-den-f,0,Courageous Cavern (Max Den F),Caverne Pugnacité (Antre F),
1528,loop-lagoon,max-den-a,0,Loop Lagoon (Max Den A),Lagune Circulaire (Antre D),
1529,loop-lagoon,max-den-b,0,Loop Lagoon (Max Den B),Lagune Circulaire (Antre B),
1530,loop-lagoon,max-den-c,0,Loop Lagoon (Max Den C),Lagune Circulaire (Antre C),
1531,loop-lagoon,max-den-d,0,Loop Lagoon (Max Den D),Lagune Circulaire (Antre A),
1532,training-lowlands,max-den-a,0,Training Lowlands (Max Den A),,
1533,training-lowlands,max-den-b,0,Training Lowlands (Max Den B),,
1534,training-lowlands,max-den-c,0,Training Lowlands (Max Den C),,
1535,training-lowlands,max-den-d,0,Training Lowlands (Max Den D),,
1536,training-lowlands,max-den-e,0,Training Lowlands (Max Den E),,
1537,training-lowlands,max-den-f,0,Training Lowlands (Max Den F),,
1538,training-lowlands,max-den-g,0,Training Lowlands (Max Den G),,
1539,potbottom-desert,max-den-a,0,Potbottom Desert (Max Den A),,
1540,potbottom-desert,max-den-b,0,Potbottom Desert (Max Den B),,
1541,potbottom-desert,max-den-c,0,Potbottom Desert (Max Den C),,
1542,workout-sea,max-den-a,0,Workout Sea (Max Den A),,
1543,workout-sea,max-den-b,0,Workout Sea (Max Den B),,
1544,workout-sea,max-den-c,0,Workout Sea (Max Den C),,
1545,workout-sea,max-den-d,0,Workout Sea (Max Den D),,
1546,workout-sea,max-den-e,0,Workout Sea (Max Den E),,
1547,workout-sea,max-den-f,0,Workout Sea (Max Den F),,
1548,workout-sea,max-den-g,0,Workout Sea (Max Den G),,
1549,stepping-stone-sea,max-den-a,0,Stepping-Stone Sea (Max Den A),,
1550,stepping-stone-sea,max-den-b,0,Stepping-Stone Sea (Max Den B),,
1551,stepping-stone-sea,max-den-c,0,Stepping-Stone Sea (Max Den C),,
1552,stepping-stone-sea,max-den-d,0,Stepping-Stone Sea (Max Den D),,
1553,stepping-stone-sea,max-den-e,0,Stepping-Stone Sea (Max Den E),,
1554,stepping-stone-sea,max-den-f,0,Stepping-Stone Sea (Max Den F),,
1555,stepping-stone-sea,max-den-g,0,Stepping-Stone Sea (Max Den G),,
1556,stepping-stone-sea,max-den-h,0,Stepping-Stone Sea (Max Den H),,
1557,stepping-stone-sea,max-den-i,0,Stepping-Stone Sea (Max Den I),,
1558,insular-sea,max-den-a,0,Insular Sea (Max Den A),,
1559,insular-sea,max-den-b,0,Insular Sea (Max Den B),,
1560,insular-sea,max-den-c,0,Insular Sea (Max Den C),,
1561,insular-sea,max-den-d,0,Insular Sea (Max Den D),,
1562,insular-sea,max-den-e,0,Insular Sea (Max Den E),,
1563,honeycalm-sea,max-den-a,0,Honeycalm Sea (Max Den A),,
1564,honeycalm-sea,max-den-b,0,Honeycalm Sea (Max Den B),,
1565,honeycalm-sea,max-den-c,0,Honeycalm Sea (Max Den C),,
1566,honeycalm-sea,max-den-d,0,Honeycalm Sea (Max Den D),,
1567,honeycalm-sea,max-den-e,0,Honeycalm Sea (Max Den E),,
1568,honeycalm-island,max-den-a,0,Honeycalm Island (Max Den A),,
1569,honeycalm-island,max-den-b,0,Honeycalm Island (Max Den B),,
1570,honeycalm-island,max-den-c,0,Honeycalm Island (Max Den C),,
1571,honeycalm-island,max-den-d,0,Honeycalm Island (Max Den D),,
1572,honeycalm-island,max-den-e,0,Honeycalm Island (Max Den E),,
1573,honeycalm-island,max-den-f,0,Honeycalm Island (Max Den F),,
1574,slippery-slope,max-den-a,0,Slippery Slope (Max Den A),,
1575,slippery-slope,max-den-b,0,Slippery Slope (Max Den B),,
1576,slippery-slope,max-den-c,0,Slippery Slope (Max Den C),,
1577,slippery-slope,max-den-d,0,Slippery Slope (Max Den D),,
1578,slippery-slope,max-den-e,0,Slippery Slope (Max Den E),,
1579,slippery-slope,max-den-f,0,Slippery Slope (Max Den F),,
1580,frostpoint-field,max-den-a,0,Frostpoint Field (Max Den A),,
1581,frostpoint-field,max-den-b,0,Frostpoint Field (Max Den B),,
1582,frostpoint-field,max-den-c,0,Frostpoint Field (Max Den C),,
1583,frostpoint-field,max-den-d,0,Frostpoint Field (Max Den D),,
1584,frostpoint-field,max-den-e,0,Frostpoint Field (Max Den E),,
1585,old-cemetery,max-den-a,0,Old Cemetery (Max Den A),,
1586,old-cemetery,max-den-b,0,Old Cemetery (Max Den B),,
1587,snowslide-slope,max-den-a,0,Snowslide Slope (Max Den A),,
1588,snowslide-slope,max-den-b,0,Snowslide Slope (Max Den B),,
1589,snowslide-slope,max-den-c,0,Snowslide Slope (Max Den C),,
1590,snowslide-slope,max-den-d,0,Snowslide Slope (Max Den D),,
1591,snowslide-slope,max-den-e,0,Snowslide Slope (Max Den E),,
1592,snowslide-slope,max-den-f,0,Snowslide Slope (Max Den F),,
1593,snowslide-slope,max-den-g,0,Snowslide Slope (Max Den G),,
1594,snowslide-slope,max-den-h,0,Snowslide Slope (Max Den H),,
1595,snowslide-slope,max-den-i,0,Snowslide Slope (Max Den I),,
1596,path-to-the-peak,max-den-a,0,Path to the Peak (Max Den A),,
1597,path-to-the-peak,max-den-b,0,Path to the Peak (Max Den B),,
1598,path-to-the-peak,max-den-c,0,Path to the Peak (Max Den C),,
1599,crown-shrine,max-den-a,0,Crown Shrine (Max Den A),Temple Couronne (Antre A),
1600,three-point-pass,max-den-a,0,Three-Point Pass (Max Den A),,
1601,three-point-pass,max-den-b,0,Three-Point Pass (Max Den B),,
1602,dyna-tree-hill,max-den-a,0,Dyna Tree Hill (Max Den A),Butte du Dynarbre (Antre A),
1603,giants-bed,max-den-a,0,Giant's Bed (Max Den A),,
1604,giants-bed,max-den-b,0,Giant's Bed (Max Den B),,
1605,giants-bed,max-den-c,0,Giant's Bed (Max Den C),,
1606,giants-bed,max-den-d,0,Giant's Bed (Max Den D),,
1607,giants-bed,max-den-e,0,Giant's Bed (Max Den E),,
1608,giants-bed,max-den-f,0,Giant's Bed (Max Den F),,
1609,giants-bed,max-den-g,0,Giant's Bed (Max Den G),,
1610,giants-bed,max-den-h,0,Giant's Bed (Max Den H),,
1611,giants-bed,max-den-i,0,Giant's Bed (Max Den I),,
1612,giants-bed,max-den-j,0,Giant's Bed (Max Den J),,
1613,giants-bed,max-den-k,0,Giant's Bed (Max Den K),,
1614,giants-bed,max-den-l,0,Giant's Bed (Max Den L),,
1615,giants-bed,max-den-m,0,Giant's Bed (Max Den M),,
1616,giants-bed,max-den-n,0,Giant's Bed (Max Den N),,
1617,giants-bed,max-den-o,0,Giant's Bed (Max Den O),,
1618,giants-bed,max-den-p,0,Giant's Bed (Max Den P),,
1619,giants-bed,max-den-q,0,Giant's Bed (Max Den Q),,
1620,giants-bed,max-den-r,0,Giant's Bed (Max Den R),,
1621,giants-bed,max-den-s,0,Giant's Bed (Max Den S),,
1622,giants-bed,max-den-t,0,Giant's Bed (Max Den T),,
1623,giants-bed,max-den-u,0,Giant's Bed (Max Den U),,
1624,giants-foot,max-den-a,0,Giant's Foot (Max Den A),,
1625,giants-foot,max-den-b,0,Giant's Foot (Max Den B),,
1626,giants-foot,max-den-c,0,Giant's Foot (Max Den C),,
1627,giants-foot,max-den-d,0,Giant's Foot (Max Den D),,
1628,giants-foot,max-den-e,0,Giant's Foot (Max Den E),,
1629,frigid-sea,max-den-a,0,Frigid Sea (Max Den A),,
1630,frigid-sea,max-den-b,0,Frigid Sea (Max Den B),,
1631,frigid-sea,max-den-c,0,Frigid Sea (Max Den C),,
1632,frigid-sea,max-den-d,0,Frigid Sea (Max Den D),,
1633,frigid-sea,max-den-e,0,Frigid Sea (Max Den E),,
1634,frigid-sea,max-den-f,0,Frigid Sea (Max Den F),,
1635,frigid-sea,max-den-g,0,Frigid Sea (Max Den G),,
1636,frigid-sea,max-den-h,0,Frigid Sea (Max Den H),,
1637,frigid-sea,max-den-i,0,Frigid Sea (Max Den I),,
1638,frigid-sea,max-den-j,0,Frigid Sea (Max Den J),,
1639,frigid-sea,max-den-k,0,Frigid Sea (Max Den K),,
1640,frigid-sea,max-den-l,0,Frigid Sea (Max Den L),,
1641,frigid-sea,max-den-m,0,Frigid Sea (Max Den M),,
1642,frigid-sea,max-den-n,0,Frigid Sea (Max Den N),,
1643,ballimere-lake,max-den-a,0,Ballimere Lake (Max Den A),,
1644,ballimere-lake,max-den-b,0,Ballimere Lake (Max Den B),,
1645,ballimere-lake,max-den-c,0,Ballimere Lake (Max Den C),,
1646,ballimere-lake,max-den-d,0,Ballimere Lake (Max Den D),,
1647,ballimere-lake,max-den-e,0,Ballimere Lake (Max Den E),,
1648,ballimere-lake,max-den-f,0,Ballimere Lake (Max Den F),,
1649,ballimere-lake,max-den-g,0,Ballimere Lake (Max Den G),,
1650,ballimere-lake,max-den-h,0,Ballimere Lake (Max Den H),,
1651,ballimere-lake,max-den-i,0,Ballimere Lake (Max Den I),,
1652,ballimere-lake,max-den-j,0,Ballimere Lake (Max Den J),,
1653,ballimere-lake,max-den-k,0,Ballimere Lake (Max Den K),,
1654,ballimere-lake,max-den-l,0,Ballimere Lake (Max Den L),,
1655,ballimere-lake,max-den-m,0,Ballimere Lake (Max Den M),,
1656,ballimere-lake,max-den-n,0,Ballimere Lake (Max Den N),,
1657,ballimere-lake,max-den-o,0,Ballimere Lake (Max Den O),,
1658,ballimere-lake,max-den-p,0,Ballimere Lake (Max Den P),,
1659,ballimere-lake,max-den-q,0,Ballimere Lake (Max Den Q),,
1660,oreburgh-city,north-west-house,0,Oreburgh City (Northwest House),Charbourg (Maison au Nord-Ouest),
1661,eterna-city,eterna-condominiums,0,Eterna City Condominiums,Résidence de Vestigion,
1662,snowpoint-city,north-west-house,0,Snowpoint City (Northwest House),Frimapic (Maison au Nord-Ouest),
1663,sinnoh-sea-route-226,island-house,0,Route 226 (Island House),Route 226 (Maison sur l'Île),
1664,saffron-city,magnet-train-station,0,Saffron City Magnet Train Station,Gare de Safrania,
1665,olivine-city,gym,0,Olivine City Gym,Arène d'Oliville,
