item,name_en,name_ja,name_ja_hrkt,name_ja_roma,name_fr,name_fr_fr,name_de,name_es,name_es_es,name_es_419,name_it,name_ko,name_ko_latn,name_zh_hant,name_zh_hans,name_zh_cmn,name_zh_yue,name_cs,name_pt_br,name_pt_pt,name_ca,name_da,name_fi,name_fr_ca,name_he,name_he_latn,name_hi,name_hi_latn,name_hu,name_id,name_ms,name_nl,name_no,name_pl,name_ru,name_ru_latn,name_sv,name_ta,name_ta_latn,name_te,name_te_latn,name_th,name_th_latn,name_tr,name_vi,name_zh_cmn_latn,name_zh_yue_latn
super-repel,Super Repel,シルバースプレー,シルバースプレー,Shirubā Supurē,Super Repousse,,Superschutz,Superrepelente,,Superrepelente,Superrepellente,실버스프레이,Silver Spray,白銀噴霧,白银喷雾,白银喷雾,白銀噴霧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Báiyín Pēnwù,Baahkngàhn Panmouh
max-repel,Max Repel,ゴールドスプレー,ゴールドスプレー,Gōrudo Supurē,Repousse Max,,Top-Schutz,Repelente Máximo,,Repelente Máximo,Repellente Max,골드스프레이,Gold Spray,黃金噴霧,黄金喷雾,黃金噴霧,黃金噴霧,,,,,,,,,,,,,,,Max afweer,Max frastøting,Maks. Odstraszacz,,,,,,,,,,,,Huángjīn Pēnwù,Wòhnggām Panmouh
escape-rope,Escape Rope,あなぬけのヒモ,あなぬけのヒモ,Ananuke no Himo,Corde Sortie,,Fluchtseil,Cuerda Huida,,Cuerda Huida,Fune di fuga,동굴탈출로프,Donggul Talchul Rope,離洞繩,离洞绳,,,,,,,,,,,,,,,,,,,,Спасательный Канат,Spasatel'nyy Kanat,,,,,,,,,,,
repel,Repel,むしよけスプレー,むしよけスプレー,Mushiyoke Supurē,Repousse,,Schutz,Repelente,,Repelente,Repellente,벌레회피스프레이,Beolle Hoepi Spray,除蟲噴霧,除虫喷雾,除蟲噴霧 / 除虫喷雾,除蟲噴霧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chúchóng Pēnwù,Chèuihchùhng Panmouh
sun-stone,Sun Stone,たいようのいし,たいようのいし,Taiyō no Ishi,Pierre Soleil,,Sonnenstein,Piedra Solar,,Piedra Solar,Pietrasolare,태양의돌,Taeyang-ui Dol,日之石,日之石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moon-stone,Moon Stone,つきのいし,つきのいし,Tsuki no Ishi,Pierre Lune,,Mondstein,Piedra Lunar,,Piedra Lunar,Pietralunare,달의돌,,月之石,月之石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fire-stone,Fire Stone,ほのおのいし,ほのおのいし,Honō no Ishi,Pierre Feu,,Feuerstein,Piedra Fuego,,Piedra Fuego,Pietrafocaia,불꽃의돌,Bulkkoch-ui Dol,火之石,火之石,火之石,火之石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Huǒ zhī Shí,Fó jī Sehk
thunder-stone,Thunder Stone,かみなりのいし,かみなりのいし,Kaminari no Ishi,Pierre Foudre,,Donnerstein,Piedra Trueno,,Piedra Trueno,Pietratuono,천둥의돌,,雷之石,雷之石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-stone,Water Stone,みずのいし,みずのいし,Mizu no Ishi,Pierre Eau,,Wasserstein,Piedra Agua,,Piedra Agua,Pietraidrica,물의돌,,水之石,水之石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leaf-stone,Leaf Stone,リーフのいし,リーフのいし,Rīfu no Ishi,Pierre Plante,,Blattstein,Piedra Hoja,,Piedra Hoja,Pietrafoglia,리프의돌,,葉之石,叶之石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tiny-mushroom,Tiny Mushroom,ちいさなキノコ,ちいさなキノコ,Chiisana Kinoko,Petit Champi,,Minipilz,Miniseta,Miniseta,Miniseta,Minifungo,작은버섯,Jageun Beoseot,小蘑菇,小蘑菇,小蘑菇,小蘑菇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xiǎo Mógū,Síu Mòhgū
big-mushroom,Big Mushroom,おおきなキノコ,おおきなキノコ,Ōkina Kinoko,Gros Champi,,Riesenpilz,Seta Grande,Seta Grande,Seta Grande,Grande Fungo,큰버섯,Keun Beoseot,大蘑菇,大蘑菇,大蘑菇,大蘑菇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dà Mógū,Daaih Mòhgū
pearl,Pearl,しんじゅ,しんじゅ,Shinju,Perle,,Perle,Perla,,Perla,Perla,진주,Jinju,珍珠,珍珠,珍珠,珍珠,,Pérola,,,,,,,,,,,,,,,,,,,,,,,,,,Ngọc Trai,Zhēnzhū,Jānjyū
big-pearl,Big Pearl,おおきなしんじゅ,おおきなしんじゅ,Ōkina Shinju,Grande Perle,,Riesenperle,Perla Grande,Perla Grande,Perla Grande,Grande Perla,큰진주,Keun Jinju,大珍珠,大珍珠,大珍珠,大珍珠,Velká perla,Pérola Grande,,,,,,,,,,,,,,,,,,,,,,,,,,Ngọc Trai Lớn,Dà Zhēnzhū,Daaih Jānjyū
stardust,Stardust,ほしのすな,ほしのすな,Hoshi no Suna,Poussière Étoile,,Sternenstaub,Polvo Estelar,Polvo Estelar,Polvo Estelar,Polvostella,별의모래,Byeorui Jogak,星星沙子,星星沙子,星星沙子,星星沙子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xīngxīng Shāzi,Sīngsīng Sājí
star-piece,Star Piece,ほしのかけら,ほしのかけら,Hoshi no Kakera,Morceau d’Étoile,,Sternenstück,Trozo Estrella,,Trozo Estrella,Pezzo Stella,별의조각,Byeorui Jogak,星星碎片,星星碎片,星星碎片,星星碎片,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xīngxīng Suìpiàn,Sīngsīng Seuipín
nugget,Nugget,きんのたま,きんのたま,Kin no Tama,Pépite,,Nugget,Pepita,Pepita de Oro,Pepita,Pepita,금구슬,Geum Guseul,金珠,金珠,,,,Pepita,,,,Kultakimpale,,,,,,,,,,,Bryłka Złota,,,,,,,,,,,,,
heart-scale,Heart Scale,ハートのウロコ,ハートのウロコ,Hāto no Uroko,Écaille Cœur,,Herzschuppe,Escama Corazón,,Escama Corazón,Squama Cuore,하트비늘,Heart Bineul,心之鱗片,心之鳞片,心之鳞片,心之鱗片,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xīn zhī Línpiàn,Sām jī Lèuhnpín
honey,Honey,あまいミツ,あまいミツ,Amai Mitsu,Miel,,Honig,Miel,,Miel,Miele,달콤한꿀,Dalkomhan Kkul,甜甜蜜,甜甜蜜,甜甜蜜,甜甜蜜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tiántián Mì,Tìhmtìhm Maht
growth-mulch,Growth Mulch,すくすくこやし,すくすくこやし,Sukusuku Koyashi,Fertipousse,,Wachsmulch,Abono Rápido,,Abono Rápido,Fertilrapido,무럭무럭비료,Mureokmureok Biryo,速速肥,速速肥,速速肥,速速肥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sùsù Féi,Chūkchūk Fèih
damp-mulch,Damp Mulch,じめじめこやし,じめじめこやし,Jimejime Koyashi,Fertihumide,,Feuchtmulch,Abono Lento,,Abono Lento,Fertilidro,축축이비료,Chukchug'i Biryo,濕濕肥,湿湿肥,濕濕肥 / 湿湿肥,濕濕肥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shīshī Féi,Sāpsāp Fèih
stable-mulch,Stable Mulch,ながながこやし,ながながこやし,Naganaga Koyashi,Fertistable,,Stabilmulch,Abono Fijador,,Abono Fijador,Fertilsaldo,오래오래비료,Orae-orae Biryo,久久肥,久久肥,久久肥,久久肥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jiǔjiǔ Féi,Sāpsāp Fèih
gooey-mulch,Gooey Mulch,ねばねばこやし,ねばねばこやし,Nebaneba Koyashi,Fertiglu,,Neumulch,Abono Brote,Abono Brote,Abono Brote,Fertilcolla,끈적끈적비료,Kkeunjeok'kkeunjeok Biryo,黏黏肥,粘粘肥,黏黏肥 / 粘粘肥,黏黏肥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niánnián Féi,Nīmnīm Fèih
root-fossil,Root Fossil,ねっこのカセキ,ねっこのカセキ,Nekko no Kaseki,Fossile Racine,,Wurzelfossil,Fósil Raíz,,Fósil Raíz,Radifossile,뿌리화석,Ppuri Hwaseok,根狀化石,根状化石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
claw-fossil,Claw Fossil,ツメのカセキ,ツメのカセキ,Tsume no Kaseki,Fossile Griffe,,Klauenfossil,Fósil Garra,,Fósil Garra,Fossilunghia,발톱화석,Baltop Hwaseok,爪子化石,爪子化石,爪子化石,爪子化石,,Fóssil Garra,,,,,,,,,,,,,,,,,,,,,,,,,,,Zhuǎzi Huàshí,Záaují Fasehk
helix-fossil,Helix Fossil,かいのカセキ,かいのカセキ,Kai no Kaseki,Nautile,,Helixfossil,Fósil Hélix,,Fósil Hélix,Helixfossile,조개화석,Jogae Hwaseok,貝殼化石,贝壳化石,貝殼化石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bèiké Huàshí,
dome-fossil,Dome Fossil,こうらのカセキ,こうらのカセキ,Kōra no Kaseki,Fossile Dôme,,Domfossil,Fósil Domo,,Fósil Domo,Domofossile,껍질화석,Kkeopjil Hwaseok,甲殼化石,甲壳化石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
old-amber,Old Amber,ひみつのコハク,ひみつのコハク,Himitsu no Kohaku,Vieil Ambre,,Altbernstein,Ámbar Viejo,,Ámbar Viejo,Ambra antica,비밀의호박,Bimil-ui Hobak,秘密琥珀,秘密琥珀,秘密琥珀,秘密琥珀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mìmì Hǔpò,Beimaht Fúpaak
armor-fossil,Armor Fossil,たてのカセキ,たてのカセキ,Tate no Kaseki,Fossile Armure,,Panzerfossil,Fósil Coraza,,Fósil Coraza,Fossilscudo,방패의화석,Bangpaeui Hwaseok,盾甲化石,盾甲化石,盾甲化石,盾甲化石,,Fóssil Armadura,,,,,,,,,,,,,,,Relikt Pancerza,,,,,,,,,,,Hóa thạch khiên chắn,Dùnjiǎ Huàshí,Téuhngaap Fasehk
skull-fossil,Skull Fossil,ずがいのカセキ,ずがいのカセキ,Zugai no Kaseki,Fossile Crâne,,Kopffossil,Fósil Cráneo,,Fósil Cráneo,Fossilcranio,두개의화석,Dugaeui Hwaseok,頭蓋化石,头盖化石,頭蓋化石 / 头盖化石,頭蓋化石,,Fóssil Crânio,,,,,,,,,,,,,,,Relikt Czaszki,,,,,,,,,,,Hóa thạch đầu sọ,Tóugài Huàshí,Tàuhgoi Fasehk
rare-bone,Rare Bone,きちょうなホネ,きちょうなホネ,Kichō na Hone,Os Rare,,Steinknochen,Hueso Raro,,Hueso Raro,Osso Raro,귀중한뼈,Gwijunghan Ppyeo,貴重骨頭,贵重骨头,貴重骨頭,貴重骨頭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guìzhòng Gǔtou,Gwaijuhng Gwāttàuh
shiny-stone,Shiny Stone,ひかりのいし,ひかりのいし,Hikari no Ishi,Pierre Éclat,,Leuchtstein,Piedra Día,,Piedra Día,Pietrabrillo,빛의돌,Bich-ui Dol,光之石,光之石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dusk-stone,Dusk Stone,やみのいし,やみのいし,Yami no Ishi,Pierre Nuit,,Finsterstein,Piedra Noche,,Piedra Noche,Neropietra,어둠의돌,Eodum-ui Dol,暗之石,暗之石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dawn-stone,Dawn Stone,めざめいし,めざめいし,Mezame Ishi,Pierre Aube,,Funkelstein,Piedra Alba,,Piedra Alba,Pietralbore,각성의돌,Gakseong-ui Dol,覺醒之石,觉醒之石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oval-stone,Oval Stone,まんまるいし,まんまるいし,Manmaru Ishi,Pierre Ovale,,Ovaler Stein,Piedra Oval,,Piedra Oval,Pietraovale,동글동글돌,Donggeuldonggeul Dol,渾圓之石,浑圆之石,渾圓之石 / 浑圆之石,渾圓之石,,Pedra Oval,,,,,,,,,,,,,,,,,,,,,,,,,,Đá tròn,Húnyuán zhī Shí,Wahnyùhn jī Sehk
odd-keystone,Odd Keystone,かなめいし,かなめいし,Kanameishi,Clé de Voûte,,Spiritkern,Piedra Espíritu,,Piedra Espíritu,Roccianima,쐐기돌,Sswaegi Dol,楔石,楔石,楔石,楔石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xiēshí,Sitsehk
adamant-orb,Adamant Orb,こんごうだま,こんごうだま,Kongō-dama,Orbe Adamant,,Adamant-Orb,Diamansfera,,Diamansfera,Adamasfera,금강옥,Geumgang Ok,金剛寶珠,金刚宝珠,金剛宝珠,金剛寶珠,,Orbe de Diamante,,,,Adamant-kuula,,,,,,,,,,,Kryształowa Kula,,,,,,,,,,,Bảo ngọc kim cương,Jīngāng Bǎozhū,Gāmgōng Bóujyū
lustrous-orb,Lustrous Orb,しらたま,しらたま,Shiratama,Orbe Perlé,,Weiß-Orb,Lustresfera,Lustresfera,Lustresfera,Splendisfera,백옥,Baeg-ok,白玉寶珠,白玉宝珠,白玉寶珠,白玉寶珠,,Orbe Brilhante,,,,Hehkuva kuula,,,,,,,,,,,Połyskująca Kula,,,,,,,,,,,Bảo ngọc trắng ngần,Báiyù Bǎozhū,Baahkyuhk Bóujyū
grass-mail,Grass Mail,グラスメール,グラスメール,Gurasu Mēru,Lettre Herbe,,Wiesenbrief,Carta Hierba,,Carta Hierba,Mess. Erba,잔디메일,Jandi Mail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flame-mail,Flame Mail,フレイムメール,フレイムメール,Fureimu Mēru,Lettre Feu,,Feuerbrief,Carta Fuego,,Carta Fuego,Mess. Fiamma,플레임메일,Flame Mail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bubble-mail,Bubble Mail,ブルーメール,ブルーメール,Burū Mēru,Lettre Mer,,Wasserbrief,Carta Pompas,,Carta Pompas,Mess. Bolla,블루메일,Beullu Meil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bloom-mail,Bloom Mail,ブルームメール,ブルームメール,Burūmu Mēru,Lett. Pétale,,Blütenbrief,Carta Flores,,Carta Flores,Mess. Petalo,블룸메일,Bloom Mail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tunnel-mail,Tunnel Mail,トンネルメール,トンネルメール,Tonneru Mēru,Lettre Mine,,Minenbrief,Carta Mina,,Carta Mina,Mess. Tunnel,터널메일,Tunnel Mail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steel-mail,Steel Mail,スチールメール,スチールメール,Sutīru Mēru,Lettre Acier,,Stahlbrief,Carta Acero,,Carta Acero,Mess. Lega,스틸메일,Seutil Meil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heart-mail,Heart Mail,ラブラブメール,ラブラブメール,Love-Love Mail,Lettre Coeur,,Rosabrief,Car. Corazón,,Car. Corazón,Mess. Cuore,러브러브메일,Love-Love Mail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snow-mail,Snow Mail,ブリザードメール,ブリザードメール,Burizādo Mēru,Lettre Neige,,Schneebrief,Carta Nieve,,Carta Nieve,Mess. Neve,블리자드메일,Blizzard Mail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space-mail,Space Mail,スペースメール,スペースメール,Supēsu Mēru,Lettre Cosmo,,Sternbrief,Car. Sideral,,Car. Sideral,Mess. Spazio,스페이스메일,Space Mail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
air-mail,Air Mail,エアメール,エアメール,Air Mail,Lettre Avion,,Luftbrief,Carta Aérea,,Carta Aérea,Mess. Aereo,에어메일,Air Mail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosaic-mail,Mosaic Mail,モザイクメール,モザイクメール,Mosaic Mail,Lettremosaïk,,Mosaikbrief,Car. Mosaico,,Car. Mosaico,Mess. Iride,모자이크메일,Mosaic Mail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brick-mail,Brick Mail,ブリックメール,ブリックメール,Burikkumēru,Lettre Brik,,Ziegelbrief,Carta Pared,,Carta Pared,Mess. Muro,브릭메일,Brick Mail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cheri-berry,Cheri Berry,クラボのみ,クラボのみ,Kurabo no Mi,Baie Ceriz,,Amrenabeere,Baya Zreza,,Baya Zreza,Baccaliegia,버치열매,Beochi Yeolmae,櫻子果,樱子果,櫻子果,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yingzi Guo,
chesto-berry,Chesto Berry,カゴのみ,カゴのみ,Kago no Mi,Baie Maron,,Maronbeere,Baya Atania,,Baya Atania,Baccastagna,유루열매,Yuru Yeolmae,零餘果,零余果,零餘果,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Língyú Guǒ,
pecha-berry,Pecha Berry,モモンのみ,モモンのみ,Momon no Mi,Baie Pêcha,,Pirsifbeere,Baya Meloc,Baya Meloc,Baya Duraz,Baccapesca,복슝열매,Boksyung Yeolmae,桃桃果,桃桃果,桃桃果,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Táotáo Guǒ,
rawst-berry,Rawst Berry,チーゴのみ,チーゴのみ,Chīgo no Mi,Baie Fraive,,Fragiabeere,Baya Safre,,Baya Safre,Baccafrago,복분열매,Bokbun Yeolmae,莓莓果,莓莓果,莓莓果,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Méiméi Guǒ,
aspear-berry,Aspear Berry,ナナシのみ,ナナシのみ,Nanashi no Mi,Baie Willia,,Wilbirbeere,Baya Perasi,,Baya Perasi,Baccaperina,배리열매,Baeri Yeolmae,利木果,利木果,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leppa-berry,Leppa Berry,ヒメリのみ,ヒメリのみ,Himeri no Mi,Baie Mepo,,Jonagobeere,Baya Zanama,,Baya Zanama,Baccamela,과사열매,Gwasa Yeolmae,蘋野果,苹野果,苹野果,,,Fruta Açam,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oran-berry,Oran Berry,オレンのみ,オレンのみ,Oren no Mi,Baie Oran,,Sinelbeere,Baya Aranja,,Baya Aranja,Baccarancia,오랭열매,Oraeng Yeolmae,橙橙果,橙橙果,橙橙果,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chéngchéng Guǒ,
persim-berry,Persim Berry,キーのみ,キーのみ,Kī no Mi,Baie Kika,,Persimbeere,Baya Caquic,,Baya Caquic,Baccaki,시몬열매,Simmon Yeolmae,柿仔果,柿仔果,柿仔果,,,Fruta Quí,,,,,,,,,,,,,,,,,,,,,,,,,,Quả Persim,Shìzǐ Guǒ,
lum-berry,Lum Berry,ラムのみ,ラムのみ,Ramu no Mi,Baie Prine,,Prunusbeere,Baya Ziuela,,Baya Ziuela,Baccaprugna,리샘열매,Risaem Yeolmae,木子果,木子果,木子果,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sitrus-berry,Sitrus Berry,オボンのみ,オボンのみ,Obon no Mi,Baie Sitrus,,Tsitrubeere,Baya Zidra,Baya Zidra,Baya Citrón,Baccacedro,자뭉열매,Jamung Yeolmae,文柚果,文柚果,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
figy-berry,Figy Berry,フィラのみ,フィラのみ,Fira no Mi,Baie Figuy,,Giefebeere,Baya Higog,,Baya Higog,Baccafico,무화열매,Muhwa Yeolmae,勿花果,勿花果,,,,Fruta Figuim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wiki-berry,Wiki Berry,ウイのみ,ウイのみ,Wi no Mi,Baie Wiki,,Wikibeere,Baya Wiki,,Baya Wiki,Baccakiwi,위키열매,Wiki Yeolmae,異奇果,异奇果,异奇果,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yìqí Guǒ,
mago-berry,Mago Berry,マゴのみ,マゴのみ,Mago no Mi,Baie Mago,,Magobeere,Baya Ango,,Baya Ango,Baccamango,마고열매,Mago Yeolmae,芒芒果,芒芒果,芒芒果,,,,,,,,,,,,,,,,,,,Маго-ягода,,,,,,,,,,,Mángmáng Guǒ,
aguav-berry,Aguav Berry,バンジのみ,バンジのみ,Banji no Mi,Baie Gowav,,Gauvebeere,Baya Guaya,,Baya Guaya,Baccaguava,아바열매,Ava Yeolmae,樂芭果,乐芭果,乐芭果,,,Fruta Goia,,,,,,,,,,,,,,,,Агуав-ягода,,,,,,,,,,,Lèbā Guǒ,
iapapa-berry,Iapapa Berry,イアのみ,イアのみ,Ia no Mi,Baie Papaya,,Yapabeere,Baya Pabaya,,Baya Pabaya,Baccapaia,파야열매,Paya Yeolmae,芭亞果,芭亚果,芭亚果,,,,,,,,,,,,,,,,,,Iapapajagoda,,,,,,,,,,,,Bāyà Guǒ,
razz-berry,Razz Berry,ズリのみ,ズリのみ,Zuri no Mi,Baie Framby,,Himmihbeere,Baya Frambu,,Baya Frambu,Baccalampon,라즈열매,Ras Yeolmae,蔓莓果,蔓莓果,蔓莓果,,,Fruta Frambo,,,,,,,,,,,,,,,,,,,,,,,,,,,Mànméi Guǒ,
bluk-berry,Bluk Berry,ブリーのみ,ブリーのみ,Burī no Mi,Baie Remu,,Morbbeere,Baya Oram,,Baya Oram,Baccamora,블리열매,Bly Yeolmae,墨莓果,墨莓果,墨莓果,,,Fruta Roama,,,,,,,,,,,,,,,,,,,,,,,ผลแบลร์,Phon Blae,,Quả Bluk,Mòméi Guǒ,
nanab-berry,Nanab Berry,ナナのみ,ナナのみ,Nana no Mi,Baie Nanab,,Nanabbeere,Baya Latano,Baya Latano,Baya Latano,Baccabana,나나열매,Nana Yeolmae,蕉香果,蕉香果,蕉香果,,,Fruta Anaba,,,,,,,,,,,,,,,,,,,,,,,ผลนานา,Phon Nana,,,Jiāoxiāng Guǒ,
wepear-berry,Wepear Berry,セシナのみ,セシナのみ,Seshina no Mi,Baie Repoi,,Nirbebeere,Baya Peragu,,Baya Peragu,Baccapera,서배열매,Seobae Yeolmae,西梨果,西梨果,,,,Fruta Ocipêra,,,,,,,,,,,,,,,,,,,,,,,ผลเซชินะ,Phon Sechina,,Quả Wepear,,
pinap-berry,Pinap Berry,パイルのみ,パイルのみ,Pairu no Mi,Baie Nanana,,Sananabeere,Baya Pinia,,Baya Pinia,Baccananas,파인열매,Pine Yeolmae,凰梨果,凰梨果,凰梨果,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Huánglí Guǒ,
pomeg-berry,Pomeg Berry,ザロクのみ,ザロクのみ,Zaroku no Mi,Baie Grena,,Granabeere,Baya Grana,,Baya Grana,Baccagrana,유석열매,Yuseok Yeolmae,榴石果,榴石果,榴石果,,,Fruta Marô,,,,,,,,,,,,,,,,,,,,,,,,,,Quả Pomeg,Liúshí Guǒ,
kelpsy-berry,Kelpsy Berry,ネコブのみ,ネコブのみ,Nekobu no Mi,Baie Alga,,Setangbeere,Baya Algama,,Baya Algama,Baccalga,시마열매,Sima Yeolmae,藻根果,藻根果,藻根果,,,Fruta Alga,,,,,,,,,,,,,,,Kelpsyjagoda,,,,,,,,,,,Quả Kelpsy,Zǎogēn Guǒ,
qualot-berry,Qualot Berry,タポルのみ,タポルのみ,Taporu no Mi,Baie Qualot,,Qualotbeere,Baya Ispero,,Baya Ispero,Baccaloquat,파비열매,Pabi Yeolmae,比巴果,比巴果,比巴果,,,Fruta Peranês,,,,,,,,,,,,,,,,,,,,,,,,,,Quả Qualot,Bǐbā Guǒ,
hondew-berry,Hondew Berry,ロメのみ,ロメのみ,Rome no Mi,Baie Lonme,,Honmelbeere,Baya Meluce,,Baya Meluce,Baccamelon,로매열매,Lome Yeolmae,哈密果,哈密果,哈密果,,,Fruta Melo,,,,,,,,,,,,,,,,,,,,,,,,,,Quả Hondew,Hāmì Guǒ,
grepa-berry,Grepa Berry,ウブのみ,ウブのみ,Ubu no Mi,Baie Résin,,Labrusbeere,Baya Uvav,,Baya Uvav,Baccauva,또뽀열매,Ttoppo Yeolmae,萄葡果,萄葡果,萄葡果,,,Fruta Avu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tamato-berry,Tamato Berry,マトマのみ,マトマのみ,Matoma no Mi,Baie Tamato,,Tamotbeere,Baya Tamate,,Baya Tamate,Baccamodoro,토망열매,Tomang Yeolmae,茄番果,茄番果,茄番果,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qiéfān Guǒ,
cornn-berry,Cornn Berry,モコシのみ,モコシのみ,Mokoshi no Mi,Baie Siam,,Saimbeere,Baya Mais,,Baya Mais,Baccavena,수숙열매,Susuk Yeolmae,玉黍果,玉黍果,玉黍果,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yùshǔ Guǒ,
magost-berry,Magost Berry,ゴスのみ,ゴスのみ,Gosu no Mi,Baie Mangou,,Magostbeere,Baya Aostan,,Baya Aostan,Baccagostan,고스티열매,Gostee Yeolmae,岳竹果,岳竹果,岳竹果,,,Fruta Magost,,,,,,,,,,,,,,,,,,,,,,,,,,Quả Magost,Yuèzhú Guǒ,
rabuta-berry,Rabuta Berry,ラブタのみ,ラブタのみ,Rabuta no Mi,Baie Rabuta,,Rabutabeere,Baya Rautan,,Baya Rautan,Baccambutan,라부탐열매,Rabutam Yeolmae,茸丹果,茸丹果,茸丹果,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rōngdān Guǒ,
nomel-berry,Nomel Berry,ノメルのみ,ノメルのみ,Nomel no Mi,Baie Tronci,,Tronzibeere,Baya Monli,,Baya Monli,Baccalemon,노멜열매,Nomel Yeolmae,檬檸果,檬柠果,檬檸果,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Méngníng Guǒ,
spelon-berry,Spelon Berry,ノワキのみ,ノワキのみ,Nowaki no Mi,Baie Kiwan,,Kiwanbeere,Baya Wikano,,Baya Wikano,Baccamelos,메호키열매,Mehoki Yeolmae,刺角果,刺角果,刺角果,,,Fruta Pimen,,,,,,,,,,,,,,,Spelonjagoda,,,,,,,,,,,Quả Spelon,Cìjiǎo Guǒ,
pamtre-berry,Pamtre Berry,シーヤのみ,シーヤのみ,Shīya no Mi,Baie Palma,,Pallmbeere,Baya Plama,,Baya Plama,Baccapalma,자야열매,Jaya Yeolmae,椰木果,椰木果,椰木果,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yēmù Guǒ,
watmel-berry,Watmel Berry,カイスのみ,カイスのみ,Kaisu no Mi,Baie Stekpa,,Wasmelbeere,Baya Sambia,,Baya Sambia,Baccacomero,슈박열매,Syubak Yeolmae,瓜西果,瓜西果,瓜西果,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guāxī Guǒ,
durin-berry,Durin Berry,ドリのみ,ドリのみ,Dori no Mi,Baie Durin,,Durinbeere,Baya Rudion,,Baya Rudion,Baccadurian,두리열매,Duri Yeolmae,金枕果,金枕果,金枕果,,,Fruta Durin,,,,,,,,,,,,,,,Durinjagoda,,,,,,,,,,,,Jīnzhěn Guǒ,
belue-berry,Belue Berry,ベリブのみ,ベリブのみ,Beribu no Mi,Baie Myrte,,Myrtilbeere,Baya Andano,,Baya Andano,Baccartillo,루베열매,Luebe Yeolmae,靛莓果,靛莓果,靛莓果,,,Fruta Berin,,,,,,,,,,,,,,,Beluejagoda,,,,,,,,,,,,Diànméi Guǒ,
