pokemon,form,version_group,versions,location_area,method,levels,rate_overall,trade_for,note,rate_night,rate_morning,rate_day
budew,budew,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,still-water-cavern,walking-around,16 - 63,varies,,,,,
budew,budew,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,sunlit-cavern,walking-around,16 - 63,varies,,,,,
buizel,buizel,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,fountainspring-cave,walking-around,16 - 63,varies,,,,,
buizel,buizel,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,riverbank-cave,walking-around,16 - 63,varies,,,,,
buizel,buizel,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-205-sinnoh-southern-part,walking-tall-grass,8 - 10,35%,,,,,
buizel,buizel,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-205-sinnoh-northern-part,walking-tall-grass,10 - 12,35%,,,,,
buizel,buizel,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-213-sinnoh,walking-tall-grass,20 - 21,30%,,,,,
buizel,buizel,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-224-sinnoh,walking-tall-grass,23,4%,,,,,
buizel,buizel,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,still-water-cavern,walking-around,16 - 63,varies,,,,,
buizel,buizel,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,valley-windworks,walking-tall-grass,7 - 9,35%,,,,,
bulbasaur,bulbasaur,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,bogsunk-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
bulbasaur,bulbasaur,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,grassland-cave,walking-around,16 - 63,5%,,Added after obtaining the National PokéDex,,,
bulbasaur,bulbasaur,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,riverbank-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
bulbasaur,bulbasaur,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,still-water-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
bulbasaur,bulbasaur,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,sunlit-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
bulbasaur,bulbasaur,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,swampy-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
buneary,buneary,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,eterna-forest,walking-tall-grass,10 - 12,19%,,,,,
buneary,buneary,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,glacial-cavern,walking-around,16 - 63,varies,,,,,
buneary,buneary,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,grassland-cave,walking-around,16 - 63,varies,,,,,
buneary,buneary,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,icy-cave,walking-around,16 - 63,varies,,,,,
buneary,buneary,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,riverbank-cave,walking-around,16 - 63,varies,,,,,
buneary,buneary,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,spacious-cave,walking-around,16 - 63,varies,,,,,
buneary,buneary,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,still-water-cavern,walking-around,16 - 63,varies,,,,,
buneary,buneary,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,sunlit-cavern,walking-around,16 - 63,varies,,,,,
buneary,buneary,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,whiteout-cave,walking-around,16 - 63,varies,,,,,
cacnea,cacnea,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,big-bluff-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
cacnea,cacnea,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,bogsunk-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
cacnea,cacnea,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,grassland-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
cacnea,cacnea,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,rocky-cave,walking-around,16 - 63,varies,,Sandshrew,,,
cacnea,cacnea,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-228-sinnoh,walking-tall-grass,"23, 25",5%,,,,,
cacnea,cacnea,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,sunlit-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
cacnea,cacnea,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,swampy-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
cacturne,cacturne,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,big-bluff-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
cacturne,cacturne,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,bogsunk-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
cacturne,cacturne,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,grassland-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
cacturne,cacturne,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,rocky-cave,walking-around,16 - 63,varies,,Sandshrew,,,
cacturne,cacturne,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-228-sinnoh,walking-tall-grass,52,,,,20%,,
cacturne,cacturne,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-228-sinnoh,walking-tall-grass,53,20%,,,,,
cacturne,cacturne,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,sunlit-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
cacturne,cacturne,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,swampy-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
camerupt,camerupt,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,big-bluff-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
camerupt,camerupt,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,rocky-cave,walking-around,16 - 63,varies,,Sandshrew,,,
camerupt,camerupt,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,sandsear-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
camerupt,camerupt,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-227-sinnoh,walking-tall-grass,55,20%,,,,,
camerupt,camerupt,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,stark-mountain-outside,walking-tall-grass,55,20%,,,,,
camerupt,camerupt,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,stark-mountain-inside-1,walking-around,56,5%,,,,,
camerupt,camerupt,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,stark-mountain-inside-2,walking-around,58,5%,,,,,
camerupt,camerupt,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,typhlo-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
camerupt,camerupt,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,volcanic-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
carnivine,carnivine,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,great-marsh,walking-tall-grass,"22, 24, 26",10%,,5/32 selection chance,,,
carvanha,carvanha,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,fountainspring-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
carvanha,carvanha,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,great-marsh,fishing-super-rod,15 - 30,45%,,,,,
carvanha,carvanha,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,riverbank-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
carvanha,carvanha,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,still-water-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
cascoon,cascoon,brilliant-diamond-shining-pearl,shining-pearl,eterna-forest,walking-tall-grass,10,20%,,,,,
cascoon,cascoon,brilliant-diamond-shining-pearl,shining-pearl,grassland-cave,walking-around,16 - 63,varies,,,,,
cascoon,cascoon,brilliant-diamond-shining-pearl,shining-pearl,riverbank-cave,walking-around,16 - 63,varies,,,,,
cascoon,cascoon,brilliant-diamond-shining-pearl,shining-pearl,still-water-cavern,walking-around,16 - 63,varies,,,,,
cascoon,cascoon,brilliant-diamond-shining-pearl,shining-pearl,sunlit-cavern,walking-around,16 - 63,varies,,,,,
castform,castform,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,trophy-garden,mr-backlot,"16, 18",5%,,Added after obtaining the National PokéDex,,,
caterpie,caterpie,brilliant-diamond-shining-pearl,brilliant-diamond,bogsunk-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
caterpie,caterpie,brilliant-diamond-shining-pearl,brilliant-diamond,grassland-cave,walking-around,16 - 63,5%,,Added after obtaining the National PokéDex,,,
caterpie,caterpie,brilliant-diamond-shining-pearl,brilliant-diamond,riverbank-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
caterpie,caterpie,brilliant-diamond-shining-pearl,brilliant-diamond,spacious-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
caterpie,caterpie,brilliant-diamond-shining-pearl,brilliant-diamond,still-water-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
caterpie,caterpie,brilliant-diamond-shining-pearl,brilliant-diamond,sunlit-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
caterpie,caterpie,brilliant-diamond-shining-pearl,brilliant-diamond,swampy-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
chansey,chansey,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-209-sinnoh,walking-tall-grass,16,5%,,,,,
chansey,chansey,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-210-sinnoh-southern-part,walking-tall-grass,"18, 20",5%,,,,,
chansey,chansey,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,trophy-garden,mr-backlot,"16, 18",5%,,Added after obtaining the National PokéDex,,,
charmander,charmander,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,sandsear-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
charmander,charmander,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,typhlo-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
charmander,charmander,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,volcanic-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
chatot,chatot,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,eterna-condominiums,npc-trade,15,one,buizel,,,,
chatot,chatot,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-222-sinnoh,walking-tall-grass,40 - 41,,,,,20%,20%
chatot,chatot,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-224-sinnoh,walking-tall-grass,"52, 54",,,,,20%,20%
cherubi,cherubi,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,grassland-cave,walking-around,16 - 63,varies,,,,,
cherubi,cherubi,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,sunlit-cavern,walking-around,16 - 63,varies,,,,,
chikorita,chikorita,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,grassland-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
chikorita,chikorita,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,riverbank-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
chikorita,chikorita,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,still-water-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
chikorita,chikorita,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,sunlit-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
chimchar,chimchar,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,lake-verity-sinnoh,npc-gift,5,one,,,,,
chimchar,chimchar,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,sandsear-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
chimchar,chimchar,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,typhlo-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
chimchar,chimchar,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,volcanic-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
chimecho,chimecho,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,mount-coronet-4f-room-3,walking-around,40,5%,,,,,
chimecho,chimecho,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,mount-coronet-5f,walking-around,41 - 42,10%,,,,,
chimecho,chimecho,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,mount-coronet-6f,walking-around,41 - 42,10%,,,,,
chimecho,chimecho,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,sendoff-spring,walking-tall-grass,"52, 54",10%,,,,,
chinchou,chinchou,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,fountainspring-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
chinchou,chinchou,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,glacial-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
chinchou,chinchou,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,icy-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
chinchou,chinchou,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-220-sinnoh,fishing-super-rod,15 - 25,40%,,,,,
chingling,chingling,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,dazzling-cave,walking-around,25 - 63,varies,,Added after obtaining TM96 (Strength),,,
chingling,chingling,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,lake-acuity-sinnoh,walking-tall-grass,"34, 36",10%,,,,,
chingling,chingling,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,lake-valor-sinnoh,walking-tall-grass,35 - 36,10%,,,,,
chingling,chingling,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,mount-coronet-southern-1f-oreburgh-city-hearthome-city-side,walking-around,15,10%,,,,,
chingling,chingling,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,mount-coronet-northern-1f-room-1-eterna-city-celestic-town-side,walking-around,13,10%,,,,,
chingling,chingling,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,mount-coronet-b1f,walking-around,30,10%,,,,,
chingling,chingling,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,mount-coronet-northern-1f-room-2,walking-around,30,10%,,,,,
chingling,chingling,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,mount-coronet-2f,walking-around,37 - 38,10%,,,,,
chingling,chingling,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,mount-coronet-3f,walking-around,37 - 38,10%,,,,,
chingling,chingling,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,mount-coronet-4f,walking-around,39 - 40,10%,,,,,
chingling,chingling,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,mount-coronet-4f-room-2,walking-around,39 - 40,10%,,,,,
chingling,chingling,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,mount-coronet-4f-room-3,walking-around,40,5%,,,,,
chingling,chingling,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,mount-coronet-tunnel-room,walking-around,"38, 40",10%,,,,,
chingling,chingling,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,mount-coronet-mountainside,walking-tall-grass,39 - 40,10%,,,,,
chingling,chingling,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-211-sinnoh-western-part,walking-tall-grass,13,10%,,,,,
chingling,chingling,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-211-sinnoh-eastern-part,walking-tall-grass,27 - 28,10%,,,,,
chingling,chingling,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,spacious-cave,walking-around,25 - 63,varies,,Added after obtaining TM96 (Strength),,,
chingling,chingling,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,stargleam-cavern,walking-around,25 - 63,varies,,Added after obtaining TM96 (Strength),,,
clamperl,clamperl,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,fountainspring-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
clamperl,clamperl,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,riverbank-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
clamperl,clamperl,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-219-sinnoh,fishing-super-rod,20 - 30,15%,,,,,
clamperl,clamperl,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-221-sinnoh,fishing-super-rod,20 - 30,15%,,,,,
clamperl,clamperl,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,still-water-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
clefairy,clefairy,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,mount-coronet-b1f,walking-around,30 - 32,15%,,,,,
clefairy,clefairy,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,mount-coronet-northern-1f-room-2,walking-around,30 - 32,15%,,,,,
clefairy,clefairy,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,mount-coronet-2f,walking-around,36 - 38,15%,,,,,
clefairy,clefairy,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,mount-coronet-3f,walking-around,36 - 38,15%,,,,,
clefairy,clefairy,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,mount-coronet-4f,walking-around,38 - 40,15%,,,,,
clefairy,clefairy,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,mount-coronet-4f-room-2,walking-around,38 - 40,15%,,,,,
