item,generation,pocket,version_group,version
timer-ball,4,poke-balls,,
timer-ball,5,poke-balls,,
timer-ball,6,items,,
timer-ball,7,items,,
timer-ball,8,poke-balls,,
timer-ball,9,poke-balls,,
timid-mint,8,items,sword-shield,
timid-mint,9,items,scarlet-violet,
tin-of-beans,8,ingredients,sword-shield,
tiny-bamboo-shoot,9,treasures,scarlet-violet,
tiny-mushroom,2,items,,
tiny-mushroom,3,items,,
tiny-mushroom,4,items,,
tiny-mushroom,5,items,,
tiny-mushroom,6,items,,
tiny-mushroom,7,items,,
tiny-mushroom,8,treasures,,
tiny-mushroom,9,treasures,,
tm-case,3,key-items,firered-leafgreen,
tm-case,3,key-items,emerald,emerald
tm00,8,tms,sword-shield,
tm01,1,items,,
tm01,2,tms-and-hms,,
tm01,3,tms-and-hms,emerald,emerald
tm01,3,tms-and-hms,ruby-sapphire,
tm01,3,tm-case,firered-leafgreen,
tm01,4,tms-and-hms,,
tm01,5,tms-and-hms,,
tm01,6,tms-and-hms,,
tm01,7,tms,sun-moon,
tm01,7,tms,ultra-sun-ultra-moon,
tm01,8,tms,,
tm01,9,tms,,
tm02,1,items,red-blue,
tm02,2,tms-and-hms,gold-silver,
tm02,3,tms-and-hms,ruby-sapphire,
tm02,3,tm-case,firered-leafgreen,
tm02,4,tms-and-hms,diamond-pearl,
tm02,5,tms-and-hms,black-white,
tm02,6,tms-and-hms,x-y,
tm02,7,tms,sun-moon,
tm02,8,tms,sword-shield,
tm02,9,tms,scarlet-violet,
tm03,1,items,,
tm03,2,tms-and-hms,,
tm03,3,tms-and-hms,ruby-sapphire,
tm03,3,tms-and-hms,emerald,emerald
tm03,3,tm-case,firered-leafgreen,
tm03,4,tms-and-hms,,
tm03,5,tms-and-hms,,
tm03,6,tms-and-hms,,
tm03,7,tms,sun-moon,
tm03,7,tms,ultra-sun-ultra-moon,
tm03,8,tms,,
tm03,9,tms,,
tm04,1,items,red-blue,
tm04,2,tms-and-hms,gold-silver,
tm04,3,tms-and-hms,ruby-sapphire,
tm04,4,tms-and-hms,diamond-pearl,
tm04,5,tms-and-hms,black-white,
tm04,6,tms-and-hms,x-y,
tm04,7,tms,sun-moon,
tm04,8,tms,sword-shield,
tm04,9,tms,scarlet-violet,
tm05,1,items,,
tm05,2,tms-and-hms,,
tm05,3,tms-and-hms,ruby-sapphire,
tm05,3,tms-and-hms,emerald,emerald
tm05,3,tm-case,firered-leafgreen,
tm05,4,tms-and-hms,,
tm05,5,tms-and-hms,,
tm05,6,tms-and-hms,,
tm05,7,tms,sun-moon,
tm05,7,tms,ultra-sun-ultra-moon,
tm05,8,tms,,
tm05,9,tms,,
tm06,1,items,,
tm06,2,tms-and-hms,,
tm06,3,tms-and-hms,ruby-sapphire,
tm06,3,tms-and-hms,emerald,emerald
tm06,3,tm-case,firered-leafgreen,
tm06,4,tms-and-hms,,
tm06,5,tms-and-hms,,
tm06,6,tms-and-hms,,
tm06,7,tms,sun-moon,
tm06,7,tms,ultra-sun-ultra-moon,
tm06,8,tms,,
tm06,9,tms,,
tm07,1,items,,
tm07,2,tms-and-hms,,
tm07,3,tms-and-hms,ruby-sapphire,
tm07,3,tms-and-hms,emerald,emerald
tm07,3,tm-case,firered-leafgreen,
tm07,4,tms-and-hms,,
tm07,5,tms-and-hms,,
tm07,6,tms-and-hms,,
tm07,7,tms,sun-moon,
tm07,7,tms,ultra-sun-ultra-moon,
tm07,8,tms,,
tm07,9,tms,,
tm08,1,items,,
tm08,2,tms-and-hms,,
tm08,3,tms-and-hms,ruby-sapphire,
tm08,3,tms-and-hms,emerald,emerald
tm08,3,tm-case,firered-leafgreen,
tm08,4,tms-and-hms,,
tm08,5,tms-and-hms,,
tm08,6,tms-and-hms,,
tm08,7,tms,sun-moon,
tm08,7,tms,ultra-sun-ultra-moon,
tm08,7,tm-case,lets-go-pikachu-lets-go-eevee,
tm08,8,tms,,
tm08,9,tms,,
tm09,1,items,,
tm09,2,tms-and-hms,,
tm09,3,tms-and-hms,ruby-sapphire,
tm09,3,tms-and-hms,emerald,emerald
tm09,3,tm-case,firered-leafgreen,
tm09,4,tms-and-hms,,
tm09,5,tms-and-hms,,
tm09,6,tms-and-hms,,
tm09,7,tms,sun-moon,
tm09,7,tms,ultra-sun-ultra-moon,
tm09,8,tms,,
tm09,9,tms,,
tm10,1,items,,
tm10,2,tms-and-hms,,
tm10,3,tms-and-hms,ruby-sapphire,
tm10,3,tms-and-hms,emerald,emerald
tm10,3,tm-case,firered-leafgreen,
tm10,4,tms-and-hms,,
tm10,5,tms-and-hms,,
tm10,6,tms-and-hms,,
tm10,7,tms,sun-moon,
tm10,7,tms,ultra-sun-ultra-moon,
tm10,8,tms,,
tm10,9,tms,,
tm11,1,items,,
tm11,2,tms-and-hms,,
tm11,3,tms-and-hms,ruby-sapphire,
tm11,3,tms-and-hms,emerald,emerald
tm11,3,tm-case,firered-leafgreen,
tm11,4,tms-and-hms,,
tm11,5,tms-and-hms,,
tm11,6,tms-and-hms,,
tm11,7,tms,sun-moon,
tm11,7,tms,ultra-sun-ultra-moon,
tm11,7,tm-case,lets-go-pikachu-lets-go-eevee,
tm11,8,tms,,
tm11,9,tms,,
tm12,1,items,,
tm12,2,tms-and-hms,,
tm12,3,tms-and-hms,ruby-sapphire,
tm12,3,tms-and-hms,emerald,emerald
tm12,3,tm-case,firered-leafgreen,
tm12,4,tms-and-hms,,
tm12,5,tms-and-hms,,
tm12,6,tms-and-hms,,
tm12,7,tms,sun-moon,
tm12,7,tms,ultra-sun-ultra-moon,
tm12,8,tms,,
tm12,9,tms,,
tm13,1,items,,
tm13,2,tms-and-hms,,
tm13,3,tms-and-hms,ruby-sapphire,
tm13,3,tms-and-hms,emerald,emerald
tm13,3,tm-case,firered-leafgreen,
tm13,4,tms-and-hms,,
tm13,5,tms-and-hms,,
tm13,6,tms-and-hms,,
tm13,7,tms,sun-moon,
tm13,7,tms,ultra-sun-ultra-moon,
tm13,8,tms,,
tm13,9,tms,,
tm14,1,items,red-blue,
tm14,2,tms-and-hms,gold-silver,
tm14,3,tms-and-hms,ruby-sapphire,
tm14,3,tm-case,firered-leafgreen,
tm14,4,tms-and-hms,diamond-pearl,
tm14,5,tms-and-hms,black-white,
tm14,6,tms-and-hms,x-y,
tm14,7,tms,sun-moon,
tm14,8,tms,sword-shield,
tm14,9,tms,scarlet-violet,
tm15,1,items,,
tm15,1,items,red-blue,
tm15,1,items,yellow,yellow
tm15,2,tms-and-hms,,
tm15,2,tms-and-hms,gold-silver,
tm15,2,tms-and-hms,crystal,crystal
tm15,3,tm-case,firered-leafgreen,
tm15,3,tms-and-hms,emerald,emerald
tm15,3,tms-and-hms,ruby-sapphire,
tm15,4,tms-and-hms,,
tm15,5,tms-and-hms,,
tm15,6,tms-and-hms,,
tm15,7,tms,sun-moon,
tm15,7,tms,ultra-sun-ultra-moon,
tm15,7,tm-case,lets-go-pikachu-lets-go-eevee,
tm15,8,tms,sword-shield,
tm15,8,tms,,
tm15,9,tms,,
tm15,9,tms,scarlet-violet,
tm16,1,items,red-blue,
tm16,2,tms-and-hms,gold-silver,
tm16,3,tms-and-hms,emerald,emerald
tm16,3,tms-and-hms,ruby-sapphire,
tm16,4,tms-and-hms,diamond-pearl,
tm16,4,tms-and-hms,platinum,platinum
tm16,5,tms-and-hms,black-white,
tm16,6,tms-and-hms,x-y,
tm16,7,tms,sun-moon,
tm16,7,tms,ultra-sun-ultra-moon,
tm16,8,tms,sword-shield,
tm16,9,tms,scarlet-violet,
tm17,1,items,,
tm17,2,tms-and-hms,,
tm17,3,tms-and-hms,ruby-sapphire,
tm17,3,tms-and-hms,emerald,emerald
tm17,3,tm-case,firered-leafgreen,
tm17,4,tms-and-hms,,
tm17,5,tms-and-hms,,
tm17,6,tms-and-hms,,
tm17,7,tms,sun-moon,
tm17,7,tms,ultra-sun-ultra-moon,
tm17,7,tm-case,lets-go-pikachu-lets-go-eevee,
tm17,8,tms,,
tm17,9,tms,,
tm18,1,items,,
tm18,2,tms-and-hms,,
tm18,3,tms-and-hms,ruby-sapphire,
tm18,3,tms-and-hms,emerald,emerald
tm18,3,tm-case,firered-leafgreen,
tm18,4,tms-and-hms,,
tm18,5,tms-and-hms,,
tm18,6,tms-and-hms,,
tm18,7,tms,sun-moon,
tm18,7,tms,ultra-sun-ultra-moon,
tm18,8,tms,,
tm18,9,tms,,
tm19,1,items,,
tm19,2,tms-and-hms,,
tm19,3,tms-and-hms,ruby-sapphire,
tm19,3,tms-and-hms,emerald,emerald
tm19,3,tm-case,firered-leafgreen,
tm19,4,tms-and-hms,,
tm19,5,tms-and-hms,,
tm19,6,tms-and-hms,,
tm19,7,tms,sun-moon,
tm19,7,tms,ultra-sun-ultra-moon,
tm19,8,tms,,
tm19,9,tms,,
tm20,1,items,,
tm20,2,tms-and-hms,,
tm20,3,tms-and-hms,ruby-sapphire,
tm20,3,tms-and-hms,emerald,emerald
tm20,3,tm-case,firered-leafgreen,
tm20,4,tms-and-hms,,
tm20,5,tms-and-hms,,
tm20,6,tms-and-hms,,
tm20,7,tms,sun-moon,
tm20,7,tms,ultra-sun-ultra-moon,
tm20,8,tms,,
tm20,9,tms,,
tm21,1,items,red-blue,
tm21,2,tms-and-hms,gold-silver,
tm21,3,tms-and-hms,ruby-sapphire,
tm21,4,tms-and-hms,diamond-pearl,
tm21,5,tms-and-hms,black-white,
tm21,6,tms-and-hms,x-y,
tm21,7,tms,sun-moon,
tm21,8,tms,sword-shield,
tm21,9,tms,scarlet-violet,
tm22,1,items,,
tm22,2,tms-and-hms,,
tm22,3,tms-and-hms,ruby-sapphire,
tm22,3,tms-and-hms,emerald,emerald
tm22,3,tm-case,firered-leafgreen,
tm22,4,tms-and-hms,,
tm22,5,tms-and-hms,,
tm22,6,tms-and-hms,,
tm22,7,tms,sun-moon,
tm22,7,tms,ultra-sun-ultra-moon,
tm22,8,tms,,
tm22,9,tms,,
tm23,1,items,,
tm23,2,tms-and-hms,,
tm23,3,tms-and-hms,ruby-sapphire,
tm23,3,tms-and-hms,emerald,emerald
tm23,3,tm-case,firered-leafgreen,
tm23,4,tms-and-hms,,
tm23,5,tms-and-hms,,
tm23,6,tms-and-hms,,
tm23,7,tms,sun-moon,
tm23,7,tms,ultra-sun-ultra-moon,
tm23,8,tms,,
tm23,9,tms,,
tm24,1,items,,
tm24,2,tms-and-hms,,
tm24,3,tms-and-hms,ruby-sapphire,
tm24,3,tms-and-hms,emerald,emerald
tm24,3,tm-case,firered-leafgreen,
tm24,4,tms-and-hms,,
tm24,5,tms-and-hms,,
tm24,6,tms-and-hms,,
tm24,7,tms,sun-moon,
tm24,7,tms,ultra-sun-ultra-moon,
tm24,8,tms,,
tm24,9,tms,,
tm25,1,items,red-blue,
tm25,2,tms-and-hms,gold-silver,
tm25,3,tms-and-hms,ruby-sapphire,
tm25,4,tms-and-hms,diamond-pearl,
tm25,5,tms-and-hms,black-white,
tm25,6,tms-and-hms,x-y,
tm25,7,tms,sun-moon,
tm25,8,tms,sword-shield,
tm25,9,tms,scarlet-violet,
tm26,1,items,red-blue,
tm26,2,tms-and-hms,gold-silver,
tm26,3,tms-and-hms,ruby-sapphire,
tm26,3,tm-case,firered-leafgreen,
tm26,4,tms-and-hms,diamond-pearl,
tm26,5,tms-and-hms,black-white,
tm26,6,tms-and-hms,x-y,
tm26,7,tms,sun-moon,
tm26,8,tms,sword-shield,
tm26,9,tms,scarlet-violet,
tm27,1,items,,
tm27,2,tms-and-hms,,
tm27,3,tms-and-hms,ruby-sapphire,
tm27,3,tms-and-hms,emerald,emerald
tm27,3,tm-case,firered-leafgreen,
tm27,4,tms-and-hms,,
tm27,5,tms-and-hms,,
tm27,6,tms-and-hms,,
tm27,7,tms,sun-moon,
tm27,7,tms,ultra-sun-ultra-moon,
tm27,8,tms,,
tm27,9,tms,,
tm28,1,items,,
tm28,2,tms-and-hms,,
tm28,3,tms-and-hms,ruby-sapphire,
tm28,3,tms-and-hms,emerald,emerald
tm28,3,tm-case,firered-leafgreen,
tm28,4,tms-and-hms,,
tm28,5,tms-and-hms,,
tm28,6,tms-and-hms,,
tm28,7,tms,sun-moon,
tm28,7,tms,ultra-sun-ultra-moon,
tm28,8,tms,,
tm28,9,tms,,
tm29,1,items,red-blue,
tm29,2,tms-and-hms,gold-silver,
tm29,3,tms-and-hms,ruby-sapphire,
tm29,3,tm-case,firered-leafgreen,
tm29,4,tms-and-hms,diamond-pearl,
tm29,5,tms-and-hms,black-white,
tm29,6,tms-and-hms,x-y,
tm29,7,tms,sun-moon,
tm29,8,tms,sword-shield,
tm29,9,tms,scarlet-violet,
tm30,1,items,,
tm30,2,tms-and-hms,,
tm30,3,tms-and-hms,ruby-sapphire,
tm30,3,tms-and-hms,emerald,emerald
tm30,3,tm-case,firered-leafgreen,
tm30,4,tms-and-hms,,
tm30,5,tms-and-hms,,
tm30,6,tms-and-hms,,
tm30,7,tms,sun-moon,
tm30,7,tms,ultra-sun-ultra-moon,
tm30,8,tms,,
tm30,9,tms,,
tm31,1,items,,
tm31,2,tms-and-hms,,
tm31,3,tms-and-hms,ruby-sapphire,
tm31,3,tms-and-hms,emerald,emerald
tm31,3,tm-case,firered-leafgreen,
tm31,4,tms-and-hms,,
tm31,5,tms-and-hms,,
tm31,6,tms-and-hms,,
tm31,7,tms,sun-moon,
tm31,7,tms,ultra-sun-ultra-moon,
tm31,8,tms,,
tm31,9,tms,,
tm32,1,items,,
tm32,2,tms-and-hms,,
tm32,3,tms-and-hms,ruby-sapphire,
tm32,3,tms-and-hms,emerald,emerald
tm32,3,tm-case,firered-leafgreen,
tm32,4,tms-and-hms,,
tm32,5,tms-and-hms,,
tm32,6,tms-and-hms,,
tm32,7,tms,sun-moon,
tm32,7,tms,ultra-sun-ultra-moon,
tm32,8,tms,,
tm32,9,tms,,
tm33,1,items,,
tm33,2,tms-and-hms,,
tm33,3,tms-and-hms,ruby-sapphire,
tm33,3,tms-and-hms,emerald,emerald
tm33,3,tm-case,firered-leafgreen,
tm33,4,tms-and-hms,,
tm33,5,tms-and-hms,,
tm33,6,tms-and-hms,,
tm33,7,tms,sun-moon,
tm33,7,tms,ultra-sun-ultra-moon,
tm33,8,tms,,
tm33,9,tms,,
tm34,1,items,,
tm34,2,tms-and-hms,,
tm34,3,tms-and-hms,ruby-sapphire,
tm34,3,tms-and-hms,emerald,emerald
tm34,3,tm-case,firered-leafgreen,
tm34,4,tms-and-hms,,
tm34,5,tms-and-hms,,
tm34,6,tms-and-hms,,
tm34,7,tms,sun-moon,
tm34,7,tms,ultra-sun-ultra-moon,
tm34,8,tms,,
tm34,9,tms,,
tm35,1,items,,
tm35,2,tms-and-hms,,
tm35,3,tms-and-hms,ruby-sapphire,
tm35,3,tms-and-hms,emerald,emerald
tm35,3,tm-case,firered-leafgreen,
tm35,4,tms-and-hms,,
tm35,5,tms-and-hms,,
tm35,6,tms-and-hms,,
tm35,7,tms,sun-moon,
tm35,7,tms,ultra-sun-ultra-moon,
tm35,8,tms,,
tm35,9,tms,,
tm36,1,items,,
tm36,2,tms-and-hms,,
tm36,3,tms-and-hms,ruby-sapphire,
tm36,3,tms-and-hms,emerald,emerald
tm36,3,tm-case,firered-leafgreen,
tm36,4,tms-and-hms,,
tm36,5,tms-and-hms,,
tm36,6,tms-and-hms,,
tm36,7,tms,sun-moon,
tm36,7,tms,ultra-sun-ultra-moon,
tm36,8,tms,,
tm36,9,tms,,
tm37,1,items,,
tm37,2,tms-and-hms,,
tm37,3,tms-and-hms,ruby-sapphire,
tm37,3,tms-and-hms,emerald,emerald
tm37,3,tm-case,firered-leafgreen,
tm37,4,tms-and-hms,,
tm37,5,tms-and-hms,,
tm37,6,tms-and-hms,,
tm37,7,tms,sun-moon,
tm37,7,tms,ultra-sun-ultra-moon,
tm37,8,tms,,
tm37,9,tms,,
tm38,1,items,,
tm38,2,tms-and-hms,,
tm38,3,tms-and-hms,ruby-sapphire,
tm38,3,tms-and-hms,emerald,emerald
tm38,3,tm-case,firered-leafgreen,
tm38,4,tms-and-hms,,
tm38,5,tms-and-hms,,
tm38,6,tms-and-hms,,
tm38,7,tms,sun-moon,
tm38,7,tms,ultra-sun-ultra-moon,
tm38,8,tms,,
tm38,9,tms,,
tm39,1,items,,
tm39,2,tms-and-hms,,
tm39,3,tms-and-hms,ruby-sapphire,
tm39,3,tms-and-hms,emerald,emerald
tm39,3,tm-case,firered-leafgreen,
tm39,4,tms-and-hms,,
tm39,5,tms-and-hms,,
tm39,6,tms-and-hms,,
tm39,7,tms,sun-moon,
tm39,7,tms,ultra-sun-ultra-moon,
tm39,7,tm-case,lets-go-pikachu-lets-go-eevee,
tm39,8,tms,,
tm39,9,tms,,
tm40,1,items,,
tm40,2,tms-and-hms,,
tm40,3,tms-and-hms,ruby-sapphire,
tm40,3,tms-and-hms,emerald,emerald
tm40,3,tm-case,firered-leafgreen,
tm40,4,tms-and-hms,,
tm40,5,tms-and-hms,,
tm40,6,tms-and-hms,,
tm40,7,tms,sun-moon,
tm40,7,tms,ultra-sun-ultra-moon,
tm40,8,tms,,
tm40,9,tms,,
tm41,1,items,,
tm41,2,tms-and-hms,,
tm41,3,tms-and-hms,ruby-sapphire,
tm41,3,tms-and-hms,emerald,emerald
tm41,3,tm-case,firered-leafgreen,
tm41,4,tms-and-hms,,
tm41,5,tms-and-hms,,
tm41,6,tms-and-hms,,
tm41,7,tms,sun-moon,
tm41,7,tms,ultra-sun-ultra-moon,
tm41,8,tms,,
tm41,9,tms,,
tm42,1,items,,
tm42,2,tms-and-hms,,
tm42,3,tms-and-hms,ruby-sapphire,
tm42,3,tms-and-hms,emerald,emerald
tm42,3,tm-case,firered-leafgreen,
tm42,4,tms-and-hms,,
tm42,5,tms-and-hms,,
tm42,6,tms-and-hms,,
tm42,7,tms,sun-moon,
tm42,7,tms,ultra-sun-ultra-moon,
tm42,8,tms,,
tm42,9,tms,,
tm43,1,items,,
tm43,2,tms-and-hms,,
tm43,3,tms-and-hms,ruby-sapphire,
tm43,3,tms-and-hms,emerald,emerald
tm43,3,tm-case,firered-leafgreen,
tm43,4,tms-and-hms,,
tm43,5,tms-and-hms,,
tm43,6,tms-and-hms,,
tm43,7,tms,sun-moon,
tm43,7,tms,ultra-sun-ultra-moon,
tm43,8,tms,,
tm43,9,tms,,
tm44,1,items,,
tm44,2,tms-and-hms,,
tm44,3,tms-and-hms,ruby-sapphire,
tm44,3,tms-and-hms,emerald,emerald
tm44,3,tm-case,firered-leafgreen,
tm44,4,tms-and-hms,,
tm44,5,tms-and-hms,,
tm44,6,tms-and-hms,,
tm44,7,tms,sun-moon,
tm44,7,tms,ultra-sun-ultra-moon,
tm44,8,tms,,
tm44,9,tms,,
tm45,1,items,,
tm45,2,tms-and-hms,,
tm45,3,tms-and-hms,ruby-sapphire,
tm45,3,tms-and-hms,emerald,emerald
tm45,3,tm-case,firered-leafgreen,
tm45,4,tms-and-hms,,
tm45,5,tms-and-hms,,
tm45,6,tms-and-hms,,
tm45,7,tms,sun-moon,
tm45,7,tms,ultra-sun-ultra-moon,
tm45,8,tms,,
tm45,9,tms,,
tm46,1,items,,
tm46,2,tms-and-hms,,
tm46,3,tms-and-hms,ruby-sapphire,
tm46,3,tms-and-hms,emerald,emerald
tm46,3,tm-case,firered-leafgreen,
tm46,4,tms-and-hms,,
tm46,5,tms-and-hms,,
tm46,6,tms-and-hms,,
tm46,7,tms,sun-moon,
tm46,7,tms,ultra-sun-ultra-moon,
tm46,8,tms,,
tm46,9,tms,,
tm47,1,items,,
tm47,2,tms-and-hms,,
tm47,3,tms-and-hms,ruby-sapphire,
tm47,3,tms-and-hms,emerald,emerald
tm47,3,tm-case,firered-leafgreen,
tm47,4,tms-and-hms,,
tm47,5,tms-and-hms,,
tm47,6,tms-and-hms,,
tm47,7,tms,sun-moon,
tm47,7,tms,ultra-sun-ultra-moon,
tm47,8,tms,,
tm47,9,tms,,
tm48,1,items,,
tm48,2,tms-and-hms,,
tm48,3,tms-and-hms,ruby-sapphire,
tm48,3,tms-and-hms,emerald,emerald
tm48,3,tm-case,firered-leafgreen,
tm48,4,tms-and-hms,,
tm48,5,tms-and-hms,,
tm48,6,tms-and-hms,,
tm48,7,tms,sun-moon,
tm48,7,tms,ultra-sun-ultra-moon,
tm48,8,tms,,
tm48,9,tms,,
tm49,1,items,,
tm49,2,tms-and-hms,,
tm49,3,tms-and-hms,ruby-sapphire,
tm49,3,tms-and-hms,emerald,emerald
tm49,3,tm-case,firered-leafgreen,
tm49,4,tms-and-hms,,
tm49,5,tms-and-hms,,
tm49,6,tms-and-hms,,
tm49,7,tms,sun-moon,
tm49,7,tms,ultra-sun-ultra-moon,
tm49,8,tms,,
tm49,9,tms,,
tm50,1,items,red-blue,
tm50,1,items,yellow,yellow
tm50,2,tms-and-hms,gold-silver,
tm50,2,tms-and-hms,crystal,crystal
tm50,3,tms-and-hms,ruby-sapphire,
tm50,3,tms-and-hms,emerald,emerald
tm50,3,tm-case,firered-leafgreen,
tm50,4,tms-and-hms,,
tm50,5,tms-and-hms,,
tm50,6,tms-and-hms,,
tm50,7,tms,sun-moon,
tm50,7,tms,ultra-sun-ultra-moon,
tm50,8,tms,,
tm50,9,tms,scarlet-violet,
tm51,4,tms-and-hms,,
tm51,5,tms-and-hms,,
tm51,6,tms-and-hms,,
tm51,7,tms,sun-moon,
tm51,7,tms,ultra-sun-ultra-moon,
tm51,7,tm-case,lets-go-pikachu-lets-go-eevee,
tm51,8,tms,,
tm51,9,tms,,
tm52,4,tms-and-hms,,
tm52,5,tms-and-hms,,
tm52,6,tms-and-hms,,
tm52,7,tms,sun-moon,
tm52,7,tms,ultra-sun-ultra-moon,
tm52,8,tms,,
tm52,9,tms,,
tm53,4,tms-and-hms,,
tm53,5,tms-and-hms,,
tm53,6,tms-and-hms,,
tm53,7,tms,sun-moon,
tm53,7,tms,ultra-sun-ultra-moon,
tm53,8,tms,,
tm53,9,tms,,
tm54,4,tms-and-hms,,
tm54,5,tms-and-hms,,
tm54,6,tms-and-hms,,
tm54,7,tms,sun-moon,
tm54,8,tms,,
tm54,9,tms,,
tm55,4,tms-and-hms,,
tm55,5,tms-and-hms,,
tm55,6,tms-and-hms,,
tm55,7,tms,sun-moon,
tm55,7,tms,ultra-sun-ultra-moon,
tm55,8,tms,,
tm55,9,tms,,
tm56,4,tms-and-hms,,
tm56,5,tms-and-hms,,
tm56,6,tms-and-hms,,
tm56,7,tms,sun-moon,
tm56,7,tms,ultra-sun-ultra-moon,
tm56,8,tms,,
tm56,9,tms,,
tm57,4,tms-and-hms,,
tm57,5,tms-and-hms,,
tm57,6,tms-and-hms,,
tm57,7,tms,sun-moon,
tm57,7,tms,ultra-sun-ultra-moon,
tm57,7,tm-case,lets-go-pikachu-lets-go-eevee,
tm57,8,tms,,
tm57,9,tms,,
tm58,4,tms-and-hms,,
tm58,5,tms-and-hms,,
tm58,6,tms-and-hms,,
tm58,7,tms,sun-moon,
tm58,7,tms,ultra-sun-ultra-moon,
tm58,8,tms,,
tm58,9,tms,,
tm59,4,tms-and-hms,,
tm59,5,tms-and-hms,,
tm59,6,tms-and-hms,,
tm59,7,tms,sun-moon,
tm59,7,tms,ultra-sun-ultra-moon,
tm59,7,tm-case,lets-go-pikachu-lets-go-eevee,
tm59,8,tms,,
tm59,9,tms,,
tm60,4,tms-and-hms,,
tm60,5,tms-and-hms,,
tm60,6,tms-and-hms,,
tm60,7,tms,sun-moon,
tm60,7,tms,ultra-sun-ultra-moon,
tm60,8,tms,sword-shield,
tm60,9,tms,scarlet-violet,
tm61,4,tms-and-hms,,
tm61,5,tms-and-hms,,
tm61,6,tms-and-hms,,
tm61,7,tms,sun-moon,
tm61,7,tms,ultra-sun-ultra-moon,
tm61,8,tms,,
tm61,9,tms,,
tm62,4,tms-and-hms,,
tm62,5,tms-and-hms,,
tm62,6,tms-and-hms,,
tm62,7,tms,sun-moon,
tm62,7,tms,ultra-sun-ultra-moon,
tm62,8,tms,,
tm62,9,tms,,
tm63,4,tms-and-hms,,
tm63,5,tms-and-hms,,
tm63,6,tms-and-hms,,
tm63,7,tms,sun-moon,
tm63,7,tms,ultra-sun-ultra-moon,
tm63,8,tms,,
tm63,9,tms,,
tm64,4,tms-and-hms,,
tm64,5,tms-and-hms,,
tm64,6,tms-and-hms,,
tm64,7,tms,sun-moon,
tm64,7,tms,ultra-sun-ultra-moon,
tm64,8,tms,,
tm64,9,tms,,
tm65,4,tms-and-hms,,
tm65,5,tms-and-hms,,
tm65,6,tms-and-hms,,
tm65,7,tms,sun-moon,
tm65,7,tms,ultra-sun-ultra-moon,
tm65,8,tms,,
tm65,9,tms,,
tm66,4,tms-and-hms,,
tm66,5,tms-and-hms,,
tm66,6,tms-and-hms,,
tm66,7,tms,sun-moon,
tm66,7,tms,ultra-sun-ultra-moon,
tm66,8,tms,,
tm66,9,tms,,
tm67,4,tms-and-hms,,
tm67,5,tms-and-hms,,
tm67,6,tms-and-hms,,
tm67,7,tms,sun-moon,
tm67,7,tms,ultra-sun-ultra-moon,
tm67,8,tms,,
tm67,9,tms,,
tm68,4,tms-and-hms,,
tm68,5,tms-and-hms,,
tm68,6,tms-and-hms,,
tm68,7,tms,sun-moon,
tm68,7,tms,ultra-sun-ultra-moon,
tm68,8,tms,,
tm68,9,tms,,
tm69,4,tms-and-hms,,
tm69,5,tms-and-hms,,
tm69,6,tms-and-hms,,
tm69,7,tms,sun-moon,
tm69,7,tms,ultra-sun-ultra-moon,
tm69,8,tms,,
tm69,9,tms,,
tm70,4,tms-and-hms,,
tm70,5,tms-and-hms,,
tm70,6,tms-and-hms,,
tm70,7,tms,sun-moon,
tm70,7,tms,ultra-sun-ultra-moon,
tm70,8,tms,,
tm70,9,tms,,
tm71,4,tms-and-hms,,
tm71,5,tms-and-hms,,
tm71,6,tms-and-hms,,
tm71,7,tms,sun-moon,
tm71,7,tms,ultra-sun-ultra-moon,
tm71,8,tms,,
tm71,9,tms,,
tm72,4,tms-and-hms,,
tm72,5,tms-and-hms,,
tm72,6,tms-and-hms,,
tm72,7,tms,sun-moon,
tm72,7,tms,ultra-sun-ultra-moon,
tm72,8,tms,,
tm72,9,tms,,
tm73,4,tms-and-hms,,
tm73,5,tms-and-hms,,
tm73,6,tms-and-hms,,
tm73,7,tms,sun-moon,
tm73,7,tms,ultra-sun-ultra-moon,
tm73,8,tms,,
tm73,9,tms,,
tm74,4,tms-and-hms,,
tm74,5,tms-and-hms,,
tm74,6,tms-and-hms,,
tm74,7,tms,sun-moon,
tm74,7,tms,ultra-sun-ultra-moon,
tm74,8,tms,,
tm74,9,tms,,
tm75,4,tms-and-hms,,
tm75,5,tms-and-hms,,
tm75,6,tms-and-hms,,
tm75,7,tms,sun-moon,
tm75,7,tms,ultra-sun-ultra-moon,
tm75,8,tms,,
tm75,9,tms,,
tm76,4,tms-and-hms,,
tm76,5,tms-and-hms,,
tm76,6,tms-and-hms,,
tm76,7,tms,sun-moon,
tm76,7,tms,ultra-sun-ultra-moon,
tm76,8,tms,,
tm76,9,tms,,
tm77,4,tms-and-hms,,
tm77,5,tms-and-hms,,
tm77,6,tms-and-hms,,
tm77,7,tms,sun-moon,
tm77,7,tms,ultra-sun-ultra-moon,
tm77,8,tms,,
tm77,9,tms,,
tm78,4,tms-and-hms,,
tm78,5,tms-and-hms,,
tm78,6,tms-and-hms,,
tm78,7,tms,sun-moon,
tm78,7,tms,ultra-sun-ultra-moon,
tm78,8,tms,,
tm78,9,tms,,
tm79,4,tms-and-hms,,
tm79,5,tms-and-hms,,
tm79,6,tms-and-hms,,
tm79,7,tms,sun-moon,
tm79,7,tms,ultra-sun-ultra-moon,
tm79,8,tms,,
tm79,9,tms,,
