identifier,id,category,category_pokedb,cost,fling_power,fling_effect,introduced_generation,flags,is_consumable,is_holdable,is_field_usable,is_battle_usable,description,source
apicot-berry,182,in-a-pinch,berries,80,10,berry-effect,3,holdable-active,1,1,0,0,A Berry that raises the holder’s Special Defense when its HP is low.,both
lansat-berry,183,in-a-pinch,berries,80,10,berry-effect,3,holdable-active,1,1,0,1,A Berry that raises the holder's critical-hit ratio when its HP is low.,both
starf-berry,184,in-a-pinch,berries,80,10,berry-effect,3,holdable-active,1,1,0,1,A Berry that sharply raises one of the holder’s stats when it is in a pinch.,both
enigma-berry,185,other,berries,80,10,,3,holdable-active,1,1,0,1,A mysterious Berry that restores HP when the holder is hit by a super-effective move.,both
micle-berry,186,in-a-pinch,berries,80,10,berry-effect,4,holdable-active,1,1,0,1,A Berry that raises the holder’s move accuracy once when it is in a pinch.,both
custap-berry,187,in-a-pinch,berries,80,10,,4,holdable-active,1,1,0,1,A Berry that allows the holder to move first once when it is in a pinch.,both
jaboca-berry,188,other,berries,80,10,,4,holdable-active,1,1,0,0,A Berry that damages an attacker when the holder is hit by a physical move.,both
rowap-berry,189,other,berries,80,10,,4,holdable-active,1,1,0,0,A Berry that damages an attacker when the holder is hit by a special move.,both
bright-powder,190,held-items,held-items,4000,10,,2,holdable;holdable-active,0,1,0,0,A held item that lowers the accuracy of moves targeting the holder.,both
white-herb,191,held-items,held-items,4000,10,herb-effect,3,holdable;holdable-active,1,1,0,1,A held item that restores all lowered stats of the holder once.,both
macho-brace,192,effort-training,held-items,3000,60,,3,holdable;holdable-active,0,1,0,0,A held item that doubles effort values gained in battle while halving the holder’s Speed.,both
exp-share,193,training,misc-items,0,30,,1,holdable;holdable-active,0,1,1,0,A device that allows Pokémon to receive a share of experience points even if they do not participate in battle.,both
quick-claw,194,held-items,held-items,4000,80,,2,holdable;holdable-active,0,1,0,0,"A light, sharp claw that occasionally lets the holder move first in its priority bracket.",both
soothe-bell,195,training,held-items,4000,10,,3,holdable;holdable-active,0,1,0,0,A held item that increases the rate at which the holder’s friendship grows.,both
mental-herb,196,held-items,held-items,4000,10,herb-effect,3,holdable;holdable-active,1,1,0,1,A held item that cures the holder of infatuation and other move-binding mental effects once.,both
choice-band,197,choice,held-items,4000,10,,3,holdable;holdable-active,0,1,0,0,A held item that boosts the holder's Attack but restricts it to using only one move.,both
kings-rock,198,held-items,held-items,5000,30,flinch,2,holdable;holdable-active,0,1,0,1,A held item that may cause the target to flinch and enables certain Pokémon to evolve when traded.,both
silver-powder,199,type-enhancement,held-items,1000,10,,2,holdable;holdable-active,0,1,0,0,A shiny silver powder that boosts the power of Bug-type moves when held.,both
amulet-coin,200,training,held-items,10000,30,,2,holdable;holdable-active,0,1,0,0,A held item that doubles the prize money earned after battles when the holder participates.,both
cleanse-tag,201,training,held-items,5000,30,,2,holdable,0,1,0,0,A held item that reduces the encounter rate of wild Pokémon.,both
soul-dew,202,species-specific,held-items,0,30,,3,holdable,0,1,0,0,"A held item that enhances Latios’s and Latias’s battle performance, with effects changing by generation.",both
deep-sea-tooth,203,species-specific,evolution-items,2000,90,,3,holdable,1,1,0,0,A held item that boosts Clamperl’s Special Attack and allows it to evolve into Huntail when traded.,both
deep-sea-scale,204,species-specific,held-items,2000,30,,3,holdable,1,1,0,1,A held item that raises Clamperl's Special Defense and allows it to evolve into Gorebyss when traded.,both
smoke-ball,205,held-items,held-items,4000,30,,2,holdable;holdable-active,0,1,0,0,A held item that guarantees the holder can flee from wild Pokémon encounters.,both
everstone,206,training,held-items,3000,30,,2,holdable;holdable-active;underground,0,1,0,0,A peculiar stone that prevents the Pokémon holding it from evolving.,both
focus-band,207,held-items,held-items,4000,10,,2,holdable;holdable-active,0,1,0,1,A held item that may allow the holder to survive a would-be knockout with 1 HP.,both
lucky-egg,208,training,misc-items,10000,30,,2,holdable;holdable-active,0,1,0,0,A held item that increases the experience points gained by the holder.,both
scope-lens,209,held-items,held-items,4000,30,,2,holdable;holdable-active,0,1,0,0,A held item that raises the holder’s critical hit ratio.,both
metal-coat,210,type-enhancement,held-items,2000,30,,2,holdable;holdable-active,1,1,1,0,A special metallic film that boosts the power of Steel-type moves and can trigger certain Pokémon evolutions.,both
leftovers,211,held-items,held-items,4000,10,,2,holdable;holdable-active,0,1,0,0,A held item that gradually restores the holder's HP during battle.,both
dragon-scale,212,evolution,evolution-items,2000,30,,2,,1,1,0,0,"A tough, inflexible scale that allows Seadra to evolve into Kingdra when traded while holding it.",both
light-ball,213,species-specific,held-items,1000,30,paralyze,2,holdable,0,1,0,0,A mysterious electric orb that boosts Pikachu’s offensive power when held.,both
soft-sand,214,type-enhancement,held-items,1000,10,,2,holdable;holdable-active,0,1,0,0,A held item that boosts the power of Ground-type moves.,both
hard-stone,215,type-enhancement,held-items,1000,100,,2,holdable;holdable-active;underground,0,1,0,0,A held item that boosts the power of Rock-type moves.,both
miracle-seed,216,type-enhancement,held-items,1000,30,,2,holdable;holdable-active,0,1,0,0,A held item that boosts the power of Grass-type moves.,both
black-glasses,217,type-enhancement,held-items,1000,30,,2,holdable;holdable-active,0,1,0,0,A pair of shady-looking glasses that boost the power of Dark-type moves when held.,both
black-belt,218,type-enhancement,held-items,1000,30,,2,holdable;holdable-active,0,1,0,0,A held item that boosts the power of Fighting-type moves.,both
magnet,219,type-enhancement,held-items,1000,30,,2,holdable;holdable-active,0,1,0,0,A held item that boosts the power of Electric-type moves.,both
mystic-water,220,type-enhancement,held-items,1000,30,,2,holdable;holdable-active,0,1,0,0,A type-enhancing held item that boosts the power of Water-type moves.,both
sharp-beak,221,type-enhancement,held-items,1000,50,,2,holdable;holdable-active,0,1,0,0,A held item that boosts the power of Flying-type moves.,both
poison-barb,222,type-enhancement,held-items,1000,70,poison,2,holdable;holdable-active,0,1,0,0,A small poisonous barb that boosts the power of Poison-type moves when held.,both
never-melt-ice,223,type-enhancement,held-items,1000,30,,2,holdable;holdable-active,0,1,0,0,A held item that boosts the power of Ice-type moves.,both
spell-tag,224,type-enhancement,held-items,1000,30,,2,holdable;holdable-active,0,1,0,0,A held item that boosts the power of Ghost-type moves.,both
twisted-spoon,225,type-enhancement,held-items,1000,30,,2,holdable;holdable-active,0,1,0,0,A spoon imbued with telekinetic power that boosts the power of Psychic-type moves when held.,both
charcoal,226,type-enhancement,held-items,1000,30,,2,holdable;holdable-active,0,1,0,0,A held item that boosts the power of Fire-type moves.,both
dragon-fang,227,type-enhancement,held-items,1000,70,,2,holdable;holdable-active,0,1,0,0,A hard and sharp fang that boosts the power of Dragon-type moves when held.,both
silk-scarf,228,type-enhancement,held-items,1000,10,,3,holdable;holdable-active,0,1,0,0,A held item that boosts the power of Normal-type moves.,both
up-grade,229,evolution,held-items,2000,30,,2,,1,1,1,0,A transparent device filled with data that allows Porygon to evolve into Porygon2.,both
shell-bell,230,held-items,held-items,4000,30,,3,holdable;holdable-active,0,1,0,0,A held item that restores a little HP to the holder every time it inflicts damage.,both
sea-incense,231,type-enhancement,held-items,2000,10,,3,holdable;holdable-active,0,1,0,0,A held incense that boosts the power of Water-type moves and affects Azurill breeding.,both
lax-incense,232,held-items,held-items,5000,10,,3,holdable;holdable-active,0,1,0,1,A held incense that lowers the accuracy of moves targeting the holder and allows Wobbuffet to produce Wynaut Eggs.,both
lucky-punch,233,species-specific,held-items,1000,40,,2,holdable,0,1,0,0,A held item that boosts the critical hit ratio of Chansey.,both
metal-powder,234,species-specific,held-items,1000,10,,2,holdable,0,1,0,0,A held item that boosts the Defense of a Ditto that holds it.,both
thick-club,235,species-specific,held-items,1000,90,,2,holdable,0,1,0,0,A held item that doubles the Attack stat of Cubone or Marowak.,both
stick,236,species-specific,held-items,1000,60,,2,holdable,0,1,0,0,A held item that boosts the critical-hit ratio of Farfetch'd or Sirfetch'd.,both
red-scarf,237,scarves,held-items,100,10,,3,holdable-active,0,1,0,0,A held item that raises the holder’s Coolness in Pokémon Contests.,both
blue-scarf,238,scarves,held-items,100,10,,3,holdable-active,0,1,0,0,A held item that raises the holder’s Beauty in Pokémon Contests.,both
pink-scarf,239,scarves,held-items,100,10,,3,holdable-active,0,1,0,0,A held item that raises the holder’s Cuteness in Pokémon Contests.,both
green-scarf,240,scarves,held-items,100,10,,3,holdable-active,0,1,0,0,A held item that increases the holder's Cleverness in Pokémon Contests.,both
yellow-scarf,241,scarves,held-items,100,10,,3,holdable-active,0,1,0,0,A held item that raises the holder's Toughness in Pokémon Contests.,both
wide-lens,242,held-items,held-items,4000,10,,4,holdable;holdable-active,0,1,0,0,A magnifying lens held by a Pokémon that slightly boosts the accuracy of its moves.,both
muscle-band,243,held-items,held-items,4000,10,,4,holdable;holdable-active,0,1,0,0,A held item that slightly boosts the power of the holder’s physical moves.,both
wise-glasses,244,held-items,held-items,4000,10,,4,holdable;holdable-active,0,1,0,0,A held item that slightly boosts the power of the holder's special moves.,both
expert-belt,245,held-items,held-items,4000,10,,4,holdable;holdable-active,0,1,0,0,A held item that boosts the power of the holder’s supereffective moves.,both
light-clay,246,held-items,held-items,4000,30,,4,holdable;holdable-active;underground,0,1,0,0,A held item that extends the duration of protective barrier moves used by the holder.,both
life-orb,247,held-items,held-items,4000,30,,4,holdable;holdable-active,0,1,0,0,A held item that boosts the power of the holder’s damaging moves at the cost of HP after each attack.,both
power-herb,248,held-items,held-items,4000,10,,4,holdable;holdable-active,1,1,0,1,A held item that allows a Pokémon to immediately use a move that normally requires a charging turn.,both
toxic-orb,249,bad-held-items,held-items,4000,30,badly-poison,4,holdable;holdable-active,0,1,0,0,A held item that badly poisons the holder during battle.,both
flame-orb,250,bad-held-items,held-items,4000,30,burn,4,holdable;holdable-active,0,1,0,0,A bizarre orb that burns the Pokémon holding it.,both
quick-powder,251,species-specific,held-items,1000,10,,4,holdable,0,1,0,0,A held item that doubles the Speed stat of a Ditto holding it.,both
focus-sash,252,held-items,held-items,4000,10,,4,holdable;holdable-active,1,1,0,1,A held item that allows the holder to survive a potentially fatal hit with 1 HP when at full HP.,both
zoom-lens,253,held-items,held-items,4000,10,,4,holdable;holdable-active,0,1,0,1,A held item that boosts the holder's move accuracy when it acts after its target in the same turn.,both
metronome,254,held-items,held-items,4000,30,,4,holdable;holdable-active,0,1,0,0,A held item that boosts the power of a move when it is used consecutively.,both
iron-ball,255,bad-held-items,held-items,4000,130,,4,holdable;holdable-active;underground,0,1,0,0,"A held item that halves the holder's Speed and makes it grounded, allowing Ground-type moves to hit Flying or levitating Pokémon.",both
lagging-tail,256,bad-held-items,held-items,4000,10,,4,holdable;holdable-active,0,1,0,1,A held item that is tremendously heavy and forces the holder to move last in its priority bracket.,both
destiny-knot,257,held-items,held-items,4000,10,,4,holdable;holdable-active,0,1,0,0,A bright red string to be held by a Pokémon that causes infatuation to be shared with the opposing Pokémon and affects IV inheritance when breeding.,both
black-sludge,258,held-items,held-items,4000,30,,4,holdable;holdable-active,0,1,0,0,A held item that restores HP to Poison-type Pokémon each turn but damages all other types.,both
icy-rock,259,held-items,held-items,4000,40,,4,holdable;holdable-active;underground,0,1,0,0,A held item that extends the duration of hail or snow created by the holder.,both
smooth-rock,260,held-items,held-items,4000,10,,4,holdable;holdable-active;underground,0,1,0,0,A held item that extends the duration of sandstorm.,both
heat-rock,261,held-items,held-items,4000,60,,4,holdable;holdable-active;underground,0,1,0,0,A held item that extends the duration of harsh sunlight caused by the holder.,both
damp-rock,262,held-items,held-items,4000,60,,4,holdable;holdable-active;underground,0,1,0,0,A held item that extends the duration of rain caused by the holder.,both
grip-claw,263,held-items,held-items,4000,90,,4,holdable;holdable-active,0,1,0,0,A held item that extends the duration of binding moves such as Bind and Wrap.,both
choice-scarf,264,choice,held-items,4000,10,,4,holdable;holdable-active,0,1,0,1,A held item that boosts the holder's Speed but locks it into using only one move.,both
sticky-barb,265,bad-held-items,held-items,4000,80,,4,holdable;holdable-active,0,1,0,0,A held item that damages its holder each turn and can transfer to Pokémon that make contact.,both
