identifier,id,pokemon,form_identifier,introduced_in_version_group,is_default,is_battle_only,is_mega,form_order,order,form_name_ja_hrkt,pokemon_name_ja_hrkt,form_name_ko,form_name_fr,pokemon_name_fr,form_name_de,pokemon_name_de,form_name_es,form_name_it,form_name_en,pokemon_name_en,form_name_ja,pokemon_name_ja,form_name_es_419,form_name_zh_hant,form_name_zh_hans
aggron,306,aggron,,ruby-sapphire,1,0,0,1,448,,,,,,,,,,,,,,,,
meditite,307,meditite,,ruby-sapphire,1,0,0,1,450,,,,,,,,,,,,,,,,
medicham,308,medicham,,ruby-sapphire,1,0,0,1,451,,,,,,,,,,,,,,,,
electrike,309,electrike,,ruby-sapphire,1,0,0,1,453,,,,,,,,,,,,,,,,
manectric,310,manectric,,ruby-sapphire,1,0,0,1,454,,,,,,,,,,,,,,,,
plusle,311,plusle,,ruby-sapphire,1,0,0,1,456,,,,,,,,,,,,,,,,
minun,312,minun,,ruby-sapphire,1,0,0,1,457,,,,,,,,,,,,,,,,
volbeat,313,volbeat,,ruby-sapphire,1,0,0,1,458,,,,,,,,,,,,,,,,
illumise,314,illumise,,ruby-sapphire,1,0,0,1,459,,,,,,,,,,,,,,,,
roselia,315,roselia,,ruby-sapphire,1,0,0,1,461,,,,,,,,,,,,,,,,
gulpin,316,gulpin,,ruby-sapphire,1,0,0,1,463,,,,,,,,,,,,,,,,
swalot,317,swalot,,ruby-sapphire,1,0,0,1,464,,,,,,,,,,,,,,,,
carvanha,318,carvanha,,ruby-sapphire,1,0,0,1,465,,,,,,,,,,,,,,,,
sharpedo,319,sharpedo,,ruby-sapphire,1,0,0,1,466,,,,,,,,,,,,,,,,
wailmer,320,wailmer,,ruby-sapphire,1,0,0,1,468,,,,,,,,,,,,,,,,
wailord,321,wailord,,ruby-sapphire,1,0,0,1,469,,,,,,,,,,,,,,,,
numel,322,numel,,ruby-sapphire,1,0,0,1,470,,,,,,,,,,,,,,,,
camerupt,323,camerupt,,ruby-sapphire,1,0,0,1,471,,,,,,,,,,,,,,,,
torkoal,324,torkoal,,ruby-sapphire,1,0,0,1,473,,,,,,,,,,,,,,,,
spoink,325,spoink,,ruby-sapphire,1,0,0,1,474,,,,,,,,,,,,,,,,
grumpig,326,grumpig,,ruby-sapphire,1,0,0,1,475,,,,,,,,,,,,,,,,
spinda,327,spinda,,ruby-sapphire,1,0,0,1,476,,,,,,,,,,,,,,,,
trapinch,328,trapinch,,ruby-sapphire,1,0,0,1,477,,,,,,,,,,,,,,,,
vibrava,329,vibrava,,ruby-sapphire,1,0,0,1,478,,,,,,,,,,,,,,,,
flygon,330,flygon,,ruby-sapphire,1,0,0,1,479,,,,,,,,,,,,,,,,
cacnea,331,cacnea,,ruby-sapphire,1,0,0,1,480,,,,,,,,,,,,,,,,
cacturne,332,cacturne,,ruby-sapphire,1,0,0,1,481,,,,,,,,,,,,,,,,
swablu,333,swablu,,ruby-sapphire,1,0,0,1,482,,,,,,,,,,,,,,,,
altaria,334,altaria,,ruby-sapphire,1,0,0,1,483,,,,,,,,,,,,,,,,
zangoose,335,zangoose,,ruby-sapphire,1,0,0,1,485,,,,,,,,,,,,,,,,
seviper,336,seviper,,ruby-sapphire,1,0,0,1,486,,,,,,,,,,,,,,,,
lunatone,337,lunatone,,ruby-sapphire,1,0,0,1,487,,,,,,,,,,,,,,,,
solrock,338,solrock,,ruby-sapphire,1,0,0,1,488,,,,,,,,,,,,,,,,
barboach,339,barboach,,ruby-sapphire,1,0,0,1,489,,,,,,,,,,,,,,,,
whiscash,340,whiscash,,ruby-sapphire,1,0,0,1,490,,,,,,,,,,,,,,,,
corphish,341,corphish,,ruby-sapphire,1,0,0,1,491,,,,,,,,,,,,,,,,
crawdaunt,342,crawdaunt,,ruby-sapphire,1,0,0,1,492,,,,,,,,,,,,,,,,
baltoy,343,baltoy,,ruby-sapphire,1,0,0,1,493,,,,,,,,,,,,,,,,
claydol,344,claydol,,ruby-sapphire,1,0,0,1,494,,,,,,,,,,,,,,,,
lileep,345,lileep,,ruby-sapphire,1,0,0,1,495,,,,,,,,,,,,,,,,
cradily,346,cradily,,ruby-sapphire,1,0,0,1,496,,,,,,,,,,,,,,,,
anorith,347,anorith,,ruby-sapphire,1,0,0,1,497,,,,,,,,,,,,,,,,
armaldo,348,armaldo,,ruby-sapphire,1,0,0,1,498,,,,,,,,,,,,,,,,
feebas,349,feebas,,ruby-sapphire,1,0,0,1,499,,,,,,,,,,,,,,,,
milotic,350,milotic,,ruby-sapphire,1,0,0,1,500,,,,,,,,,,,,,,,,
castform,351,castform,,ruby-sapphire,1,0,0,1,501,ポワルンのすがた,,캐스퐁의 모습,Forme de Morphéo,Morphéo,Formeo,Formeo,Forma de Castform,Forma Castform,Normal,,ポワルンのすがた,,Forma de Castform,飄浮泡泡的樣子,飘浮泡泡的样子
kecleon,352,kecleon,,ruby-sapphire,1,0,0,1,505,,,,,,,,,,,,,,,,
shuppet,353,shuppet,,ruby-sapphire,1,0,0,1,506,,,,,,,,,,,,,,,,
banette,354,banette,,ruby-sapphire,1,0,0,1,507,,,,,,,,,,,,,,,,
duskull,355,duskull,,ruby-sapphire,1,0,0,1,509,,,,,,,,,,,,,,,,
dusclops,356,dusclops,,ruby-sapphire,1,0,0,1,510,,,,,,,,,,,,,,,,
tropius,357,tropius,,ruby-sapphire,1,0,0,1,512,,,,,,,,,,,,,,,,
chimecho,358,chimecho,,ruby-sapphire,1,0,0,1,514,,,,,,,,,,,,,,,,
absol,359,absol,,ruby-sapphire,1,0,0,1,516,,,,,,,,,,,,,,,,
wynaut,360,wynaut,,ruby-sapphire,1,0,0,1,334,,,,,,,,,,,,,,,,
snorunt,361,snorunt,,ruby-sapphire,1,0,0,1,519,,,,,,,,,,,,,,,,
glalie,362,glalie,,ruby-sapphire,1,0,0,1,520,,,,,,,,,,,,,,,,
spheal,363,spheal,,ruby-sapphire,1,0,0,1,524,,,,,,,,,,,,,,,,
sealeo,364,sealeo,,ruby-sapphire,1,0,0,1,525,,,,,,,,,,,,,,,,
walrein,365,walrein,,ruby-sapphire,1,0,0,1,526,,,,,,,,,,,,,,,,
clamperl,366,clamperl,,ruby-sapphire,1,0,0,1,527,,,,,,,,,,,,,,,,
huntail,367,huntail,,ruby-sapphire,1,0,0,1,528,,,,,,,,,,,,,,,,
gorebyss,368,gorebyss,,ruby-sapphire,1,0,0,1,529,,,,,,,,,,,,,,,,
relicanth,369,relicanth,,ruby-sapphire,1,0,0,1,530,,,,,,,,,,,,,,,,
luvdisc,370,luvdisc,,ruby-sapphire,1,0,0,1,531,,,,,,,,,,,,,,,,
bagon,371,bagon,,ruby-sapphire,1,0,0,1,532,,,,,,,,,,,,,,,,
shelgon,372,shelgon,,ruby-sapphire,1,0,0,1,533,,,,,,,,,,,,,,,,
salamence,373,salamence,,ruby-sapphire,1,0,0,1,534,,,,,,,,,,,,,,,,
beldum,374,beldum,,ruby-sapphire,1,0,0,1,536,,,,,,,,,,,,,,,,
metang,375,metang,,ruby-sapphire,1,0,0,1,537,,,,,,,,,,,,,,,,
metagross,376,metagross,,ruby-sapphire,1,0,0,1,538,,,,,,,,,,,,,,,,
regirock,377,regirock,,ruby-sapphire,1,0,0,1,540,,,,,,,,,,,,,,,,
regice,378,regice,,ruby-sapphire,1,0,0,1,541,,,,,,,,,,,,,,,,
registeel,379,registeel,,ruby-sapphire,1,0,0,1,542,,,,,,,,,,,,,,,,
latias,380,latias,,ruby-sapphire,1,0,0,1,543,,,,,,,,,,,,,,,,
latios,381,latios,,ruby-sapphire,1,0,0,1,545,,,,,,,,,,,,,,,,
kyogre,382,kyogre,,ruby-sapphire,1,0,0,1,547,カイオーガのすがた,,가이오가의 모습,Kyogre,Kyogre,Kyogre,Kyogre,Kyogre,,Kyogre,,カイオーガのすがた,,Kyogre,蓋歐卡的樣子,盖欧卡的样子
groudon,383,groudon,,ruby-sapphire,1,0,0,1,549,グラードンのすがた,,그란돈의 모습,Groudon,Groudon,Groudon,Groudon,Groudon,,Groudon,,グラードンのすがた,,Groudon,固拉多的樣子,固拉多的样子
rayquaza,384,rayquaza,,ruby-sapphire,1,0,0,1,551,,,,,,,,,,,,,,,,
jirachi,385,jirachi,,ruby-sapphire,1,0,0,1,553,,,,,,,,,,,,,,,,
deoxys-normal,386,deoxys-normal,normal,ruby-sapphire,1,0,0,1,554,ノーマルフォルム,,노말폼,Forme Normale,Deoxys Normal,Normalform,Deoxys,Forma Normal,Forma Normale,Normal Forme,Normal Deoxys,ノーマルフォルム,,Forma Normal,普通形態,普通形态
turtwig,387,turtwig,,diamond-pearl,1,0,0,1,558,,,,,,,,,,,,,,,,
grotle,388,grotle,,diamond-pearl,1,0,0,1,559,,,,,,,,,,,,,,,,
torterra,389,torterra,,diamond-pearl,1,0,0,1,560,,,,,,,,,,,,,,,,
chimchar,390,chimchar,,diamond-pearl,1,0,0,1,561,,,,,,,,,,,,,,,,
monferno,391,monferno,,diamond-pearl,1,0,0,1,562,,,,,,,,,,,,,,,,
infernape,392,infernape,,diamond-pearl,1,0,0,1,563,,,,,,,,,,,,,,,,
piplup,393,piplup,,diamond-pearl,1,0,0,1,564,,,,,,,,,,,,,,,,
prinplup,394,prinplup,,diamond-pearl,1,0,0,1,565,,,,,,,,,,,,,,,,
empoleon,395,empoleon,,diamond-pearl,1,0,0,1,566,,,,,,,,,,,,,,,,
starly,396,starly,,diamond-pearl,1,0,0,1,567,,,,,,,,,,,,,,,,
staravia,397,staravia,,diamond-pearl,1,0,0,1,568,,,,,,,,,,,,,,,,
staraptor,398,staraptor,,diamond-pearl,1,0,0,1,569,,,,,,,,,,,,,,,,
bidoof,399,bidoof,,diamond-pearl,1,0,0,1,571,,,,,,,,,,,,,,,,
bibarel,400,bibarel,,diamond-pearl,1,0,0,1,572,,,,,,,,,,,,,,,,
kricketot,401,kricketot,,diamond-pearl,1,0,0,1,573,,,,,,,,,,,,,,,,
kricketune,402,kricketune,,diamond-pearl,1,0,0,1,574,,,,,,,,,,,,,,,,
shinx,403,shinx,,diamond-pearl,1,0,0,1,575,,,,,,,,,,,,,,,,
luxio,404,luxio,,diamond-pearl,1,0,0,1,576,,,,,,,,,,,,,,,,
luxray,405,luxray,,diamond-pearl,1,0,0,1,577,,,,,,,,,,,,,,,,
budew,406,budew,,diamond-pearl,1,0,0,1,460,,,,,,,,,,,,,,,,
roserade,407,roserade,,diamond-pearl,1,0,0,1,462,,,,,,,,,,,,,,,,
cranidos,408,cranidos,,diamond-pearl,1,0,0,1,578,,,,,,,,,,,,,,,,
rampardos,409,rampardos,,diamond-pearl,1,0,0,1,579,,,,,,,,,,,,,,,,
shieldon,410,shieldon,,diamond-pearl,1,0,0,1,580,,,,,,,,,,,,,,,,
bastiodon,411,bastiodon,,diamond-pearl,1,0,0,1,581,,,,,,,,,,,,,,,,
burmy-plant,412,burmy,plant,diamond-pearl,1,0,0,1,582,くさきのミノ,,초목도롱,Cape Plante,Cheniti Plante,Pflanzenumhang,Burmy (Pflanze),Tronco Planta,Manto Pianta,Plant Cloak,Plant Burmy,くさきのミノ,,Tronco Planta,,
wormadam-plant,413,wormadam-plant,plant,diamond-pearl,1,0,0,1,585,くさきのミノ,,초목도롱,Cape Plante,Cheniselle Plante,Pflanzenumhang,Burmadame (Pflanze),Tronco Planta,Manto Pianta,Plant Cloak,Plant Wormadam,くさきのミノ,,Tronco Planta,草木蓑衣,草木蓑衣
mothim-plant,414,mothim,plant,diamond-pearl,1,0,0,1,588,,,,,,,,,,,,,,,,
combee,415,combee,,diamond-pearl,1,0,0,1,591,,,,,,,,,,,,,,,,
vespiquen,416,vespiquen,,diamond-pearl,1,0,0,1,592,,,,,,,,,,,,,,,,
pachirisu,417,pachirisu,,diamond-pearl,1,0,0,1,593,,,,,,,,,,,,,,,,
buizel,418,buizel,,diamond-pearl,1,0,0,1,594,,,,,,,,,,,,,,,,
floatzel,419,floatzel,,diamond-pearl,1,0,0,1,595,,,,,,,,,,,,,,,,
cherubi,420,cherubi,,diamond-pearl,1,0,0,1,596,,,,,,,,,,,,,,,,
cherrim-overcast,421,cherrim,overcast,diamond-pearl,1,0,0,1,597,ネガフォルム,,네거폼,Temps Couvert,Ceriflor Couvert,Wolkenform,Kinoso (Wolken),Forma Encapotado,Forma Nuvola,Overcast Form,Overcast Cherrim,ネガフォルム,,Forma Encapotado,陰天形態,阴天形态
shellos-west,422,shellos,west,diamond-pearl,1,0,0,1,599,にしのうみ,,서쪽바다,Mer Occident,Sancoki Occident,Westliches Meer,Westliches Schalellos,Mar Oeste,Mare Ovest,West Sea,West Shellos,にしのうみ,,Mar Oeste,西海,西海
gastrodon-west,423,gastrodon,west,diamond-pearl,1,0,0,1,601,にしのうみ,,서쪽바다,Mer Occident,Tritosor Occident,Westliches Meer,Westliches Gastrodon,Mar Oeste,Mare Ovest,West Sea,West Gastrodon,にしのうみ,,Mar Oeste,西海,西海
ambipom,424,ambipom,,diamond-pearl,1,0,0,1,295,,,,,,,,,,,,,,,,
drifloon,425,drifloon,,diamond-pearl,1,0,0,1,603,,,,,,,,,,,,,,,,
drifblim,426,drifblim,,diamond-pearl,1,0,0,1,604,,,,,,,,,,,,,,,,
buneary,427,buneary,,diamond-pearl,1,0,0,1,605,,,,,,,,,,,,,,,,
lopunny,428,lopunny,,diamond-pearl,1,0,0,1,606,,,,,,,,,,,,,,,,
mismagius,429,mismagius,,diamond-pearl,1,0,0,1,305,,,,,,,,,,,,,,,,
honchkrow,430,honchkrow,,diamond-pearl,1,0,0,1,303,,,,,,,,,,,,,,,,
glameow,431,glameow,,diamond-pearl,1,0,0,1,608,,,,,,,,,,,,,,,,
purugly,432,purugly,,diamond-pearl,1,0,0,1,609,,,,,,,,,,,,,,,,
chingling,433,chingling,,diamond-pearl,1,0,0,1,513,,,,,,,,,,,,,,,,
stunky,434,stunky,,diamond-pearl,1,0,0,1,610,,,,,,,,,,,,,,,,
skuntank,435,skuntank,,diamond-pearl,1,0,0,1,611,,,,,,,,,,,,,,,,
bronzor,436,bronzor,,diamond-pearl,1,0,0,1,612,,,,,,,,,,,,,,,,
bronzong,437,bronzong,,diamond-pearl,1,0,0,1,613,,,,,,,,,,,,,,,,
bonsly,438,bonsly,,diamond-pearl,1,0,0,1,289,,,,,,,,,,,,,,,,
mime-jr,439,mime-jr,,diamond-pearl,1,0,0,1,199,,,,,,,,,,,,,,,,
happiny,440,happiny,,diamond-pearl,1,0,0,1,184,,,,,,,,,,,,,,,,
chatot,441,chatot,,diamond-pearl,1,0,0,1,614,,,,,,,,,,,,,,,,
spiritomb,442,spiritomb,,diamond-pearl,1,0,0,1,615,,,,,,,,,,,,,,,,
gible,443,gible,,diamond-pearl,1,0,0,1,616,,,,,,,,,,,,,,,,
gabite,444,gabite,,diamond-pearl,1,0,0,1,617,,,,,,,,,,,,,,,,
garchomp,445,garchomp,,diamond-pearl,1,0,0,1,618,,,,,,,,,,,,,,,,
munchlax,446,munchlax,,diamond-pearl,1,0,0,1,240,,,,,,,,,,,,,,,,
riolu,447,riolu,,diamond-pearl,1,0,0,1,621,,,,,,,,,,,,,,,,
lucario,448,lucario,,diamond-pearl,1,0,0,1,622,,,,,,,,,,,,,,,,
hippopotas,449,hippopotas,,diamond-pearl,1,0,0,1,625,,,,,,,,,,,,,,,,
hippowdon,450,hippowdon,,diamond-pearl,1,0,0,1,626,,,,,,,,,,,,,,,,
skorupi,451,skorupi,,diamond-pearl,1,0,0,1,627,,,,,,,,,,,,,,,,
drapion,452,drapion,,diamond-pearl,1,0,0,1,628,,,,,,,,,,,,,,,,
croagunk,453,croagunk,,diamond-pearl,1,0,0,1,629,,,,,,,,,,,,,,,,
toxicroak,454,toxicroak,,diamond-pearl,1,0,0,1,630,,,,,,,,,,,,,,,,
carnivine,455,carnivine,,diamond-pearl,1,0,0,1,631,,,,,,,,,,,,,,,,
finneon,456,finneon,,diamond-pearl,1,0,0,1,632,,,,,,,,,,,,,,,,
lumineon,457,lumineon,,diamond-pearl,1,0,0,1,633,,,,,,,,,,,,,,,,
mantyke,458,mantyke,,diamond-pearl,1,0,0,1,362,,,,,,,,,,,,,,,,
snover,459,snover,,diamond-pearl,1,0,0,1,634,,,,,,,,,,,,,,,,
abomasnow,460,abomasnow,,diamond-pearl,1,0,0,1,635,,,,,,,,,,,,,,,,
weavile,461,weavile,,diamond-pearl,1,0,0,1,349,,,,,,,,,,,,,,,,
magnezone,462,magnezone,,diamond-pearl,1,0,0,1,139,,,,,,,,,,,,,,,,
lickilicky,463,lickilicky,,diamond-pearl,1,0,0,1,177,,,,,,,,,,,,,,,,
rhyperior,464,rhyperior,,diamond-pearl,1,0,0,1,183,,,,,,,,,,,,,,,,
tangrowth,465,tangrowth,,diamond-pearl,1,0,0,1,188,,,,,,,,,,,,,,,,
electivire,466,electivire,,diamond-pearl,1,0,0,1,209,,,,,,,,,,,,,,,,
magmortar,467,magmortar,,diamond-pearl,1,0,0,1,212,,,,,,,,,,,,,,,,
togekiss,468,togekiss,,diamond-pearl,1,0,0,1,279,,,,,,,,,,,,,,,,
yanmega,469,yanmega,,diamond-pearl,1,0,0,1,299,,,,,,,,,,,,,,,,
leafeon,470,leafeon,,diamond-pearl,1,0,0,1,228,,,,,,,,,,,,,,,,
glaceon,471,glaceon,,diamond-pearl,1,0,0,1,229,,,,,,,,,,,,,,,,
gliscor,472,gliscor,,diamond-pearl,1,0,0,1,341,,,,,,,,,,,,,,,,
mamoswine,473,mamoswine,,diamond-pearl,1,0,0,1,356,,,,,,,,,,,,,,,,
porygon-z,474,porygon-z,,diamond-pearl,1,0,0,1,233,,,,,,,,,,,,,,,,
gallade,475,gallade,,diamond-pearl,1,0,0,1,421,,,,,,,,,,,,,,,,
probopass,476,probopass,,diamond-pearl,1,0,0,1,439,,,,,,,,,,,,,,,,
dusknoir,477,dusknoir,,diamond-pearl,1,0,0,1,511,,,,,,,,,,,,,,,,
froslass,478,froslass,,diamond-pearl,1,0,0,1,522,,,,,,,,,,,,,,,,
rotom,479,rotom,,diamond-pearl,1,0,0,1,637,ロトムのすがた,,로토무의 모습,Forme de Motisma,Motisma,Rotom,Rotom,Forma de Rotom,Forma Rotom,Rotom,,ロトムのすがた,,Forma de Rotom,洛托姆的樣子,洛托姆的样子
uxie,480,uxie,,diamond-pearl,1,0,0,1,643,,,,,,,,,,,,,,,,
mesprit,481,mesprit,,diamond-pearl,1,0,0,1,644,,,,,,,,,,,,,,,,
azelf,482,azelf,,diamond-pearl,1,0,0,1,645,,,,,,,,,,,,,,,,
dialga,483,dialga,,diamond-pearl,1,0,0,1,646,,,,,,,,,,,,,,,,
palkia,484,palkia,,diamond-pearl,1,0,0,1,647,,,,,,,,,,,,,,,,
heatran,485,heatran,,diamond-pearl,1,0,0,1,648,,,,,,,,,,,,,,,,
regigigas,486,regigigas,,diamond-pearl,1,0,0,1,650,,,,,,,,,,,,,,,,
giratina-altered,487,giratina-altered,altered,diamond-pearl,1,0,0,1,651,アナザーフォルム,,어나더폼,Forme Alternative,Giratina Alternatif,Wandelform,Giratina,Forma Modificada,Forma Alterata,Altered Forme,Altered Giratina,アナザーフォルム,,Forma Modificada,別種形態,别种形态
cresselia,488,cresselia,,diamond-pearl,1,0,0,1,653,,,,,,,,,,,,,,,,
phione,489,phione,,diamond-pearl,1,0,0,1,654,,,,,,,,,,,,,,,,
manaphy,490,manaphy,,diamond-pearl,1,0,0,1,655,,,,,,,,,,,,,,,,
darkrai,491,darkrai,,diamond-pearl,1,0,0,1,656,,,,,,,,,,,,,,,,
shaymin-land,492,shaymin-land,land,diamond-pearl,1,0,0,1,658,ランドフォルム,,랜드폼,Forme Terrestre,Shaymin Terrestre,Landform,Shaymin (Land),Forma Tierra,Forma Terra,Land Forme,Land Shaymin,ランドフォルム,,Forma Tierra,陸上形態,陆上形态
arceus-normal,493,arceus,normal,diamond-pearl,1,0,0,1,660,ノーマルタイプ,,,Normal,Arceus Normal,Normalform,Arceus,Tipo Normal,Tipo Normale,Normal Type,Normal Arceus,ノーマルタイプ,,Tipo Normal,,
victini,494,victini,,black-white,1,0,0,1,679,,,,,,,,,,,,,,,,
snivy,495,snivy,,black-white,1,0,0,1,680,,,,,,,,,,,,,,,,
servine,496,servine,,black-white,1,0,0,1,681,,,,,,,,,,,,,,,,
serperior,497,serperior,,black-white,1,0,0,1,682,,,,,,,,,,,,,,,,
tepig,498,tepig,,black-white,1,0,0,1,683,,,,,,,,,,,,,,,,
pignite,499,pignite,,black-white,1,0,0,1,684,,,,,,,,,,,,,,,,
emboar,500,emboar,,black-white,1,0,0,1,685,,,,,,,,,,,,,,,,
oshawott,501,oshawott,,black-white,1,0,0,1,687,,,,,,,,,,,,,,,,
dewott,502,dewott,,black-white,1,0,0,1,688,,,,,,,,,,,,,,,,
samurott,503,samurott,,black-white,1,0,0,1,689,,,,,,,,,,,,,,,,
patrat,504,patrat,,black-white,1,0,0,1,690,,,,,,,,,,,,,,,,
watchog,505,watchog,,black-white,1,0,0,1,691,,,,,,,,,,,,,,,,
lillipup,506,lillipup,,black-white,1,0,0,1,692,,,,,,,,,,,,,,,,
herdier,507,herdier,,black-white,1,0,0,1,693,,,,,,,,,,,,,,,,
stoutland,508,stoutland,,black-white,1,0,0,1,694,,,,,,,,,,,,,,,,
purrloin,509,purrloin,,black-white,1,0,0,1,695,,,,,,,,,,,,,,,,
liepard,510,liepard,,black-white,1,0,0,1,696,,,,,,,,,,,,,,,,
pansage,511,pansage,,black-white,1,0,0,1,697,,,,,,,,,,,,,,,,
simisage,512,simisage,,black-white,1,0,0,1,698,,,,,,,,,,,,,,,,
pansear,513,pansear,,black-white,1,0,0,1,699,,,,,,,,,,,,,,,,
simisear,514,simisear,,black-white,1,0,0,1,700,,,,,,,,,,,,,,,,
panpour,515,panpour,,black-white,1,0,0,1,701,,,,,,,,,,,,,,,,
simipour,516,simipour,,black-white,1,0,0,1,702,,,,,,,,,,,,,,,,
munna,517,munna,,black-white,1,0,0,1,703,,,,,,,,,,,,,,,,
musharna,518,musharna,,black-white,1,0,0,1,704,,,,,,,,,,,,,,,,
pidove,519,pidove,,black-white,1,0,0,1,705,,,,,,,,,,,,,,,,
tranquill,520,tranquill,,black-white,1,0,0,1,706,,,,,,,,,,,,,,,,
unfezant,521,unfezant,,black-white,1,0,0,1,707,,,,,,,,,,,,,,,,
blitzle,522,blitzle,,black-white,1,0,0,1,708,,,,,,,,,,,,,,,,
zebstrika,523,zebstrika,,black-white,1,0,0,1,709,,,,,,,,,,,,,,,,
roggenrola,524,roggenrola,,black-white,1,0,0,1,710,,,,,,,,,,,,,,,,
boldore,525,boldore,,black-white,1,0,0,1,711,,,,,,,,,,,,,,,,
gigalith,526,gigalith,,black-white,1,0,0,1,712,,,,,,,,,,,,,,,,
woobat,527,woobat,,black-white,1,0,0,1,713,,,,,,,,,,,,,,,,
swoobat,528,swoobat,,black-white,1,0,0,1,714,,,,,,,,,,,,,,,,
drilbur,529,drilbur,,black-white,1,0,0,1,715,,,,,,,,,,,,,,,,
excadrill,530,excadrill,,black-white,1,0,0,1,716,,,,,,,,,,,,,,,,
audino,531,audino,,black-white,1,0,0,1,718,,,,,,,,,,,,,,,,
timburr,532,timburr,,black-white,1,0,0,1,720,,,,,,,,,,,,,,,,
gurdurr,533,gurdurr,,black-white,1,0,0,1,721,,,,,,,,,,,,,,,,
conkeldurr,534,conkeldurr,,black-white,1,0,0,1,722,,,,,,,,,,,,,,,,
tympole,535,tympole,,black-white,1,0,0,1,723,,,,,,,,,,,,,,,,
palpitoad,536,palpitoad,,black-white,1,0,0,1,724,,,,,,,,,,,,,,,,
seismitoad,537,seismitoad,,black-white,1,0,0,1,725,,,,,,,,,,,,,,,,
throh,538,throh,,black-white,1,0,0,1,726,,,,,,,,,,,,,,,,
sawk,539,sawk,,black-white,1,0,0,1,727,,,,,,,,,,,,,,,,
sewaddle,540,sewaddle,,black-white,1,0,0,1,728,,,,,,,,,,,,,,,,
swadloon,541,swadloon,,black-white,1,0,0,1,729,,,,,,,,,,,,,,,,
leavanny,542,leavanny,,black-white,1,0,0,1,730,,,,,,,,,,,,,,,,
venipede,543,venipede,,black-white,1,0,0,1,731,,,,,,,,,,,,,,,,
whirlipede,544,whirlipede,,black-white,1,0,0,1,732,,,,,,,,,,,,,,,,
scolipede,545,scolipede,,black-white,1,0,0,1,733,,,,,,,,,,,,,,,,
cottonee,546,cottonee,,black-white,1,0,0,1,735,,,,,,,,,,,,,,,,
whimsicott,547,whimsicott,,black-white,1,0,0,1,736,,,,,,,,,,,,,,,,
petilil,548,petilil,,black-white,1,0,0,1,737,,,,,,,,,,,,,,,,
lilligant,549,lilligant,,black-white,1,0,0,1,738,,,,,,,,,,,,,,,,
basculin-red-striped,550,basculin-red-striped,red-striped,black-white,1,0,0,1,739,あかすじのすがた,,적색근의 모습,Motif Rouge,Bargantua Rouge,Rotlinige Form,Rotliniges Barschuft,Forma Raya Roja,Forma Linearossa,Red-Striped Form,Red-Striped Basculin,あかすじのすがた,,Forma Raya Roja,紅條紋的樣子,红条纹的样子
sandile,551,sandile,,black-white,1,0,0,1,741,,,,,,,,,,,,,,,,
krokorok,552,krokorok,,black-white,1,0,0,1,742,,,,,,,,,,,,,,,,
krookodile,553,krookodile,,black-white,1,0,0,1,743,,,,,,,,,,,,,,,,
darumaka,554,darumaka,,black-white,1,0,0,1,744,,,,,,,,,,,,,,,,
darmanitan-standard,555,darmanitan-standard,standard,black-white,1,0,0,1,746,ノーマルモード,,노말모드,Mode Normal,Darumacho Normal,Normalmodus,Flampivian,Modo Normal,Stato Normale,Standard Mode,Standard Darmanitan,ノーマルモード,,Modo Normal,普通模式,普通模式
maractus,556,maractus,,black-white,1,0,0,1,750,,,,,,,,,,,,,,,,
dwebble,557,dwebble,,black-white,1,0,0,1,751,,,,,,,,,,,,,,,,
crustle,558,crustle,,black-white,1,0,0,1,752,,,,,,,,,,,,,,,,
scraggy,559,scraggy,,black-white,1,0,0,1,753,,,,,,,,,,,,,,,,
scrafty,560,scrafty,,black-white,1,0,0,1,754,,,,,,,,,,,,,,,,
sigilyph,561,sigilyph,,black-white,1,0,0,1,756,,,,,,,,,,,,,,,,
yamask,562,yamask,,black-white,1,0,0,1,757,,,,,,,,,,,,,,,,
cofagrigus,563,cofagrigus,,black-white,1,0,0,1,759,,,,,,,,,,,,,,,,
tirtouga,564,tirtouga,,black-white,1,0,0,1,760,,,,,,,,,,,,,,,,
carracosta,565,carracosta,,black-white,1,0,0,1,761,,,,,,,,,,,,,,,,
archen,566,archen,,black-white,1,0,0,1,762,,,,,,,,,,,,,,,,
archeops,567,archeops,,black-white,1,0,0,1,763,,,,,,,,,,,,,,,,
trubbish,568,trubbish,,black-white,1,0,0,1,764,,,,,,,,,,,,,,,,
garbodor,569,garbodor,,black-white,1,0,0,1,765,,,,,,,,,,,,,,,,
zorua,570,zorua,,black-white,1,0,0,1,766,,,,,,,,,,,,,,,,
zoroark,571,zoroark,,black-white,1,0,0,1,767,,,,,,,,,,,,,,,,
minccino,572,minccino,,black-white,1,0,0,1,768,,,,,,,,,,,,,,,,
cinccino,573,cinccino,,black-white,1,0,0,1,769,,,,,,,,,,,,,,,,
gothita,574,gothita,,black-white,1,0,0,1,770,,,,,,,,,,,,,,,,
gothorita,575,gothorita,,black-white,1,0,0,1,771,,,,,,,,,,,,,,,,
gothitelle,576,gothitelle,,black-white,1,0,0,1,772,,,,,,,,,,,,,,,,
solosis,577,solosis,,black-white,1,0,0,1,773,,,,,,,,,,,,,,,,
duosion,578,duosion,,black-white,1,0,0,1,774,,,,,,,,,,,,,,,,
reuniclus,579,reuniclus,,black-white,1,0,0,1,775,,,,,,,,,,,,,,,,
