species,genus_en,genus_ja,genus_ja_hrkt,genus_fr,genus_de,genus_es,genus_es_419,genus_it,genus_ko,genus_zh_hant,genus_zh_hans
125,Electric Pokémon,でんげきポケモン,でんげきポケモン,Pokémon Électrique,Elektro-Pokémon,Pokémon Eléctrico,Pokémon Eléctrico,Pokémon Elettrico,전기포켓몬,電擊寶可夢,电击宝可梦
126,Spitfire Pokémon,ひふきポケモン,ひふきポケモン,Pokémon Crache-Feu,Brenner-Pokémon,Pokémon Escupefuego,Pokémon Escupefuego,Pokémon Sputafuoco,불뿜기포켓몬,吐火寶可夢,吐火宝可梦
127,Stag Beetle Pokémon,くわがたポケモン,くわがたポケモン,Pokémon Scarabée,Kneifkäfer-Pokémon,Pokémon Escarabajo,Pokémon Escarabajo,Pokémon Cervolante,뿔집게포켓몬,鍬形蟲寶可夢,锹形虫宝可梦
128,Wild Bull Pokémon,あばれうしポケモン,あばれうしポケモン,Pokémon Buffle,Wildbullen-Pokémon,Pokémon Toro Bravo,Pokémon Toro Bravo,Pokémon Torobrado,성난소포켓몬,暴牛寶可夢,暴牛宝可梦
129,Fish Pokémon,さかなポケモン,さかなポケモン,Pokémon Poisson,Fisch-Pokémon,Pokémon Pez,Pokémon Pez,Pokémon Pesce,물고기포켓몬,魚寶可夢,鱼宝可梦
130,Atrocious Pokémon,きょうあくポケモン,きょうあくポケモン,Pokémon Terrifiant,Grausam-Pokémon,Pokémon Atrocidad,Pokémon Atrocidad,Pokémon Atroce,흉악포켓몬,凶惡寶可夢,凶恶宝可梦
131,Transport Pokémon,のりものポケモン,のりものポケモン,Pokémon Transport,Transport-Pokémon,Pokémon Transporte,Pokémon Transporte,Pokémon Trasporto,탈것포켓몬,乘載寶可夢,乘载宝可梦
132,Transform Pokémon,へんしんポケモン,へんしんポケモン,Pokémon Morphing,Transform-Pokémon,Pokémon Transformación,Pokémon Transformación,Pokémon Mutante,변신포켓몬,變身寶可夢,变身宝可梦
133,Evolution Pokémon,しんかポケモン,しんかポケモン,Pokémon Évolutif,Evolutions-Pokémon,Pokémon Evolución,Pokémon Evolución,Pokémon Evoluzione,진화포켓몬,進化寶可夢,进化宝可梦
134,Bubble Jet Pokémon,あわはきポケモン,あわはきポケモン,Pokémon Bulleur,Blubbblasen-Pokémon,Pokémon Burbuja,Pokémon Burbuja,Pokémon Bollajet,거품뿜기포켓몬,吐泡寶可夢,吐泡宝可梦
135,Lightning Pokémon,かみなりポケモン,かみなりポケモン,Pokémon Orage,Blitz-Pokémon,Pokémon Relámpago,Pokémon Relámpago,Pokémon Luminoso,번개포켓몬,雷寶可夢,雷宝可梦
136,Flame Pokémon,ほのおポケモン,ほのおポケモン,Pokémon Flamme,Feuer-Pokémon,Pokémon Llama,Pokémon Llama,Pokémon Fiamma,불꽃포켓몬,火寶可夢,火宝可梦
137,Virtual Pokémon,バーチャルポケモン,バーチャルポケモン,Pokémon Virtuel,Virtuell-Pokémon,Pokémon Virtual,Pokémon Virtual,Pokémon Virtuale,가상포켓몬,虛擬寶可夢,虚拟宝可梦
138,Spiral Pokémon,うずまきポケモン,うずまきポケモン,Pokémon Spirale,Spiralen-Pokémon,Pokémon Espiral,Pokémon Espiral,Pokémon Spirale,소용돌이포켓몬,漩渦寶可夢,漩涡宝可梦
139,Spiral Pokémon,うずまきポケモン,うずまきポケモン,Pokémon Spirale,Spiralen-Pokémon,Pokémon Espiral,Pokémon Espiral,Pokémon Spirale,소용돌이포켓몬,漩渦寶可夢,漩涡宝可梦
140,Shellfish Pokémon,こうらポケモン,こうらポケモン,Pokémon Carapace,Schaltier-Pokémon,Pokémon Armazón,Pokémon Armazón,Pokémon Crostaceo,껍질포켓몬,甲殼寶可夢,甲壳宝可梦
141,Shellfish Pokémon,こうらポケモン,こうらポケモン,Pokémon Carapace,Schaltier-Pokémon,Pokémon Armazón,Pokémon Armazón,Pokémon Crostaceo,껍질포켓몬,甲殼寶可夢,甲壳宝可梦
142,Fossil Pokémon,かせきポケモン,かせきポケモン,Pokémon Fossile,Fossil-Pokémon,Pokémon Fósil,Pokémon Fósil,Pokémon Fossile,화석포켓몬,化石寶可夢,化石宝可梦
143,Sleeping Pokémon,いねむりポケモン,いねむりポケモン,Pokémon Pionceur,Tagträumer-Pokémon,Pokémon Dormir,Pokémon Dormir,Pokémon Sonno,졸음포켓몬,瞌睡寶可夢,瞌睡宝可梦
144,Freeze Pokémon,れいとうポケモン,れいとうポケモン,Pokémon Glaciaire,Eis-Pokémon,Pokémon Congelar,Pokémon Congelar,Pokémon Gelo,냉동포켓몬,冰凍寶可夢,冰冻宝可梦
145,Electric Pokémon,でんげきポケモン,でんげきポケモン,Pokémon Électrique,Elektro-Pokémon,Pokémon Eléctrico,Pokémon Eléctrico,Pokémon Elettrico,전기포켓몬,電擊寶可夢,电击宝可梦
146,Flame Pokémon,かえんポケモン,かえんポケモン,Pokémon Flamme,Flammen-Pokémon,Pokémon Llama,Pokémon Llama,Pokémon Fiamma,화염포켓몬,火焰寶可夢,火焰宝可梦
147,Dragon Pokémon,ドラゴンポケモン,ドラゴンポケモン,Pokémon Dragon,Drachen-Pokémon,Pokémon Dragón,Pokémon Dragón,Pokémon Drago,드래곤포켓몬,龍寶可夢,龙宝可梦
148,Dragon Pokémon,ドラゴンポケモン,ドラゴンポケモン,Pokémon Dragon,Drachen-Pokémon,Pokémon Dragón,Pokémon Dragón,Pokémon Drago,드래곤포켓몬,龍寶可夢,龙宝可梦
149,Dragon Pokémon,ドラゴンポケモン,ドラゴンポケモン,Pokémon Dragon,Drachen-Pokémon,Pokémon Dragón,Pokémon Dragón,Pokémon Drago,드래곤포켓몬,龍寶可夢,龙宝可梦
150,Genetic Pokémon,いでんしポケモン,いでんしポケモン,Pokémon Génétique,Genmutanten-Pokémon,Pokémon Genético,Pokémon Genético,Pokémon Genetico,유전포켓몬,基因寶可夢,基因宝可梦
151,New Species Pokémon,しんしゅポケモン,しんしゅポケモン,Pokémon Nouveau,Neue Art-Pokémon,Pokémon Nueva Especie,Pokémon Nueva Especie,Pokémon Novaspecie,신종포켓몬,新種寶可夢,新种宝可梦
152,Leaf Pokémon,はっぱポケモン,はっぱポケモン,Pokémon Feuille,Laub,Pokémon Hoja,Pokémon Hoja,Pokémon Foglia,잎사귀포켓몬,葉子寶可夢,叶子宝可梦
153,Leaf Pokémon,はっぱポケモン,はっぱポケモン,Pokémon Feuille,Laub,Pokémon Hoja,Pokémon Hoja,Pokémon Foglia,잎사귀포켓몬,葉子寶可夢,叶子宝可梦
154,Herb Pokémon,ハーブポケモン,ハーブポケモン,Pokémon Herbe,Kräuter,Pokémon Hierba,Pokémon Hierba,Pokémon Erbe,허브포켓몬,芳草寶可夢,芳草宝可梦
155,Fire Mouse Pokémon,ひねずみポケモン,ひねずみポケモン,Pokémon Souris Feu,Feuermaus,Pokémon Ratón Fuego,Pokémon Ratón Fuego,Pokémon Fuocotopo,불쥐포켓몬,火鼠寶可夢,火鼠宝可梦
156,Volcano Pokémon,かざんポケモン,かざんポケモン,Pokémon Volcan,Vulkan,Pokémon Volcán,Pokémon Volcán,Pokémon Vulcano,화산포켓몬,火山寶可夢,火山宝可梦
157,Volcano Pokémon,かざんポケモン,かざんポケモン,Pokémon Volcan,Vulkan,Pokémon Volcán,Pokémon Volcán,Pokémon Vulcano,화산포켓몬,火山寶可夢,火山宝可梦
158,Big Jaw Pokémon,おおあごポケモン,おおあごポケモン,Pokémon Mâchoire,Großmaul,Pokémon Fauces,Pokémon Fauces,Pokémon Mascellone,큰턱포켓몬,大顎寶可夢,大颚宝可梦
159,Big Jaw Pokémon,おおあごポケモン,おおあごポケモン,Pokémon Mâchoire,Großmaul,Pokémon Fauces,Pokémon Fauces,Pokémon Mascellone,큰턱포켓몬,大顎寶可夢,大颚宝可梦
160,Big Jaw Pokémon,おおあごポケモン,おおあごポケモン,Pokémon Mâchoire,Großmaul,Pokémon Fauces,Pokémon Fauces,Pokémon Mascellone,큰턱포켓몬,大顎寶可夢,大颚宝可梦
161,Scout Pokémon,みはりポケモン,みはりポケモン,Pokémon Espion,Späher,Pokémon Explorador,Pokémon Explorador,Pokémon Esplorante,망보기포켓몬,放哨寶可夢,放哨宝可梦
162,Long Body Pokémon,どうながポケモン,どうながポケモン,Pokémon Allongé,Langleib,Pokémon Alargado,Pokémon Alargado,Pokémon Lungocorpo,긴몸통포켓몬,長軀幹寶可夢,长躯干宝可梦
163,Owl Pokémon,ふくろうポケモン,ふくろうポケモン,Pokémon Hibou,Eulen-Pokémon,Pokémon Búho,Pokémon Búho,Pokémon Gufo,부엉이포켓몬,貓頭鷹寶可夢,猫头鹰宝可梦
164,Owl Pokémon,ふくろうポケモン,ふくろうポケモン,Pokémon Hibou,Eulen-Pokémon,Pokémon Búho,Pokémon Búho,Pokémon Gufo,부엉이포켓몬,貓頭鷹寶可夢,猫头鹰宝可梦
165,Five Star Pokémon,いつつぼしポケモン,いつつぼしポケモン,Pokémon 5 Étoiles,Fünf-Punkt,Pokémon 5 Estrellas,Pokémon 5 Estrellas,Pokémon Pentastra,별다섯포켓몬,五星寶可夢,五星宝可梦
166,Five Star Pokémon,いつつぼしポケモン,いつつぼしポケモン,Pokémon 5 Étoiles,Fünf-Punkt,Pokémon 5 Estrellas,Pokémon 5 Estrellas,Pokémon Pentastra,별다섯포켓몬,五星寶可夢,五星宝可梦
167,String Spit Pokémon,いとはきポケモン,いとはきポケモン,Pokémon Crache Fil,Fadenwurf,Pokémon Escupesoga,Pokémon Escupesoga,Pokémon Tela,실뿜기포켓몬,吐絲寶可夢,吐丝宝可梦
168,Long Leg Pokémon,あしながポケモン,あしながポケモン,Pokémon Long-Patte,Langbein,Pokémon Pata Larga,Pokémon Pata Larga,Pokémon Lungazampa,롱다리포켓몬,長腿寶可夢,长腿宝可梦
169,Bat Pokémon,こうもりポケモン,こうもりポケモン,Pokémon Chovsouris,Fledermaus-Pokémon,Pokémon Murciélago,Pokémon Murciélago,Pokémon Pipistrello,박쥐포켓몬,蝙蝠寶可夢,蝙蝠宝可梦
170,Angler Pokémon,あんこうポケモン,あんこうポケモン,Pokémon Poisson,Angler-Pokémon,Pokémon Rape,Pokémon Rape,Pokémon Pescatore,아귀포켓몬,琵琶魚寶可夢,琵琶鱼宝可梦
171,Light Pokémon,ライトポケモン,ライトポケモン,Pokémon Lumière,Leuchten-Pokémon,Pokémon Luz,Pokémon Luz,Pokémon Luce,라이트포켓몬,燈寶可夢,灯宝可梦
172,Tiny Mouse Pokémon,こねずみポケモン,こねずみポケモン,Pokémon Minisouris,Babymaus-Pokémon,Pokémon Ratoncito,Pokémon Ratoncito,Pokémon Topino,아기쥐포켓몬,小鼠寶可夢,小鼠宝可梦
173,Star Shape Pokémon,ほしがたポケモン,ほしがたポケモン,Pokémon Étoile,Sternform-Pokémon,Pokémon Estrella,Pokémon Estrella,Pokémon Stella,별포켓몬,星形寶可夢,星形宝可梦
174,Balloon Pokémon,ふうせんポケモン,ふうせんポケモン,Pokémon Bouboule,Ballon-Pokémon,Pokémon Globo,Pokémon Globo,Pokémon Pallone,풍선포켓몬,氣球寶可夢,气球宝可梦
175,Spike Ball Pokémon,はりたまポケモン,はりたまポケモン,Pokémon Balle Pic,Zackenball-Pokémon,Pokémon Bolaclavos,Pokémon Bolaclavos,Pokémon Pallapunte,바늘알포켓몬,針球寶可夢,针球宝可梦
176,Happiness Pokémon,しあわせポケモン,しあわせポケモン,Pokémon Bonheur,Freuden-Pokémon,Pokémon Felicidad,Pokémon Felicidad,Pokémon Felicità,행복포켓몬,幸福寶可夢,幸福宝可梦
177,Tiny Bird Pokémon,ことりポケモン,ことりポケモン,Pokémon Minoiseau,Kleinvogel-Pokémon,Pokémon Pajarito,Pokémon Pajarito,Pokémon Uccellino,아기새포켓몬,小鳥寶可夢,小鸟宝可梦
178,Mystic Pokémon,せいれいポケモン,せいれいポケモン,Pokémon Mystique,Mystik-Pokémon,Pokémon Místico,Pokémon Místico,Pokémon Magico,정령포켓몬,神秘寶可夢,神秘宝可梦
179,Wool Pokémon,わたげポケモン,わたげポケモン,Pokémon Laine,Wolle,Pokémon Lana,Pokémon Lana,Pokémon Lana,솜털포켓몬,綿毛寶可夢,绵毛宝可梦
180,Wool Pokémon,わたげポケモン,わたげポケモン,Pokémon Laine,Wolle,Pokémon Lana,Pokémon Lana,Pokémon Lana,솜털포켓몬,綿毛寶可夢,绵毛宝可梦
181,Light Pokémon,ライトポケモン,ライトポケモン,Pokémon Lumière,Leuchte,Pokémon Luz,Pokémon Luz,Pokémon Luce,라이트포켓몬,燈寶可夢,灯宝可梦
182,Flower Pokémon,フラワーポケモン,フラワーポケモン,Pokémon Fleur,Blumen-Pokémon,Pokémon Flor,Pokémon Flor,Pokémon Fiore,꽃포켓몬,花寶可夢,花宝可梦
183,Aqua Mouse Pokémon,みずねずみポケモン,みずねずみポケモン,Pokémon Aquasouris,Aquamaus-Pokémon,Pokémon Ratón Agua,Pokémon Ratón Agua,Pokémon Acquatopo,물쥐포켓몬,水鼠寶可夢,水鼠宝可梦
184,Aqua Rabbit Pokémon,みずうさぎポケモン,みずうさぎポケモン,Pokémon Aqualapin,Aquahasen-Pokémon,Pokémon Conejo Agua,Pokémon Conejo Agua,Pokémon Acquniglio,물토끼포켓몬,水兔寶可夢,水兔宝可梦
185,Imitation Pokémon,まねポケモン,まねポケモン,Pokémon Imitation,Imitations-Pokémon,Pokémon Imitación,Pokémon Imitación,Pokémon Imitazione,흉내포켓몬,模仿寶可夢,模仿宝可梦
186,Frog Pokémon,かえるポケモン,かえるポケモン,Pokémon Grenouille,Frosch-Pokémon,Pokémon Rana,Pokémon Rana,Pokémon Rana,개구리포켓몬,蛙寶可夢,蛙宝可梦
187,Cottonweed Pokémon,わたくさポケモン,わたくさポケモン,Pokémon Pissenlit,Löwenzahn,Pokémon Algadón,Pokémon Algadón,Pokémon Gramigna,솜풀포켓몬,棉草寶可夢,棉草宝可梦
188,Cottonweed Pokémon,わたくさポケモン,わたくさポケモン,Pokémon Pissenlit,Löwenzahn,Pokémon Algadón,Pokémon Algadón,Pokémon Gramigna,솜풀포켓몬,棉草寶可夢,棉草宝可梦
189,Cottonweed Pokémon,わたくさポケモン,わたくさポケモン,Pokémon Pissenlit,Löwenzahn,Pokémon Algadón,Pokémon Algadón,Pokémon Gramigna,솜풀포켓몬,棉草寶可夢,棉草宝可梦
190,Long Tail Pokémon,おながポケモン,おながポケモン,Pokémon Longqueue,Langschweif,Pokémon Cola Larga,Pokémon Cola Larga,Pokémon Lungacoda,긴꼬리포켓몬,長尾寶可夢,长尾宝可梦
191,Seed Pokémon,たねポケモン,たねポケモン,Pokémon Graine,Samen,Pokémon Semilla,Pokémon Semilla,Pokémon Seme,씨앗포켓몬,種子寶可夢,种子宝可梦
192,Sun Pokémon,たいようポケモン,たいようポケモン,Pokémon Soleil,Sonne,Pokémon Sol,Pokémon Sol,Pokémon Sole,태양포켓몬,太陽寶可夢,太阳宝可梦
193,Clear Wing Pokémon,うすばねポケモン,うすばねポケモン,Pokémon Translaile,Libelle,Pokémon Ala Clara,Pokémon Ala Clara,Pokémon Alachiara,얇은날개포켓몬,薄翼寶可夢,薄翼宝可梦
194,Water Fish Pokémon,みずうおポケモン,みずうおポケモン,Pokémon Poisson,Fisch-Pokémon,Pokémon Pez Agua,Pokémon Pez Agua,Pokémon Acquapesce,수어포켓몬,水魚寶可夢,水鱼宝可梦
195,Water Fish Pokémon,みずうおポケモン,みずうおポケモン,Pokémon Poisson,Fisch-Pokémon,Pokémon Pez Agua,Pokémon Pez Agua,Pokémon Acquapesce,수어포켓몬,水魚寶可夢,水鱼宝可梦
196,Sun Pokémon,たいようポケモン,たいようポケモン,Pokémon Soleil,Sonnen-Pokémon,Pokémon Sol,Pokémon Sol,Pokémon Sole,태양포켓몬,太陽寶可夢,太阳宝可梦
197,Moonlight Pokémon,げっこうポケモン,げっこうポケモン,Pokémon Lune,Mondschein-Pokémon,Pokémon Luz Lunar,Pokémon Luz Lunar,Pokémon Lucelunare,달빛포켓몬,月光寶可夢,月光宝可梦
198,Darkness Pokémon,くらやみポケモン,くらやみポケモン,Pokémon Obscurité,Finsternis,Pokémon Oscuridad,Pokémon Oscuridad,Pokémon Oscurità,어둠포켓몬,黑暗寶可夢,黑暗宝可梦
199,Royal Pokémon,おうじゃポケモン,おうじゃポケモン,Pokémon Royal,Monarchen-Pokémon,Pokémon Regio,Pokémon Regio,Pokémon Reale,임금포켓몬,王者寶可夢,王者宝可梦
200,Screech Pokémon,よなきポケモン,よなきポケモン,Pokémon Strident,Kreischer,Pokémon Chirrido,Pokémon Chirrido,Pokémon Strido,야명포켓몬,夜啼寶可夢,夜啼宝可梦
201,Symbol Pokémon,シンボルポケモン,シンボルポケモン,Pokémon Symbolique,Symbol,Pokémon Símbolo,Pokémon Símbolo,Pokémon Simbolo,심볼포켓몬,象徵寶可夢,象征宝可梦
202,Patient Pokémon,がまんポケモン,がまんポケモン,Pokémon Patient,Gedulds-Pokémon,Pokémon Paciente,Pokémon Paciente,Pokémon Pazienza,참기포켓몬,忍耐寶可夢,忍耐宝可梦
203,Long Neck Pokémon,くびながポケモン,くびながポケモン,Pokémon Long-Cou,Langhals,Pokémon Gran Cuello,Pokémon Gran Cuello,Pokémon Lungocollo,긴목포켓몬,長頸寶可夢,长颈宝可梦
204,Bagworm Pokémon,みのむしポケモン,みのむしポケモン,Pokémon Ver Caché,Beutelwurm,Pokémon Larva,Pokémon Larva,Pokémon Larva,도롱이벌레포켓몬,蓑衣蟲寶可夢,蓑衣虫宝可梦
205,Bagworm Pokémon,みのむしポケモン,みのむしポケモン,Pokémon Ver Caché,Beutelwurm,Pokémon Larva,Pokémon Larva,Pokémon Larva,도롱이벌레포켓몬,蓑衣蟲寶可夢,蓑衣虫宝可梦
206,Land Snake Pokémon,つちへびポケモン,つちへびポケモン,Pokémon Serpent,Schlangen-Pokémon,Pokémon Serpiente Tierra,Pokémon Serpiente Tierra,Pokémon Terraserpe,땅뱀포켓몬,地蛇寶可夢,地蛇宝可梦
207,Fly Scorpion Pokémon,とびさそりポケモン,とびさそりポケモン,Pokémon Scorpivol,Flugskorpi,Pokémon Escorpiala,Pokémon Escorpiala,Pokémon Aliscorpio,날전갈포켓몬,飛蠍寶可夢,飞蝎宝可梦
208,Iron Snake Pokémon,てつへびポケモン,てつへびポケモン,Pokémon Serpenfer,Stahlboa-Pokémon,Pokémon Serpiente Férrea,Pokémon Serpiente Férrea,Pokémon Ferroserpe,철뱀포켓몬,鐵蛇寶可夢,铁蛇宝可梦
209,Fairy Pokémon,ようせいポケモン,ようせいポケモン,Pokémon Fée,Fee,Pokémon Hada,Pokémon Hada,Pokémon Fata,요정포켓몬,妖精寶可夢,妖精宝可梦
210,Fairy Pokémon,ようせいポケモン,ようせいポケモン,Pokémon Fée,Fee,Pokémon Hada,Pokémon Hada,Pokémon Fata,요정포켓몬,妖精寶可夢,妖精宝可梦
211,Balloon Pokémon,ふうせんポケモン,ふうせんポケモン,Pokémon Bouboule,Ballon-Pokémon,Pokémon Globo,Pokémon Globo,Pokémon Pallone,풍선포켓몬,氣球寶可夢,气球宝可梦
212,Pincer Pokémon,はさみポケモン,はさみポケモン,Pokémon Pince,Kneifer-Pokémon,Pokémon Tenaza,Pokémon Tenaza,Pokémon Chela,집게포켓몬,鉗子寶可夢,钳子宝可梦
213,Mold Pokémon,はっこうポケモン,はっこうポケモン,Pokémon Pourri,Schimmel-Pokémon,Pokémon Moho,Pokémon Moho,Pokémon Muffa,발효포켓몬,發酵寶可夢,发酵宝可梦
214,Single Horn Pokémon,１ぽんヅノポケモン,１ぽんヅノポケモン,Pokémon Unicorne,Einzelhorn-Pokémon,Pokémon Cuerno,Pokémon Cuerno,Pokémon Monocorno,외뿔포켓몬,獨角寶可夢,独角宝可梦
215,Sharp Claw Pokémon,かぎづめポケモン,かぎづめポケモン,Pokémon Grifacérée,Stichklauen-Pokémon,Pokémon Garra Filo,Pokémon Garra Filo,Pokémon Lamartigli,갈고리손톱포켓몬,鉤爪寶可夢,钩爪宝可梦
216,Little Bear Pokémon,こぐまポケモン,こぐまポケモン,Pokémon Mini Ours,Kleinbär,Pokémon Osito,Pokémon Osito,Pokémon Orsetto,아기곰포켓몬,小熊寶可夢,小熊宝可梦
217,Hibernator Pokémon,とうみんポケモン,とうみんポケモン,Pokémon Hibernant,Schläfer,Pokémon Hibernante,Pokémon Hibernante,Pokémon Letargo,동면포켓몬,冬眠寶可夢,冬眠宝可梦
218,Lava Pokémon,ようがんポケモン,ようがんポケモン,Pokémon Lave,Lava,Pokémon Lava,Pokémon Lava,Pokémon Lava,용암포켓몬,熔岩寶可夢,熔岩宝可梦
219,Lava Pokémon,ようがんポケモン,ようがんポケモン,Pokémon Lave,Lava,Pokémon Lava,Pokémon Lava,Pokémon Lava,용암포켓몬,熔岩寶可夢,熔岩宝可梦
220,Pig Pokémon,いのぶたポケモン,いのぶたポケモン,Pokémon Cochon,Ferkel-Pokémon,Pokémon Cerdo,Pokémon Cerdo,Pokémon Maiale,산돼지포켓몬,小豬寶可夢,小猪宝可梦
221,Swine Pokémon,いのししポケモン,いのししポケモン,Pokémon Porc,Schwein-Pokémon,Pokémon Puerco,Pokémon Puerco,Pokémon Suino,멧돼지포켓몬,野豬寶可夢,野猪宝可梦
222,Coral Pokémon,さんごポケモン,さんごポケモン,Pokémon Corail,Korallen-Pokémon,Pokémon Coral,Pokémon Coral,Pokémon Corallo,산호포켓몬,珊瑚寶可夢,珊瑚宝可梦
223,Jet Pokémon,ふんしゃポケモン,ふんしゃポケモン,Pokémon Jet,Hochdruck-Pokémon,Pokémon Reactor,Pokémon Reactor,Pokémon Jet,분사포켓몬,噴射寶可夢,喷射宝可梦
