pokemon,form,version_group,versions,location_area,method,levels,during_any_time,while_weather_overall,boulder_required,alpha_levels,during_morning,during_day,during_evening,note,during_night,rate_overall,while_blizzard,while_clear,while_harsh_sunlight,while_cloudy
burmy,burmy-sandy,legends-arceus,legends-arceus,stonetooth-rows,shaking-trees,16 - 19,true,true,,31 - 34,,,,,,,,,,
burmy,burmy-sandy,legends-arceus,legends-arceus,ursas-ring,shaking-trees,16 - 19,true,true,,31 - 34,,,,,,,,,,
burmy,burmy-trash,legends-arceus,legends-arceus,aipom-hill,shaking-trees,16 - 19,true,true,,31 - 34,,,,,,,,,,
burmy,burmy-trash,legends-arceus,legends-arceus,arenas-approach,shaking-trees,16 - 19,true,true,,31 - 34,,,,,,,,,,
burmy,burmy-trash,legends-arceus,legends-arceus,avalanche-slopes,shaking-trees,16 - 19,true,true,,31 - 34,,,,,,,,,,
burmy,burmy-trash,legends-arceus,legends-arceus,avaluggs-legacy,shaking-trees,16 - 19,true,true,true,31 - 34,,,,,,,,,,
burmy,burmy-trash,legends-arceus,legends-arceus,bathers-lagoon,shaking-trees,16 - 19,true,true,,31 - 34,,,,,,,,,,
burmy,burmy-trash,legends-arceus,legends-arceus,bonechill-wastes,shaking-trees,16 - 19,true,true,,31 - 34,,,,,,,,,,
burmy,burmy-trash,legends-arceus,legends-arceus,castaway-shore,shaking-trees,16 - 19,true,true,,31 - 34,,,,,,,,,,
burmy,burmy-trash,legends-arceus,legends-arceus,crossing-slope,shaking-trees,16 - 19,true,true,,31 - 34,,,,,,,,,,
burmy,burmy-trash,legends-arceus,legends-arceus,deadwood-haunt,shaking-trees,16 - 19,true,true,true,31 - 34,,,,,,,,,,
burmy,burmy-trash,legends-arceus,legends-arceus,firespit-island,shaking-trees,16 - 19,true,true,true,31 - 34,,,,,,,,,,
burmy,burmy-trash,legends-arceus,legends-arceus,ginkgo-landing,shaking-trees,16 - 19,true,true,,31 - 34,,,,,,,,,,
burmy,burmy-trash,legends-arceus,legends-arceus,glacier-terrace,shaking-trees,16 - 19,true,true,,31 - 34,,,,,,,,,,
burmy,burmy-trash,legends-arceus,legends-arceus,hearts-crag,shaking-trees,16 - 19,true,true,,31 - 34,,,,,,,,,,
burmy,burmy-trash,legends-arceus,legends-arceus,hideaway-bay,shaking-trees,16 - 19,true,true,,31 - 34,,,,,,,,,,
burmy,burmy-trash,legends-arceus,legends-arceus,icebound-falls,shaking-trees,16 - 19,true,true,,31 - 34,,,,,,,,,,
burmy,burmy-trash,legends-arceus,legends-arceus,islespy-shore,shaking-trees,16 - 19,true,true,true,31 - 34,,,,,,,,,,
burmy,burmy-trash,legends-arceus,legends-arceus,lake-acuity-hisui,shaking-trees,16 - 19,true,true,,31 - 34,,,,,,,,,,
burmy,burmy-trash,legends-arceus,legends-arceus,lunkers-lair,shaking-trees,16 - 19,true,true,,31 - 34,,,,,,,,,,
burmy,burmy-trash,legends-arceus,legends-arceus,pearl-settlement,shaking-trees,16 - 19,true,true,true,31 - 34,,,,,,,,,,
burmy,burmy-trash,legends-arceus,legends-arceus,sands-reach,shaking-trees,16 - 19,true,true,,31 - 34,,,,,,,,,,
burmy,burmy-trash,legends-arceus,legends-arceus,seagrass-haven,shaking-trees,16 - 19,true,true,,31 - 34,,,,,,,,,,
burmy,burmy-trash,legends-arceus,legends-arceus,spring-path-hisui,shaking-trees,16 - 19,true,true,,31 - 34,,,,,,,,,,
burmy,burmy-trash,legends-arceus,legends-arceus,tombolo-walk,shaking-trees,16 - 19,true,true,,31 - 34,,,,,,,,,,
burmy,burmy-trash,legends-arceus,legends-arceus,tranquility-cove,shaking-trees,16 - 19,true,true,,31 - 34,,,,,,,,,,
burmy,burmy-trash,legends-arceus,legends-arceus,veilstone-cape,shaking-trees,16 - 19,true,true,,31 - 34,,,,,,,,,,
burmy,burmy-trash,legends-arceus,legends-arceus,whiteout-valley,shaking-trees,16 - 19,true,true,,31 - 34,,,,,,,,,,
burmy,burmy-trash,legends-arceus,legends-arceus,windbreak-stand,shaking-trees,16 - 19,true,true,true,31 - 34,,,,,,,,,,
carnivine,carnivine,legends-arceus,legends-arceus,cloudpool-ridge,flying,25 - 28,true,true,,40 - 43,,,,,,,,,,
carnivine,carnivine,legends-arceus,legends-arceus,cottonsedge-prairie,symbol-encounter,,true,true,true,40,,,,,,,,,,
carnivine,carnivine,legends-arceus,legends-arceus,cottonsedge-prairie,flying,"25 - 28, 33 - 36",true,true,true,"40 - 43, 48 - 51",,,,,,,,,,
carnivine,carnivine,legends-arceus,legends-arceus,crossing-slope,contact-space-time-distortion,30 - 58,true,true,,45 - 73,,,,,,,,,,
carnivine,carnivine,legends-arceus,legends-arceus,deadwood-haunt,contact-space-time-distortion,30 - 58,true,true,,45 - 73,,,,,,,,,,
carnivine,carnivine,legends-arceus,legends-arceus,diamond-heath,flying,23 - 26,true,true,true,38 - 41,,,,,,,,,,
carnivine,carnivine,legends-arceus,legends-arceus,diamond-settlement,flying,17 - 20,true,true,true,32 - 35,,,,,,,,,,
carnivine,carnivine,legends-arceus,legends-arceus,gapejaw-bog,flying,17 - 22,true,true,,32 - 37,,,,,,,,,,
carnivine,carnivine,legends-arceus,legends-arceus,ginkgo-landing,contact-space-time-distortion,30 - 58,true,true,,45 - 73,,,,,,,,,,
carnivine,carnivine,legends-arceus,legends-arceus,golden-lowlands,flying,17 - 20,true,true,true,32 - 35,,,,,,,,,,
carnivine,carnivine,legends-arceus,legends-arceus,golden-lowlands,swarm,20 - 22,true,true,,35 - 37,,,,,,,,,,
carnivine,carnivine,legends-arceus,legends-arceus,holm-of-trials,flying,33 - 36,true,true,,48 - 51,,,,,,,,,,
carnivine,carnivine,legends-arceus,legends-arceus,lake-valor-hisui,flying,25 - 28,true,true,true,40 - 43,,,,,,,,,,
carnivine,carnivine,legends-arceus,legends-arceus,lonely-spring,symbol-encounter,37 - 40,true,true,,52 - 55,,,,,,,,,,
carnivine,carnivine,legends-arceus,legends-arceus,lonely-spring,symbol-encounter,,true,true,,52,,,,,,,,,,
carnivine,carnivine,legends-arceus,legends-arceus,shrouded-ruins,flying,25 - 28,true,true,,40 - 43,,,,,,,,,,
carnivine,carnivine,legends-arceus,legends-arceus,spring-path-hisui,contact-space-time-distortion,30 - 58,true,true,,45 - 73,,,,,,,,,,
carnivine,carnivine,legends-arceus,legends-arceus,windbreak-stand,contact-space-time-distortion,30 - 58,true,true,,45 - 73,,,,,,,,,,
cascoon,cascoon,legends-arceus,legends-arceus,floaro-gardens,symbol-encounter,3 - 5,,true,,18 - 20,,,,,true,,,,,
cascoon,cascoon,legends-arceus,legends-arceus,floaro-gardens,swarm,7 - 9,true,true,,22 - 24,,,,,,,,,,
cascoon,cascoon,legends-arceus,legends-arceus,horseshoe-plains,symbol-encounter,7 - 9,,true,,22 - 24,,,,,,,,,,
cascoon,cascoon,legends-arceus,legends-arceus,the-heartwood,symbol-encounter,7 - 9,,true,,22 - 24,,,,,true,,,,,
chansey,chansey,legends-arceus,legends-arceus,avalanche-slopes,symbol-encounter,59 - 62,true,true,,74 - 77,,,,,,,,,,
chansey,chansey,legends-arceus,legends-arceus,avalanche-slopes,swarm,54 - 56,true,true,,69 - 71,,,,,,,,,,
chansey,chansey,legends-arceus,legends-arceus,cottonsedge-prairie,swarm,26 - 28,true,true,,41 - 43,,,,,,,,,,
chansey,chansey,legends-arceus,legends-arceus,hideaway-bay,symbol-encounter,41 - 44,true,true,,56 - 59,,,,,,,,,,
chansey,chansey,legends-arceus,legends-arceus,horseshoe-plains,swarm,20 - 22,true,true,true,35 - 37,,,,,,,,,,
chansey,chansey,legends-arceus,legends-arceus,lonely-spring,swarm,48 - 50,true,true,true,63 - 65,,,,,,,,,,
chansey,chansey,legends-arceus,legends-arceus,obsidian-falls,symbol-encounter,41 - 44,true,true,true,56 - 59,,,,,,,,,,
chansey,chansey,legends-arceus,legends-arceus,tombolo-walk,symbol-encounter,37 - 39,true,true,true,52 - 54,,,,,,,,,,
chansey,chansey,legends-arceus,legends-arceus,tombolo-walk,symbol-encounter,,true,true,,51,,,,,,,,,,
chansey,chansey,legends-arceus,legends-arceus,tombolo-walk,swarm,37 - 39,true,true,,52 - 54,,,,,,,,,,
chatot,chatot,legends-arceus,legends-arceus,deadwood-haunt,flying,29 - 32,,true,,44 - 47,true,true,true,,,,,,,
chatot,chatot,legends-arceus,legends-arceus,deadwood-haunt,swarm,33 - 35,true,true,,48 - 50,,,,,,,,,,
cherrim,cherrim-overcast,legends-arceus,legends-arceus,bolderoll-ravine,shaking-trees,43 - 46,true,true,,58 - 61,,,,,,,,,,
cherrim,cherrim-overcast,legends-arceus,legends-arceus,gapejaw-bog,shaking-trees,25 - 28,true,true,true,40 - 43,,,,,,,,,,
cherrim,cherrim-overcast,legends-arceus,legends-arceus,lonely-spring,shaking-trees,37 - 40,true,true,,52 - 55,,,,,,,,,,
cherrim,cherrim-overcast,legends-arceus,legends-arceus,primeval-grotto,shaking-trees,53 - 56,true,true,true,68 - 71,,,,,,,,,,
cherrim,cherrim-overcast,legends-arceus,legends-arceus,the-heartwood,shaking-trees,25 - 28,true,true,true,40 - 43,,,,,,,,,,
cherubi,cherubi,legends-arceus,legends-arceus,bolderoll-ravine,shaking-trees,21 - 24,true,true,,36 - 39,,,,,,,,,,
cherubi,cherubi,legends-arceus,legends-arceus,gapejaw-bog,shaking-trees,20 - 22,true,true,true,35 - 37,,,,,,,,,,
cherubi,cherubi,legends-arceus,legends-arceus,lonely-spring,shaking-trees,21 - 24,true,true,,36 - 39,,,,,,,,,,
cherubi,cherubi,legends-arceus,legends-arceus,primeval-grotto,shaking-trees,21 - 24,true,true,true,36 - 39,,,,,,,,,,
cherubi,cherubi,legends-arceus,legends-arceus,the-heartwood,shaking-trees,15 - 18,true,true,true,30 - 33,,,,,,,,,,
cherubi,cherubi,legends-arceus,legends-arceus,the-heartwood,swarm,22 - 24,true,true,,37 - 39,,,,,,,,,,
chimchar,chimchar,legends-arceus,legends-arceus,deertrack-heights,symbol-encounter,10 - 13,true,true,,25 - 28,,,,,,,,,,
chimchar,chimchar,legends-arceus,legends-arceus,ramanas-island,symbol-encounter,10 - 13,true,true,,25 - 28,,,,,,,,,,
chimchar,chimchar,legends-arceus,legends-arceus,ramanas-island,swarm,11 - 13,true,true,,26 - 28,,,,,,,,,,
chimchar,chimchar,legends-arceus,legends-arceus,windswept-run,special-encounter,12,true,true,,,,,,"During Request 20: ""The Mysterious Will-o'-the-Wisp""",,,,,,
chimecho,chimecho,legends-arceus,legends-arceus,celestica-trail,symbol-encounter,43 - 46,true,true,,58 - 61,,,,,,,,,,
chimecho,chimecho,legends-arceus,legends-arceus,lake-acuity-hisui,symbol-encounter,49 - 52,true,true,,64 - 67,,,,,,,,,,
chimecho,chimecho,legends-arceus,legends-arceus,lake-acuity-hisui,symbol-encounter,,true,true,,65,,,,,,,,,,
chimecho,chimecho,legends-arceus,legends-arceus,lake-acuity-hisui,swarm,67 - 69,true,true,,82 - 84,,,,,,,,,,
chimecho,chimecho,legends-arceus,legends-arceus,primeval-grotto,swarm,61 - 63,true,true,true,76 - 78,,,,,,,,,,
chimecho,chimecho,legends-arceus,legends-arceus,sacred-plaza,symbol-encounter,53 - 56,true,true,,68 - 71,,,,,,,,,,
chingling,chingling,legends-arceus,legends-arceus,lake-acuity-hisui,symbol-encounter,49 - 52,true,true,,64 - 67,,,,,,,,,,
chingling,chingling,legends-arceus,legends-arceus,lake-acuity-hisui,swarm,64 - 66,true,true,,79 - 81,,,,,,,,,,
chingling,chingling,legends-arceus,legends-arceus,primeval-grotto,swarm,50 - 52,true,true,true,65 - 67,,,,,,,,,,
chingling,chingling,legends-arceus,legends-arceus,sacred-plaza,symbol-encounter,53 - 56,true,true,,68 - 71,,,,,,,,,,
clefable,clefable,legends-arceus,legends-arceus,fabled-spring,symbol-encounter,,true,true,,62,,,,,,,,,,
clefairy,clefairy,legends-arceus,legends-arceus,fabled-spring,symbol-encounter,43 - 46,true,true,,58 - 61,,,,,,,,,,
clefairy,clefairy,legends-arceus,legends-arceus,fabled-spring,swarm,51 - 53,true,true,,66 - 68,,,,,,,,,,
cleffa,cleffa,legends-arceus,legends-arceus,fabled-spring,symbol-encounter,43 - 46,true,true,,58 - 61,,,,,,,,,,
cleffa,cleffa,legends-arceus,legends-arceus,fabled-spring,swarm,48 - 50,true,true,,63 - 65,,,,,,,,,,
combee,combee,legends-arceus,legends-arceus,aipom-hill,symbol-encounter,17 - 20,true,true,,32 - 35,,,,,,,,,,
combee,combee,legends-arceus,legends-arceus,aipom-hill,shaking-trees,17 - 20,true,true,,32 - 35,,,,,,,,,,
combee,combee,legends-arceus,legends-arceus,cloudpool-ridge,symbol-encounter,17 - 20,true,true,,32 - 25,,,,,,,,,,
combee,combee,legends-arceus,legends-arceus,cloudpool-ridge,swarm,17 - 20,true,true,,32 - 25,,,,,,,,,,
combee,combee,legends-arceus,legends-arceus,cottonsedge-prairie,symbol-encounter,17 - 20,true,true,true,32 - 25,,,,,,,,,,
combee,combee,legends-arceus,legends-arceus,cottonsedge-prairie,shaking-trees,17 - 20,true,true,,32 - 25,,,,,,,,,,
combee,combee,legends-arceus,legends-arceus,droning-meadow,symbol-encounter,17 - 20,true,true,true,32 - 25,,,,,,,,,,
combee,combee,legends-arceus,legends-arceus,droning-meadow,shaking-trees,17 - 20,true,true,,32 - 25,,,,,,,,,,
combee,combee,legends-arceus,legends-arceus,grandtree-arena,shaking-trees,13 - 16,true,true,true,28 - 31,,,,,,,,,,
combee,combee,legends-arceus,legends-arceus,grueling-grove,symbol-encounter,6 - 9,true,true,,21 - 24,,,,,,,,,,
combee,combee,legends-arceus,legends-arceus,lake-valor-hisui,symbol-encounter,17 - 20,true,true,true,32 - 25,,,,,,,,,,
combee,combee,legends-arceus,legends-arceus,oreburrow-tunnel,symbol-encounter,13 - 16,true,true,true,28 - 31,,,,,,,,,,
combee,combee,legends-arceus,legends-arceus,oreburrow-tunnel,shaking-trees,13 - 16,true,true,true,28 - 31,,,,,,,,,,
combee,combee,legends-arceus,legends-arceus,ramanas-island,shaking-trees,17 - 20,true,true,,32 - 35,,,,,,,,,,
combee,combee,legends-arceus,legends-arceus,the-heartwood,symbol-encounter,15 - 18,true,true,true,30 - 33,,,,,,,,,,
combee,combee,legends-arceus,legends-arceus,the-heartwood,shaking-trees,13 - 16,true,true,,28 - 31,,,,,,,,,,
combee,combee,legends-arceus,legends-arceus,the-heartwood,swarm,18 - 20,true,true,true,33 - 35,,,,,,,,,,
cranidos,cranidos,legends-arceus,legends-arceus,ancient-quarry,contact-space-time-distortion,50 - 53,true,true,true,65 - 68,,,,,,,,,,
cranidos,cranidos,legends-arceus,legends-arceus,bolderoll-ravine,contact-space-time-distortion,50 - 53,true,true,,65 - 68,,,,,,,,,,
cranidos,cranidos,legends-arceus,legends-arceus,celestica-ruins,contact-space-time-distortion,50 - 53,true,true,,65 - 68,,,,,,,,,,
cranidos,cranidos,legends-arceus,legends-arceus,celestica-trail,contact-space-time-distortion,50 - 53,true,true,,65 - 68,,,,,,,,,,
cranidos,cranidos,legends-arceus,legends-arceus,sacred-plaza,contact-space-time-distortion,50 - 53,true,true,,65 - 68,,,,,,,,,,
cranidos,cranidos,legends-arceus,legends-arceus,stonetooth-rows,contact-space-time-distortion,50 - 53,true,true,,65 - 68,,,,,,,,,,
cresselia,cresselia,legends-arceus,legends-arceus,moonview-arena,special-encounter,70,true,true,,,,,,"Can be caught during Mission 23: ""The Plate of Firespit Island"". Unlocked after completing Mission 20: ""The Researcher of Myths"".<br/>Respawns immediately and is never Shiny",,,,,,
croagunk,croagunk,legends-arceus,legends-arceus,ancient-quarry,symbol-encounter,36 - 39,true,true,true,51 - 54,,,,,,,,,,
croagunk,croagunk,legends-arceus,legends-arceus,ancient-quarry,swarm,34 - 36,true,true,true,49 - 51,,,,,,,,,,
croagunk,croagunk,legends-arceus,legends-arceus,gapejaw-bog,symbol-encounter,19 - 24,true,true,,34 - 39,,,,,,,,,,
croagunk,croagunk,legends-arceus,legends-arceus,gapejaw-bog,swarm,21 - 23,true,true,,36 - 38,,,,,,,,,,
croagunk,croagunk,legends-arceus,legends-arceus,holm-of-trials,symbol-encounter,33 - 36,true,true,,48 - 51,,,,,,,,,,
croagunk,croagunk,legends-arceus,legends-arceus,scarlet-bog,symbol-encounter,21 - 24,true,true,,36 - 39,,,,,,,,,,
croagunk,croagunk,legends-arceus,legends-arceus,sludge-mound,symbol-encounter,21 - 24,true,true,true,36 - 39,,,,,,,,,,
crobat,crobat,legends-arceus,legends-arceus,icebound-falls,flying,49 - 52,true,true,,,,,,,,,,,,
crobat,crobat,legends-arceus,legends-arceus,wayward-cave,symbol-encounter,,true,true,,60,,,,,,,,,,
cyndaquil,cyndaquil,legends-arceus,legends-arceus,cottonsedge-prairie,contact-space-time-distortion,52 - 55,true,true,,67 - 70,,,,"After completing Mission 18: ""The Counterpart""",,,,,,
cyndaquil,cyndaquil,legends-arceus,legends-arceus,droning-meadow,contact-space-time-distortion,52 - 55,true,true,,67 - 70,,,,"After completing Mission 18: ""The Counterpart""",,,,,,
cyndaquil,cyndaquil,legends-arceus,legends-arceus,gapejaw-bog,contact-space-time-distortion,52 - 55,true,true,,67 - 70,,,,"After completing Mission 18: ""The Counterpart""",,,,,,
cyndaquil,cyndaquil,legends-arceus,legends-arceus,holm-of-trials,contact-space-time-distortion,52 - 55,true,true,,67 - 70,,,,"After completing Mission 18: ""The Counterpart""",,,,,,
darkrai,darkrai,legends-arceus,legends-arceus,clamberclaw-cliffs,special-encounter,70,true,true,,,,,,"Can be caught during Request 93: ""The Darksome Nightmare"". Unlocked after completing Mission 18: ""The Counterpart"" if the Nintendo Switch also holds save data from {BDSP;GAME;brilliant-diamond-shining-pearl}",,,,,,
dartrix,dartrix,legends-arceus,legends-arceus,ancient-quarry,contact-space-time-distortion,55 - 58,true,true,true,70 - 73,,,,"After completing Mission 18: ""The Counterpart""",,,,,,
dartrix,dartrix,legends-arceus,legends-arceus,bolderoll-ravine,contact-space-time-distortion,55 - 58,true,true,,70 - 73,,,,"After completing Mission 18: ""The Counterpart""",,,,,,
dartrix,dartrix,legends-arceus,legends-arceus,celestica-ruins,contact-space-time-distortion,55 - 58,true,true,,70 - 73,,,,"After completing Mission 18: ""The Counterpart""",,,,,,
dartrix,dartrix,legends-arceus,legends-arceus,celestica-trail,contact-space-time-distortion,55 - 58,true,true,,70 - 73,,,,"After completing Mission 18: ""The Counterpart""",,,,,,
dartrix,dartrix,legends-arceus,legends-arceus,sacred-plaza,contact-space-time-distortion,55 - 58,true,true,,70 - 73,,,,"After completing Mission 18: ""The Counterpart""",,,,,,
dartrix,dartrix,legends-arceus,legends-arceus,stonetooth-rows,contact-space-time-distortion,55 - 58,true,true,,70 - 73,,,,"After completing Mission 18: ""The Counterpart""",,,,,,
decidueye-hisui,decidueye-hisui,legends-arceus,legends-arceus,ancient-quarry,contact-space-time-distortion,60 - 63,true,true,true,80 - 83,,,,"After completing Mission 18: ""The Counterpart""",,,,,,
decidueye-hisui,decidueye-hisui,legends-arceus,legends-arceus,bolderoll-ravine,contact-space-time-distortion,60 - 63,true,true,,80 - 83,,,,"After completing Mission 18: ""The Counterpart""",,,,,,
decidueye-hisui,decidueye-hisui,legends-arceus,legends-arceus,celestica-ruins,contact-space-time-distortion,60 - 63,true,true,,80 - 83,,,,"After completing Mission 18: ""The Counterpart""",,,,,,
decidueye-hisui,decidueye-hisui,legends-arceus,legends-arceus,celestica-trail,contact-space-time-distortion,60 - 63,true,true,,80 - 83,,,,"After completing Mission 18: ""The Counterpart""",,,,,,
decidueye-hisui,decidueye-hisui,legends-arceus,legends-arceus,sacred-plaza,contact-space-time-distortion,60 - 63,true,true,,80 - 83,,,,"After completing Mission 18: ""The Counterpart""",,,,,,
decidueye-hisui,decidueye-hisui,legends-arceus,legends-arceus,stonetooth-rows,contact-space-time-distortion,60 - 63,true,true,,80 - 83,,,,"After completing Mission 18: ""The Counterpart""",,,,,,
dewott,dewott,legends-arceus,legends-arceus,arenas-approach,contact-space-time-distortion,60 - 63,true,true,,75 - 78,,,,"After completing Mission 18: ""The Counterpart""",,,,,,
dewott,dewott,legends-arceus,legends-arceus,avalanche-slopes,contact-space-time-distortion,60 - 63,true,true,,75 - 78,,,,"After completing Mission 18: ""The Counterpart""",,,,,,
dewott,dewott,legends-arceus,legends-arceus,bonechill-wastes,contact-space-time-distortion,60 - 63,true,true,,75 - 78,,,,"After completing Mission 18: ""The Counterpart""",,,,,,
dewott,dewott,legends-arceus,legends-arceus,glacier-terrace,contact-space-time-distortion,60 - 63,true,true,,75 - 78,,,,"After completing Mission 18: ""The Counterpart""",,,,,,
dewott,dewott,legends-arceus,legends-arceus,hearts-crag,contact-space-time-distortion,60 - 63,true,true,,75 - 78,,,,"After completing Mission 18: ""The Counterpart""",,,,,,
dialga,dialga,legends-arceus,legends-arceus,temple-of-sinnoh,special-encounter,65,true,true,,,,,,"Can be caught during Mission 17: ""Atop Mount Coronet"". Unlocked after completing Mission 13: ""Disaster Looming"" and picked Adaman and completes forging the {Red Chain;ITEM;red-chain}",,,,,,
dialga-origin,dialga-origin,legends-arceus,legends-arceus,temple-of-sinnoh,special-encounter,65,true,true,,,,,,"Can be caught during Mission 18: ""The Counterpart"" if the player chooses Irida during Mission 13: ""Disaster Looming""",,,,,,
drapion,drapion,legends-arceus,legends-arceus,ancient-quarry,contact-space-time-distortion,40 - 58,true,true,true,55 - 73,,,,,,,,,,
drapion,drapion,legends-arceus,legends-arceus,bolderoll-ravine,contact-space-time-distortion,40 - 58,true,true,,55 - 73,,,,,,,,,,
drapion,drapion,legends-arceus,legends-arceus,castaway-shore,swarm,42 - 44,true,true,,57 - 59,,,,,,,,,,
drapion,drapion,legends-arceus,legends-arceus,celestica-ruins,contact-space-time-distortion,40 - 58,true,true,,55 - 73,,,,,,,,,,
drapion,drapion,legends-arceus,legends-arceus,celestica-trail,contact-space-time-distortion,40 - 58,true,true,,55 - 73,,,,,,,,,,
drapion,drapion,legends-arceus,legends-arceus,ginkgo-landing,symbol-encounter,,true,true,true,45,,,,,,,,,,
drapion,drapion,legends-arceus,legends-arceus,sacred-plaza,contact-space-time-distortion,40 - 58,true,true,,55 - 73,,,,,,,,,,
drapion,drapion,legends-arceus,legends-arceus,stonetooth-rows,contact-space-time-distortion,40 - 58,true,true,,55 - 73,,,,,,,,,,
drifblim,drifblim,legends-arceus,legends-arceus,aipom-hill,symbol-encounter,31 - 36,,true,true,46 - 51,,,,,true,,,,,
drifblim,drifblim,legends-arceus,legends-arceus,avaluggs-legacy,symbol-encounter,49 - 52,,true,,64 - 67,,,,,true,,,,,
