identifier,column,pokeapi,pokedb
x-sp-atk-6,name_es,At. Esp. X 6,
x-sp-atk-6,name_it,Att. Sp. X-6,
x-sp-atk-6,name_ko,스페셜업6,
x-sp-def-6,name_en,X Sp. Def 6,X Sp. Def. 6
x-sp-def-6,name_ja,ＳＰガード６,スペシャルガード６
x-sp-def-6,name_fr,Déf. Spé. 6,
x-sp-def-6,name_de,X-Sp.-Vert. 6,
x-sp-def-6,name_es,Def. Esp. X 6,
x-sp-def-6,name_it,Dif. Spec. X-6,
x-sp-def-6,name_ko,스페셜가드6,
x-defense-6,_row_,present,missing
x-attack-6,name_fr,Attaque 6,
x-attack-6,name_de,X-Angriff 6,
x-attack-6,name_es,Ataque X 6,
x-attack-6,name_it,Attacco X-6,
x-attack-6,name_ko,플러스파워6,
x-accuracy-6,name_fr,Précision 6,
x-accuracy-6,name_de,X-Genauigkeit 6,
x-accuracy-6,name_es,Precisión X 6,
x-accuracy-6,name_it,Precisione X-6,
x-accuracy-6,name_ko,잘-맞히기6,
ability-urge,name_fr,Appel Talent,
ability-urge,name_de,Fähigk.-Appell,
ability-urge,name_es,Habilitador,
ability-urge,name_it,Chiamabilità,
ability-urge,name_ko,스킬콜,
item-drop,name_fr,Jette Objet,
item-drop,name_de,Itemabwurf,
item-drop,name_es,Tiraobjeto,
item-drop,name_it,Lascioggetto,
item-drop,name_ko,아이템드롭,
item-urge,name_fr,Appel Objet,
item-urge,name_de,Itemappell,
item-urge,name_es,Activaobjeto,
item-urge,name_it,Chiamoggetto,
item-urge,name_ko,아이템콜,
reset-urge,name_fr,Réamorçage,
reset-urge,name_de,Umkehrappell,
reset-urge,name_es,Quitaestado,
reset-urge,name_it,Ripristino,
reset-urge,name_ko,플랫콜,
dire-hit-3,name_fr,Muscle 3,
dire-hit-3,name_de,Angriffplus3,
dire-hit-3,name_es,Crítico X 3,
dire-hit-3,name_it,Supercolpo 3,
dire-hit-3,name_ko,크리티컬커터3,
tm93,_row_,present,missing
tm94,_row_,present,missing
tm95,_row_,present,missing
god-stone,name_en,god stone,God Stone
god-stone,name_ja,ゴッドストーン,
gram-1,name_ko,배달물1,
gram-2,name_ko,배달물2,
gram-3,name_ko,배달물3,
medal-box,name_es,Caja Insignias,Caja de Insignias
medal-box,name_it,Box Premi,Box premi
grubby-hanky,name_ko,더러운손수건,더러손수건
dropped-item,name_it,Oggetto perso,Oggetto Perso
weakness-policy,name_es,Seguro Debilidad,Seguro de Debilidad
ability-capsule,name_de,Fähigk.-Kapsel,Fähigkeiten-Kapsel
ability-capsule,name_es,Cáps. Habilidad,Cápsula Habilidad
ability-capsule,name_it,Capsula abilità,Capsula Abilità
ability-capsule,fling_power,,0
sachet,name_it,Bustina aromi,Bustina Aromi
gardevoirite,name_ko,가디안나이트,
ampharosite,name_de,Ampharosnit,Ampharosonit
venusaurite,name_ko,이상해꽃나이트,이상해꽃나이
charizardite-x,name_ja,リザードナイトＸ,リザードナイトX
mewtwonite-x,name_ja,ミュウツナイトＸ,ミュウツナイトX
mewtwonite-y,name_ja,ミュウツナイトＹ,ミュウツナイトY
medichamite,name_ko,요가램나이트,전룡나이트
charizardite-y,name_ja,リザードナイトＹ,リザードナイトY
roseli-berry,name_en,,Roseli Berry
roseli-berry,name_ja,,ロゼルのみ
roseli-berry,name_fr,,Baie Selro
roseli-berry,name_de,,Hibisbeere
roseli-berry,name_es,,Baya Hibis
roseli-berry,name_it,,Baccarcadè
roseli-berry,name_ko,,로셀열매
roseli-berry,introduced_generation,,6
discount-coupon,name_es,Vale Descuento,Vale de Descuento
fairy-gem,name_ja,ようせいジュエル,フェアリージュエル
adventure-rules,_row_,present,missing
elevator-key,name_ja,エレベータのキー,エレベーターのキー
elevator-key,name_es,Llave Ascensor,Llave del Ascensor
holo-caster,name_ko,홀로캐스터,홀로캐시터
honor-of-kalos,name_es,Emblema Kalos,Emblema de Kalos
mega-ring,name_es,Mega-Aro,Megaaro / Mega-Aro
profs-letter,name_en,Prof’s Letter,Prof's Letter
profs-letter,name_es,Carta Profesor,Carta del Profesor
tmv-pass,name_ja,ＴＭＶパス,TMVパス
tm96,_row_,present,missing
tm97,_row_,present,missing
tm98,_row_,present,missing
tm99,_row_,present,missing
tm100,name_fr,CT100,
tm100,name_de,TM100,
tm100,name_es,MT100,
tm100,name_it,MT100,
tm100,name_ko,기술머신100,
common-stone,name_ja,ありふれたいし,
common-stone,name_fr,Pierre Ordinaire,
common-stone,name_de,Normaler Stein,
common-stone,name_es,Piedra Común,
common-stone,name_it,Sasso qualsiasi,
common-stone,name_ko,흔해빠진돌,
makeup-bag,name_es,Kit Maquillaje,Kit de Maquillaje / Kit Maquillaje
travel-trunk,name_ja,いしょうトランク,
travel-trunk,name_fr,Malle Penderie,
travel-trunk,name_de,Kleiderkoffer,
travel-trunk,name_es,Maleta,
travel-trunk,name_it,Baule per abiti,
travel-trunk,name_ko,의상트렁크,
mega-charm,name_ja,メガチャーム,
mega-charm,name_fr,Méga-Charme,
mega-charm,name_de,Megaillon,
mega-charm,name_es,Megacolgante,
mega-charm,name_it,Megaciondolo,
mega-charm,name_ko,메가참,
mega-glove,name_ja,メガグローブ,
mega-glove,name_fr,Méga-Gant,
mega-glove,name_de,Mega-Handschuh,
mega-glove,name_es,Megaguante,
mega-glove,name_it,Megaguanto,
mega-glove,name_ko,메가글러브,
devon-parts,introduced_generation,6,3
pokeblock-kit,name_ko,포켓몬스낵키트,포켓몬스넥키트
key-to-room-1,_row_,present,missing
key-to-room-2,name_ja,２ごうしつのカギ,2ごうしつのカギ
key-to-room-2,name_de,R2-Schlüssel,K2-Schlüssel
key-to-room-2,name_es,Ll. Habitación 2,Llave Habitación 2
key-to-room-2,introduced_generation,6,3
key-to-room-4,name_ja,４ごうしつのカギ,4ごうしつのカギ
key-to-room-4,name_de,R4-Schlüssel,R4-Schlüssel / K4-Schlüssel
key-to-room-4,name_es,Ll. Habitación 4,Llave Habitación 4 / Ll. Habitación 4 / Ll. Cabina 4
key-to-room-4,introduced_generation,6,3
key-to-room-6,name_ja,６ごうしつのカギ,6ごうしつのカギ
key-to-room-6,name_de,R6-Schlüssel,R6-Schlüssel / K6-Schlüssel
key-to-room-6,name_es,Ll. Habitación 6,Llave Habitación 6
key-to-room-6,introduced_generation,6,3
contest-costume--jacket,_row_,present,missing
mega-pendant,name_ja,メガペンダント,
mega-pendant,name_fr,Méga-Pendentif,
mega-pendant,name_de,Mega-Anhänger,
mega-pendant,name_es,Megacollar,
mega-pendant,name_it,Megapendente,
mega-pendant,name_ko,메가펜던트,
mega-glasses,name_ja,メガメガネ,
mega-glasses,name_fr,Méga-Lunettes,
mega-glasses,name_de,Mega-Brille,
mega-glasses,name_es,Megagafas,
mega-glasses,name_it,Megaocchiali,
mega-glasses,name_ko,메가글라스,
mega-anchor,name_ja,メガイカリ,
mega-anchor,name_fr,Méga-Ancre,
mega-anchor,name_de,Mega-Anker,
mega-anchor,name_es,Megaancla,
mega-anchor,name_it,Megaancora,
mega-anchor,name_ko,메가앵커,
mega-stickpin,name_ja,メガラペルピン,
mega-stickpin,name_fr,Méga-Pin’s,
mega-stickpin,name_de,Mega-Anstecker,
mega-stickpin,name_es,Megabroche,
mega-stickpin,name_it,Megaspilla,
mega-stickpin,name_ko,메가라펠핀,
mega-tiara,name_ja,メガティアラ,
mega-tiara,name_fr,Méga-Tiare,
mega-tiara,name_de,Mega-Diadem,
mega-tiara,name_es,Megatiara,
mega-tiara,name_it,Megadiadema,
mega-tiara,name_ko,메가티아라,
mega-anklet,name_ja,メガアンクレット,
mega-anklet,name_fr,Méga-Grève,
mega-anklet,name_de,Mega-Beinreif,
mega-anklet,name_es,Megatobillera,
mega-anklet,name_it,Megagambale,
mega-anklet,name_ko,메가앵클릿,
prison-bottle,name_es,Vasija Castigo,Vasija de Castigo / Vasija Castigo
mega-cuff,name_ja,メガブレス,
mega-cuff,name_fr,Méga-Manchette,
mega-cuff,name_de,Mega-Armband,
mega-cuff,name_es,Megabrazalete,
mega-cuff,name_it,Megapolsiera,
mega-cuff,name_ko,메가브레스,
key-stone,name_es,Piedra Activadora,Piedra Llave
meteorite-shard,name_es,Frag. Meteorito,Fragmento Meteorito
normalium-z--held,_row_,present,missing
firium-z--held,_row_,present,missing
waterium-z--held,_row_,present,missing
electrium-z--held,_row_,present,missing
grassium-z--held,_row_,present,missing
icium-z--held,_row_,present,missing
fightinium-z--held,_row_,present,missing
poisonium-z--held,_row_,present,missing
groundium-z--held,_row_,present,missing
flyinium-z--held,_row_,present,missing
psychium-z--held,_row_,present,missing
buginium-z--held,_row_,present,missing
rockium-z--held,_row_,present,missing
ghostium-z--held,_row_,present,missing
dragonium-z--held,_row_,present,missing
darkinium-z--held,_row_,present,missing
steelium-z--held,_row_,present,missing
fairium-z--held,_row_,present,missing
pikanium-z--held,_row_,present,missing
bottle-cap,name_fr,Capsule d’Argent,Capsule d'Argent
bottle-cap,name_it,Tappo d’argento,Tappo d'argento
bottle-cap,name_ko,은색병뚜껑,은왕관
gold-bottle-cap,name_fr,Capsule d’Or,Capsule d'Or
gold-bottle-cap,name_it,Tappo d’oro,Tappo d'oro
gold-bottle-cap,name_ko,금색병뚜껑,금왕관
decidium-z--held,_row_,present,missing
incinium-z--held,_row_,present,missing
primarium-z--held,_row_,present,missing
tapunium-z--held,_row_,present,missing
marshadium-z--held,_row_,present,missing
aloraichium-z--held,_row_,present,missing
snorlium-z--held,_row_,present,missing
eevium-z--held,_row_,present,missing
mewnium-z--held,_row_,present,missing
pikashunium-z--held,_row_,present,missing
professors-mask,name_en,Professor’s Mask,Professor's Mask
ride-pager,name_fr,Appel-Monture,
ride-pager,name_de,PokéMobil-Funk,
ride-pager,name_es,Buscamontura,
ride-pager,name_it,Chiamapassaggio,
ride-pager,name_ko,라이드기어,
red-nectar,name_it,Nettare rosso,Nettare Rosso
yellow-nectar,name_it,Nettare giallo,Nettare Giallo
pink-nectar,name_it,Nettare rosa,Nettare Rosa
purple-nectar,name_it,Nettare viola,Nettare Viola
terrain-extender,name_fr,Champ’Duit,Champ'Duit
rock-memory,name_ko,록메모리,락메모리
bike--green,_row_,present,missing
storage-key--galactic-warehouse,_row_,present,missing
basement-key--goldenrod,_row_,present,missing
xtransceiver--red,_row_,present,missing
xtransceiver--yellow,_row_,present,missing
dna-splicers--merge,_row_,present,missing
dna-splicers--split,_row_,present,missing
dropped-item--red,_row_,present,missing
dropped-item--yellow,_row_,present,missing
holo-caster--green,_row_,present,missing
bike--yellow,_row_,present,missing
holo-caster--red,_row_,present,missing
basement-key--new-mauville,_row_,present,missing
storage-key--sea-mauville,_row_,present,missing
ss-ticket--hoenn,_row_,present,missing
contest-costume--dress,_row_,present,missing
meteorite--2,_row_,present,missing
meteorite--3,_row_,present,missing
meteorite--4,_row_,present,missing
normalium-z--bag,_row_,present,missing
firium-z--bag,_row_,present,missing
waterium-z--bag,_row_,present,missing
electrium-z--bag,_row_,present,missing
grassium-z--bag,_row_,present,missing
icium-z--bag,_row_,present,missing
fightinium-z--bag,_row_,present,missing
poisonium-z--bag,_row_,present,missing
groundium-z--bag,_row_,present,missing
flyinium-z--bag,_row_,present,missing
psychium-z--bag,_row_,present,missing
buginium-z--bag,_row_,present,missing
rockium-z--bag,_row_,present,missing
ghostium-z--bag,_row_,present,missing
dragonium-z--bag,_row_,present,missing
darkinium-z--bag,_row_,present,missing
steelium-z--bag,_row_,present,missing
fairium-z--bag,_row_,present,missing
pikanium-z--bag,_row_,present,missing
decidium-z--bag,_row_,present,missing
incinium-z--bag,_row_,present,missing
primarium-z--bag,_row_,present,missing
tapunium-z--bag,_row_,present,missing
marshadium-z--bag,_row_,present,missing
aloraichium-z--bag,_row_,present,missing
snorlium-z--bag,_row_,present,missing
eevium-z--bag,_row_,present,missing
mewnium-z--bag,_row_,present,missing
pikashunium-z--bag,_row_,present,missing
solganium-z--held,_row_,present,missing
lunalium-z--held,_row_,present,missing
ultranecrozium-z--held,_row_,present,missing
mimikium-z--held,_row_,present,missing
lycanium-z--held,_row_,present,missing
kommonium-z--held,_row_,present,missing
solganium-z--bag,_row_,present,missing
lunalium-z--bag,_row_,present,missing
ultranecrozium-z--bag,_row_,present,missing
mimikium-z--bag,_row_,present,missing
lycanium-z--bag,_row_,present,missing
kommonium-z--bag,_row_,present,missing
n-solarizer--merge,_row_,present,missing
n-lunarizer--merge,_row_,present,missing
n-solarizer--split,_row_,present,missing
n-lunarizer--split,_row_,present,missing
ilimas-normalium-z,name_en,Ilima Normalium Z,Ilima's Normalium Z
ilimas-normalium-z,name_ja,イリマノーマルＺ,イリマのノーマルＺ
roto-hatch,name_ja,タマゴふかポン,
roto-hatch,name_fr,Moti-Couveuse,
roto-hatch,name_de,Brutbon,
roto-hatch,name_es,Cupón Eclosión,
roto-hatch,name_it,Cova’n’roll,
roto-hatch,name_ko,알부화캡슐토이,
roto-bargain,name_ja,やすうりポン,
roto-bargain,name_fr,Moti-Promo,
roto-bargain,name_de,Schnäppchenbon,
roto-bargain,name_es,Cupón Rebaja,
roto-bargain,name_it,Sconto’n’roll,
roto-bargain,name_ko,할인캡슐토이,
roto-prize-money,name_ja,おこづかいポン,
roto-prize-money,name_fr,Moti-Magot,
roto-prize-money,name_de,Preisgeldbon,
roto-prize-money,name_es,Cupón Botín,
roto-prize-money,name_it,Soldi’n’roll,
roto-prize-money,name_ko,용돈캡슐토이,
roto-exp-points,name_ja,けいけんポン,
roto-exp-points,name_fr,Moti-Exp,
roto-exp-points,name_de,EP-Bon,
roto-exp-points,name_es,Cupón Exp,
roto-exp-points,name_it,Esp’n’roll,
roto-exp-points,name_ko,경험캡슐토이,
roto-friendship,name_ja,なつきポン,
roto-friendship,name_fr,Moti-Cœur,
roto-friendship,name_de,Freundschaftsbon,
roto-friendship,name_es,Cupón Amistad,
roto-friendship,name_it,Affetto’n’roll,
roto-friendship,name_ko,친밀도캡슐토이,
roto-encounter,name_ja,みっけポン,
roto-encounter,name_fr,Moti-Appât,
roto-encounter,name_de,Lockbon,
roto-encounter,name_es,Cupón Reclamo,
roto-encounter,name_it,Incontra’n’roll,
roto-encounter,name_ko,발견캡슐토이,
roto-stealth,name_ja,かくれポン,
roto-stealth,name_fr,Moti-Camouflage,
roto-stealth,name_de,Schutzbon,
roto-stealth,name_es,Cupón Sigilo,
roto-stealth,name_it,Repelle’n’roll,
roto-stealth,name_ko,숨기캡슐토이,
roto-hp-restore,name_ja,ＨＰかいふくポン,
roto-hp-restore,name_fr,Moti-Récup’ PV,
roto-hp-restore,name_de,KP-Bon,
roto-hp-restore,name_es,Cupón PS,
roto-hp-restore,name_it,PS’n’roll,
roto-hp-restore,name_ko,HP회복캡슐토이,
roto-pp-restore,name_ja,ＰＰかいふくポン,
roto-pp-restore,name_fr,Moti-Récup’ PP,
roto-pp-restore,name_de,AP-Bon,
roto-pp-restore,name_es,Cupón PP,
roto-pp-restore,name_it,PP’n’roll,
roto-pp-restore,name_ko,PP회복캡슐토이,
roto-boost,name_ja,おうえんポン,
roto-boost,name_fr,Moti-Soutien,
roto-boost,name_de,Statuswertebon,
roto-boost,name_es,Cupón Refuerzo,
roto-boost,name_it,Stat’n’roll,
roto-boost,name_ko,응원캡슐토이,
roto-catch,name_ja,つかまえポン,
roto-catch,name_fr,Moti-Capture,
roto-catch,name_de,Fangbon,
roto-catch,name_es,Cupón Captura,
roto-catch,name_it,Acchiappa’n’roll,
roto-catch,name_ko,잡기캡슐토이,
pokemon-box,_row_,present,missing
medicine-pocket,name_ja,かいふくポケット,
medicine-pocket,name_fr,Trousse de Soins,
medicine-pocket,name_de,Medizintasche,
medicine-pocket,name_es,Botiquín,
medicine-pocket,name_it,Tasca rimedi,
medicine-pocket,name_ko,회복포켓,
candy-jar,name_ja,アメボトル,
candy-jar,name_fr,Bonbonnière,
candy-jar,name_de,Bonbonglas,
candy-jar,name_es,Tarro de Caramelos,
candy-jar,name_it,Portacaramelle,
candy-jar,name_ko,사탕보틀,
power-up-pocket,name_ja,きょうかポケット,
power-up-pocket,name_fr,Poche à Renforts,
power-up-pocket,name_de,Stärkungstasche,
power-up-pocket,name_es,Bolsillo Mejoras,
power-up-pocket,name_it,Tasca potenziam.,
power-up-pocket,name_ko,강화포켓,
clothing-trunk,name_ja,おきがえトランク,
clothing-trunk,name_fr,Malle à Costumes,
clothing-trunk,name_de,Klamottenkoffer,
clothing-trunk,name_es,Maleta,
clothing-trunk,name_it,Valigia vestiti,
clothing-trunk,name_ko,옷갈아입기트렁크,
catching-pocket,name_ja,ほかくポケット,
catching-pocket,name_fr,Poche de Capture,
catching-pocket,name_de,Fangtasche,
catching-pocket,name_es,Bolsillo Captura,
catching-pocket,name_it,Tasca cattura,
catching-pocket,name_ko,포획포켓,
battle-pocket,name_ja,バトルポケット,
battle-pocket,name_fr,Poche de Combat,
battle-pocket,name_de,Kampftasche,
battle-pocket,name_es,Bolsillo Combate,
battle-pocket,name_it,Tasca lotta,
battle-pocket,name_ko,배틀포켓,
silver-razz-berry,fling_power,10,
golden-razz-berry,fling_power,10,
silver-nanab-berry,fling_power,10,
golden-nanab-berry,fling_power,10,
silver-pinap-berry,fling_power,10,
golden-pinap-berry,fling_power,10,
secret-key--letsgo,_row_,present,missing
ss-ticket--letsgo,_row_,present,missing
parcel--letsgo,_row_,present,missing
card-key--letsgo,_row_,present,missing
stretchy-spring,fling_power,30,
chalky-stone,fling_power,30,
marble,fling_power,30,
lone-earring,name_fr,Boucle d’Oreille,Boucle d'Oreille
lone-earring,fling_power,30,
beach-glass,fling_power,30,
gold-leaf,fling_power,30,
silver-leaf,fling_power,30,
polished-mud-ball,fling_power,30,
tropical-shell,fling_power,30,
leaf-letter--pikachu,_row_,present,missing
leaf-letter--eevee,_row_,present,missing
small-bouquet,fling_power,30,
lure,fling_power,30,
super-lure,fling_power,30,
max-lure,fling_power,30,
pewter-crunchies,name_fr,Crok’Argenta,Crok'Argenta
pewter-crunchies,fling_power,30,
health-candy,name_es,Caramelo Vigor,Caramelo
health-candy,name_it,Caramella vitalità S,Caramelle
bulbasaur-candy,name_fr,Bonbon Bulbizarre,
bulbasaur-candy,name_de,Bisasam-Bonbon,
bulbasaur-candy,name_es,Caramelo Bulbasaur,
bulbasaur-candy,name_it,Caramella Bulbasaur,
bulbasaur-candy,name_ko,이상해씨의사탕,
charmander-candy,name_fr,Bonbon Salamèche,
charmander-candy,name_de,Glumanda-Bonbon,
charmander-candy,name_es,Caramelo Charmander,
charmander-candy,name_it,Caramella Charmander,
charmander-candy,name_ko,파이리의사탕,
squirtle-candy,name_fr,Bonbon Carapuce,
squirtle-candy,name_de,Schiggy-Bonbon,
squirtle-candy,name_es,Caramelo Squirtle,
squirtle-candy,name_it,Caramella Squirtle,
squirtle-candy,name_ko,꼬부기의사탕,
caterpie-candy,name_fr,Bonbon Chenipan,
caterpie-candy,name_de,Raupy-Bonbon,
caterpie-candy,name_es,Caramelo Caterpie,
caterpie-candy,name_it,Caramella Caterpie,
caterpie-candy,name_ko,캐터피의사탕,
weedle-candy,name_fr,Bonbon Aspicot,
weedle-candy,name_de,Hornliu-Bonbon,
weedle-candy,name_es,Caramelo Weedle,
weedle-candy,name_it,Caramella Weedle,
weedle-candy,name_ko,뿔충이의사탕,
pidgey-candy,name_fr,Bonbon Roucool,
pidgey-candy,name_de,Taubsi-Bonbon,
pidgey-candy,name_es,Caramelo Pidgey,
pidgey-candy,name_it,Caramella Pidgey,
pidgey-candy,name_ko,구구의사탕,
rattata-candy,name_fr,Bonbon Rattata,
rattata-candy,name_de,Rattfratz-Bonbon,
rattata-candy,name_es,Caramelo Rattata,
rattata-candy,name_it,Caramella Rattata,
rattata-candy,name_ko,꼬렛의사탕,
spearow-candy,name_fr,Bonbon Piafabec,
spearow-candy,name_de,Habitak-Bonbon,
spearow-candy,name_es,Caramelo Spearow,
spearow-candy,name_it,Caramella Spearow,
spearow-candy,name_ko,깨비참의사탕,
ekans-candy,name_fr,Bonbon Abo,
ekans-candy,name_de,Rettan-Bonbon,
ekans-candy,name_es,Caramelo Ekans,
ekans-candy,name_it,Caramella Ekans,
ekans-candy,name_ko,아보의사탕,
pikachu-candy,name_fr,Bonbon Pikachu,
pikachu-candy,name_de,Pikachu-Bonbon,
pikachu-candy,name_es,Caramelo Pikachu,
pikachu-candy,name_it,Caramella Pikachu,
pikachu-candy,name_ko,피카츄의사탕,
sandshrew-candy,name_fr,Bonbon Sabelette,
sandshrew-candy,name_de,Sandan-Bonbon,
sandshrew-candy,name_es,Caramelo Sandshrew,
sandshrew-candy,name_it,Caramella Sandshrew,
sandshrew-candy,name_ko,모래두지의사탕,
nidoran-f-candy,name_fr,Bonbon Nidoran♀,
nidoran-f-candy,name_de,Nidoran♀-Bonbon,
nidoran-f-candy,name_es,Caramelo Nidoran♀,
nidoran-f-candy,name_it,Caramella Nidoran♀,
nidoran-f-candy,name_ko,니드런♀의사탕,
nidoran-m-candy,name_fr,Bonbon Nidoran♂,
