form/version_group/method/move,column,pokeapi,pokedb
wartortle/yellow/level-up/bubble,level,8,1
wartortle/gold-silver/level-up/tail-whip,level,4,1
wartortle/ruby-sapphire/level-up/tail-whip,level,4,1
wartortle/ruby-sapphire/level-up/bubble,level,7,1
wartortle/emerald/level-up/tail-whip,level,4,1
wartortle/emerald/level-up/bubble,level,7,1
wartortle/firered-leafgreen/level-up/tail-whip,level,4,1
wartortle/firered-leafgreen/level-up/bubble,level,7,1
wartortle/diamond-pearl/level-up/bubble,level,7,1
wartortle/heartgold-soulsilver/level-up/tail-whip,level,4,1
wartortle/black-white/level-up/tail-whip,level,4,1
wartortle/black-white/level-up/bubble,level,7,1
wartortle/colosseum/level-up/tail-whip,level,4,1
wartortle/colosseum/level-up/bubble,level,7,1
wartortle/xd/level-up/tail-whip,level,4,1
wartortle/black-2-white-2/level-up/tail-whip,level,4,1
wartortle/black-2-white-2/level-up/bubble,level,7,1
wartortle/x-y/level-up/tail-whip,level,4,1
wartortle/x-y/level-up/water-gun,level,7,1
wartortle/omega-ruby-alpha-sapphire/level-up/water-gun,level,7,1
wartortle/sun-moon/level-up/tail-whip,level,4,1
wartortle/sun-moon/level-up/water-gun,level,7,1
wartortle/ultra-sun-ultra-moon/level-up/tail-whip,level,4,1
wartortle/red-green-japan/level-up/tackle,_row_,present,missing
wartortle/red-green-japan/level-up/tail-whip,_row_,present,missing
wartortle/red-green-japan/level-up/bubble,_row_,present,missing
wartortle/red-green-japan/level-up/water-gun,_row_,present,missing
wartortle/red-green-japan/level-up/bite,_row_,present,missing
wartortle/red-green-japan/level-up/withdraw,_row_,present,missing
wartortle/red-green-japan/level-up/skull-bash,_row_,present,missing
wartortle/red-green-japan/level-up/hydro-pump,_row_,present,missing
wartortle/red-green-japan/machine/mega-punch,_row_,present,missing
wartortle/red-green-japan/machine/mega-kick,_row_,present,missing
wartortle/red-green-japan/machine/body-slam,_row_,present,missing
wartortle/red-green-japan/machine/take-down,_row_,present,missing
wartortle/red-green-japan/machine/double-edge,_row_,present,missing
wartortle/red-green-japan/machine/water-gun,_row_,present,missing
wartortle/red-green-japan/machine/surf,_row_,present,missing
wartortle/red-green-japan/machine/ice-beam,_row_,present,missing
wartortle/red-green-japan/machine/blizzard,_row_,present,missing
wartortle/red-green-japan/machine/bubble-beam,_row_,present,missing
wartortle/red-green-japan/machine/submission,_row_,present,missing
wartortle/red-green-japan/machine/counter,_row_,present,missing
wartortle/red-green-japan/machine/seismic-toss,_row_,present,missing
wartortle/red-green-japan/machine/strength,_row_,present,missing
wartortle/red-green-japan/machine/dig,_row_,present,missing
wartortle/red-green-japan/machine/toxic,_row_,present,missing
wartortle/red-green-japan/machine/rage,_row_,present,missing
wartortle/red-green-japan/machine/mimic,_row_,present,missing
wartortle/red-green-japan/machine/double-team,_row_,present,missing
wartortle/red-green-japan/machine/reflect,_row_,present,missing
wartortle/red-green-japan/machine/bide,_row_,present,missing
wartortle/red-green-japan/machine/skull-bash,_row_,present,missing
wartortle/red-green-japan/machine/rest,_row_,present,missing
wartortle/red-green-japan/machine/substitute,_row_,present,missing
wartortle/blue-japan/level-up/tackle,_row_,present,missing
wartortle/blue-japan/level-up/tail-whip,_row_,present,missing
wartortle/blue-japan/level-up/bubble,_row_,present,missing
wartortle/blue-japan/level-up/water-gun,_row_,present,missing
wartortle/blue-japan/level-up/bite,_row_,present,missing
wartortle/blue-japan/level-up/withdraw,_row_,present,missing
wartortle/blue-japan/level-up/skull-bash,_row_,present,missing
wartortle/blue-japan/level-up/hydro-pump,_row_,present,missing
wartortle/blue-japan/machine/mega-punch,_row_,present,missing
wartortle/blue-japan/machine/mega-kick,_row_,present,missing
wartortle/blue-japan/machine/body-slam,_row_,present,missing
wartortle/blue-japan/machine/take-down,_row_,present,missing
wartortle/blue-japan/machine/double-edge,_row_,present,missing
wartortle/blue-japan/machine/water-gun,_row_,present,missing
wartortle/blue-japan/machine/surf,_row_,present,missing
wartortle/blue-japan/machine/ice-beam,_row_,present,missing
wartortle/blue-japan/machine/blizzard,_row_,present,missing
wartortle/blue-japan/machine/bubble-beam,_row_,present,missing
wartortle/blue-japan/machine/submission,_row_,present,missing
wartortle/blue-japan/machine/counter,_row_,present,missing
wartortle/blue-japan/machine/seismic-toss,_row_,present,missing
wartortle/blue-japan/machine/strength,_row_,present,missing
wartortle/blue-japan/machine/dig,_row_,present,missing
wartortle/blue-japan/machine/toxic,_row_,present,missing
wartortle/blue-japan/machine/rage,_row_,present,missing
wartortle/blue-japan/machine/mimic,_row_,present,missing
wartortle/blue-japan/machine/double-team,_row_,present,missing
wartortle/blue-japan/machine/reflect,_row_,present,missing
wartortle/blue-japan/machine/bide,_row_,present,missing
wartortle/blue-japan/machine/skull-bash,_row_,present,missing
wartortle/blue-japan/machine/rest,_row_,present,missing
wartortle/blue-japan/machine/substitute,_row_,present,missing
blastoise/red-blue/level-up/water-gun,level,15,1
blastoise/red-blue/level-up/bubble,level,8,1
blastoise/crystal/level-up/tail-whip,level,4,1
blastoise/crystal/level-up/withdraw,level,10,1
blastoise/crystal/level-up/bubble,level,7,1
blastoise/ruby-sapphire/level-up/tail-whip,level,4,1
blastoise/ruby-sapphire/level-up/withdraw,level,10,1
blastoise/ruby-sapphire/level-up/bubble,level,7,1
blastoise/firered-leafgreen/level-up/tail-whip,level,4,1
blastoise/firered-leafgreen/level-up/withdraw,level,10,1
blastoise/firered-leafgreen/level-up/bubble,level,7,1
blastoise/diamond-pearl/level-up/withdraw,level,10,1
blastoise/diamond-pearl/level-up/bubble,level,7,1
blastoise/heartgold-soulsilver/level-up/tail-whip,level,4,1
blastoise/heartgold-soulsilver/level-up/withdraw,level,10,1
blastoise/heartgold-soulsilver/level-up/bubble,level,7,1
blastoise/black-white/level-up/tail-whip,level,4,1
blastoise/black-white/level-up/withdraw,level,10,1
blastoise/black-white/level-up/bubble,level,7,1
blastoise/colosseum/level-up/tail-whip,level,4,1
blastoise/colosseum/level-up/withdraw,level,10,1
blastoise/colosseum/level-up/bubble,level,7,1
blastoise/black-2-white-2/level-up/bubble,level,7,1
blastoise/x-y/level-up/tail-whip,level,4,1
blastoise/x-y/level-up/water-gun,level,7,1
blastoise/x-y/level-up/withdraw,level,10,1
blastoise/sun-moon/level-up/withdraw,level,10,1
blastoise/red-green-japan/level-up/tackle,_row_,present,missing
blastoise/red-green-japan/level-up/tail-whip,_row_,present,missing
blastoise/red-green-japan/level-up/water-gun,_row_,present,missing
blastoise/red-green-japan/level-up/bubble,_row_,present,missing
blastoise/red-green-japan/level-up/bite,_row_,present,missing
blastoise/red-green-japan/level-up/withdraw,_row_,present,missing
blastoise/red-green-japan/level-up/skull-bash,_row_,present,missing
blastoise/red-green-japan/level-up/hydro-pump,_row_,present,missing
blastoise/red-green-japan/machine/mega-punch,_row_,present,missing
blastoise/red-green-japan/machine/mega-kick,_row_,present,missing
blastoise/red-green-japan/machine/body-slam,_row_,present,missing
blastoise/red-green-japan/machine/take-down,_row_,present,missing
blastoise/red-green-japan/machine/double-edge,_row_,present,missing
blastoise/red-green-japan/machine/water-gun,_row_,present,missing
blastoise/red-green-japan/machine/surf,_row_,present,missing
blastoise/red-green-japan/machine/ice-beam,_row_,present,missing
blastoise/red-green-japan/machine/blizzard,_row_,present,missing
blastoise/red-green-japan/machine/bubble-beam,_row_,present,missing
blastoise/red-green-japan/machine/hyper-beam,_row_,present,missing
blastoise/red-green-japan/machine/submission,_row_,present,missing
blastoise/red-green-japan/machine/counter,_row_,present,missing
blastoise/red-green-japan/machine/seismic-toss,_row_,present,missing
blastoise/red-green-japan/machine/strength,_row_,present,missing
blastoise/red-green-japan/machine/earthquake,_row_,present,missing
blastoise/red-green-japan/machine/fissure,_row_,present,missing
blastoise/red-green-japan/machine/dig,_row_,present,missing
blastoise/red-green-japan/machine/toxic,_row_,present,missing
blastoise/red-green-japan/machine/rage,_row_,present,missing
blastoise/red-green-japan/machine/mimic,_row_,present,missing
blastoise/red-green-japan/machine/double-team,_row_,present,missing
blastoise/red-green-japan/machine/reflect,_row_,present,missing
blastoise/red-green-japan/machine/bide,_row_,present,missing
blastoise/red-green-japan/machine/skull-bash,_row_,present,missing
blastoise/red-green-japan/machine/rest,_row_,present,missing
blastoise/red-green-japan/machine/substitute,_row_,present,missing
blastoise/blue-japan/level-up/tackle,_row_,present,missing
blastoise/blue-japan/level-up/tail-whip,_row_,present,missing
blastoise/blue-japan/level-up/water-gun,_row_,present,missing
blastoise/blue-japan/level-up/bubble,_row_,present,missing
blastoise/blue-japan/level-up/bite,_row_,present,missing
blastoise/blue-japan/level-up/withdraw,_row_,present,missing
blastoise/blue-japan/level-up/skull-bash,_row_,present,missing
blastoise/blue-japan/level-up/hydro-pump,_row_,present,missing
blastoise/blue-japan/machine/mega-punch,_row_,present,missing
blastoise/blue-japan/machine/mega-kick,_row_,present,missing
blastoise/blue-japan/machine/body-slam,_row_,present,missing
blastoise/blue-japan/machine/take-down,_row_,present,missing
blastoise/blue-japan/machine/double-edge,_row_,present,missing
blastoise/blue-japan/machine/water-gun,_row_,present,missing
blastoise/blue-japan/machine/surf,_row_,present,missing
blastoise/blue-japan/machine/ice-beam,_row_,present,missing
blastoise/blue-japan/machine/blizzard,_row_,present,missing
blastoise/blue-japan/machine/bubble-beam,_row_,present,missing
blastoise/blue-japan/machine/hyper-beam,_row_,present,missing
blastoise/blue-japan/machine/submission,_row_,present,missing
blastoise/blue-japan/machine/counter,_row_,present,missing
blastoise/blue-japan/machine/seismic-toss,_row_,present,missing
blastoise/blue-japan/machine/strength,_row_,present,missing
blastoise/blue-japan/machine/earthquake,_row_,present,missing
blastoise/blue-japan/machine/fissure,_row_,present,missing
blastoise/blue-japan/machine/dig,_row_,present,missing
blastoise/blue-japan/machine/toxic,_row_,present,missing
blastoise/blue-japan/machine/rage,_row_,present,missing
blastoise/blue-japan/machine/mimic,_row_,present,missing
blastoise/blue-japan/machine/double-team,_row_,present,missing
blastoise/blue-japan/machine/reflect,_row_,present,missing
blastoise/blue-japan/machine/bide,_row_,present,missing
blastoise/blue-japan/machine/skull-bash,_row_,present,missing
blastoise/blue-japan/machine/rest,_row_,present,missing
blastoise/blue-japan/machine/substitute,_row_,present,missing
caterpie/red-green-japan/level-up/tackle,_row_,present,missing
caterpie/red-green-japan/level-up/string-shot,_row_,present,missing
caterpie/blue-japan/level-up/tackle,_row_,present,missing
caterpie/blue-japan/level-up/string-shot,_row_,present,missing
metapod/yellow/level-up/harden,level,7,1
metapod/gold-silver/level-up/harden,level,7,1
metapod/crystal/level-up/harden,level,7,1
metapod/emerald/level-up/harden,level,7,1
metapod/diamond-pearl/level-up/harden,level,7,1
metapod/black-white/level-up/harden,level,7,1
metapod/black-2-white-2/level-up/harden,level,7,1
metapod/x-y/level-up/harden,level,7,1
metapod/omega-ruby-alpha-sapphire/level-up/harden,level,7,1
metapod/ultra-sun-ultra-moon/level-up/harden,level,1,0
metapod/lets-go-pikachu-lets-go-eevee/level-up/harden,level,1,0
metapod/red-green-japan/level-up/harden,_row_,present,missing
metapod/blue-japan/level-up/harden,_row_,present,missing
butterfree/red-blue/level-up/confusion,level,12,1
butterfree/yellow/level-up/confusion,level,10,1
butterfree/gold-silver/level-up/confusion,level,10,1
butterfree/ruby-sapphire/level-up/confusion,level,10,1
butterfree/emerald/level-up/confusion,level,10,1
butterfree/firered-leafgreen/level-up/confusion,level,10,1
butterfree/platinum/level-up/confusion,level,10,1
butterfree/xd/level-up/confusion,level,10,1
butterfree/x-y/level-up/confusion,level,10,1
butterfree/omega-ruby-alpha-sapphire/level-up/confusion,level,10,1
butterfree/sun-moon/level-up/gust,level,1,0
butterfree/ultra-sun-ultra-moon/level-up/gust,level,1,0
butterfree/brilliant-diamond-shining-pearl/level-up/gust,level,1,0
butterfree/red-green-japan/level-up/confusion,_row_,present,missing
butterfree/red-green-japan/level-up/poison-powder,_row_,present,missing
butterfree/red-green-japan/level-up/stun-spore,_row_,present,missing
butterfree/red-green-japan/level-up/sleep-powder,_row_,present,missing
butterfree/red-green-japan/level-up/supersonic,_row_,present,missing
butterfree/red-green-japan/level-up/whirlwind,_row_,present,missing
butterfree/red-green-japan/level-up/psybeam,_row_,present,missing
butterfree/red-green-japan/machine/razor-wind,_row_,present,missing
butterfree/red-green-japan/machine/whirlwind,_row_,present,missing
butterfree/red-green-japan/machine/take-down,_row_,present,missing
butterfree/red-green-japan/machine/double-edge,_row_,present,missing
butterfree/red-green-japan/machine/hyper-beam,_row_,present,missing
butterfree/red-green-japan/machine/mega-drain,_row_,present,missing
butterfree/red-green-japan/machine/solar-beam,_row_,present,missing
butterfree/red-green-japan/machine/toxic,_row_,present,missing
butterfree/red-green-japan/machine/psychic,_row_,present,missing
butterfree/red-green-japan/machine/rage,_row_,present,missing
butterfree/red-green-japan/machine/teleport,_row_,present,missing
butterfree/red-green-japan/machine/mimic,_row_,present,missing
butterfree/red-green-japan/machine/double-team,_row_,present,missing
butterfree/red-green-japan/machine/reflect,_row_,present,missing
butterfree/red-green-japan/machine/bide,_row_,present,missing
butterfree/red-green-japan/machine/swift,_row_,present,missing
butterfree/red-green-japan/machine/psywave,_row_,present,missing
butterfree/red-green-japan/machine/rest,_row_,present,missing
butterfree/red-green-japan/machine/substitute,_row_,present,missing
butterfree/blue-japan/level-up/confusion,_row_,present,missing
butterfree/blue-japan/level-up/poison-powder,_row_,present,missing
butterfree/blue-japan/level-up/stun-spore,_row_,present,missing
butterfree/blue-japan/level-up/sleep-powder,_row_,present,missing
butterfree/blue-japan/level-up/supersonic,_row_,present,missing
butterfree/blue-japan/level-up/whirlwind,_row_,present,missing
butterfree/blue-japan/level-up/psybeam,_row_,present,missing
butterfree/blue-japan/machine/razor-wind,_row_,present,missing
butterfree/blue-japan/machine/whirlwind,_row_,present,missing
butterfree/blue-japan/machine/take-down,_row_,present,missing
butterfree/blue-japan/machine/double-edge,_row_,present,missing
butterfree/blue-japan/machine/hyper-beam,_row_,present,missing
butterfree/blue-japan/machine/mega-drain,_row_,present,missing
butterfree/blue-japan/machine/solar-beam,_row_,present,missing
butterfree/blue-japan/machine/toxic,_row_,present,missing
butterfree/blue-japan/machine/psychic,_row_,present,missing
